Band,Song,Url
Bobby Johns,El Amor Es Una Cosa Esplendorosa (Love Is a Many Splendored Thing),/lyric/1600299/Bobby+Johns/El+Amor+Es+Una+Cosa+Esplendorosa+%28Love+Is+a+Many+Splendored+Thing%29
Bobby Johns,Ojos Españoles Azules (Blue Spanish Eyes),/lyric/1600307/Bobby+Johns/Ojos+Espa%C3%B1oles+Azules+%28Blue+Spanish+Eyes%29
Bobby Jones,Oh Happy Day,/lyric/7486001/Bobby+Jones/Oh+Happy+Day
Bobby Jones,Victory,/lyric/12234410/Tye+Tribbett/Victory
Bobby Jones,Tye Tribbett,artist/Tye-Tribbett/660580
Bobby Jones,Mystery Train,/lyric/16153561/Bobby+Jones/Mystery+Train
Bobby Jones & the New Life Singers,My Worship,/lyric/28767018/John+P.+Kee/My+Worship
Bobby Jones & the New Life Singers,John P. Kee,artist/John-P.-Kee/2324
Bobby Keyes,Dear Landlord,/lyric/26433/Joe+Cocker/Dear+Landlord
Bobby Keyes,Joe Cocker,artist/Joe-Cocker/3931
Bobby Keyes,Jim Price,artist/Jim-Price/19964
Bobby Keyes,"Felix ""Flaco"" Falcon",artist/Felix-
Bobby Keyes,Jim Horn,artist/Jim-Horn/87854
Bobby Keyes,Neil Hubbard,artist/Neil-Hubbard/88279
Bobby Keyes,Jim Karstein,artist/Jim-Karstein/92597
Bobby Keyes,Alan Spenner,artist/Alan-Spenner/127418
Bobby Keyes,Chris Stainton,artist/Chris-Stainton/127866
Bobby Keyes,High Time We Went,/lyric/26440/Joe+Cocker/High+Time+We+Went
Bobby Keyes,Joe Cocker,artist/Joe-Cocker/3931
Bobby Keyes,Jim Price,artist/Jim-Price/19964
Bobby Keyes,"Felix ""Flaco"" Falcon",artist/Felix-
Bobby Keyes,Jim Horn,artist/Jim-Horn/87854
Bobby Keyes,Neil Hubbard,artist/Neil-Hubbard/88279
Bobby Keyes,Jim Karstein,artist/Jim-Karstein/92597
Bobby Keyes,Alan Spenner,artist/Alan-Spenner/127418
Bobby Keyes,Chris Stainton,artist/Chris-Stainton/127866
Bobby Keyes,Hitchcock Railway,/lyric/4559889/Joe+Cocker/Hitchcock+Railway
Bobby Keyes,Joe Cocker,artist/Joe-Cocker/3931
Bobby Keyes,Jim Keltner,artist/Jim-Keltner/24029
Bobby Keyes,"Felix ""Flaco"" Falcon",artist/Felix-
Bobby Keyes,Jim Horn,artist/Jim-Horn/87854
Bobby Keyes,Neil Hubbard,artist/Neil-Hubbard/88279
Bobby Keyes,Jim Karstein,artist/Jim-Karstein/92597
Bobby Keyes,Alan Spenner,artist/Alan-Spenner/127418
Bobby Keyes,Chris Stainton,artist/Chris-Stainton/127866
Bobby Keyes,Midnight Rider,/lyric/4559890/Joe+Cocker/Midnight+Rider
Bobby Keyes,Joe Cocker,artist/Joe-Cocker/3931
Bobby Keyes,Jim Price,artist/Jim-Price/19964
Bobby Keyes,"Felix ""Flaco"" Falcon",artist/Felix-
Bobby Keyes,Jim Horn,artist/Jim-Horn/87854
Bobby Keyes,Neil Hubbard,artist/Neil-Hubbard/88279
Bobby Keyes,Jim Karstein,artist/Jim-Karstein/92597
Bobby Keyes,Alan Spenner,artist/Alan-Spenner/127418
Bobby Keyes,Chris Stainton,artist/Chris-Stainton/127866
Bobby Keyes,St. James Infirmary,/lyric/26436/Joe+Cocker/St.+James+Infirmary
Bobby Keyes,Joe Cocker,artist/Joe-Cocker/3931
Bobby Keyes,Jim Keltner,artist/Jim-Keltner/24029
Bobby Keyes,"Felix ""Flaco"" Falcon",artist/Felix-
Bobby Keyes,Jim Horn,artist/Jim-Horn/87854
Bobby Keyes,Neil Hubbard,artist/Neil-Hubbard/88279
Bobby Keyes,Jim Karstein,artist/Jim-Karstein/92597
Bobby Keyes,Alan Spenner,artist/Alan-Spenner/127418
Bobby Keyes,Chris Stainton,artist/Chris-Stainton/127866
Bobby Kimball,You've Got a Friend,/lyric/1406079/Bobby+Kimball/You%27ve+Got+a+Friend
Bobby Kimball,Africa,/lyric/15062043/Bobby+Kimball/Africa
Bobby Kimball,I Won't Hold You Back,/lyric/15062040/Bobby+Kimball/I+Won%27t+Hold+You+Back
Bobby Kimball,Rosanna,/lyric/15062039/Bobby+Kimball/Rosanna
Bobby King,Reconsider Baby,/lyric/2573162/Bobby+King/Reconsider+Baby
Bobby King,At the Dark End of the Street,/lyric/1713995/Bobby+King/At+the+Dark+End+of+the+Street
Bobby King,Terry Evans,artist/Terry-Evans/74664
Bobby King,Just a Little Bit,/lyric/1713987/Bobby+King/Just+a+Little+Bit
Bobby King,Terry Evans,artist/Terry-Evans/74664
Bobby Knight,Here's That Rainy Day,/lyric/4416132/Bobby+Knight/Here%27s+That+Rainy+Day
Bobby Knight,Stardust [*],/lyric/4416130/Bobby+Knight/Stardust+%5B%2A%5D
Bobby Knox,Party Doll,/lyric/3120376/Buddy+Knox/Party+Doll
Bobby Knox,Buddy Knox,artist/Buddy-Knox/4701
Bobby Kray,Silly Games,/lyric/11714213/Bobby+Kray/Silly+Games
Bobby Kray,Crazy,/lyric/30378480/Bobby+Kray/Crazy
Bobby Lamm,Near You,/lyric/2476568/Francis+Craig/Near+You
Bobby Lamm,Francis Craig,artist/Francis-Craig/185559
Bobby Lamm,Francis Craig & His Orhcestra,artist/Francis-Craig-&-His-Orhcestra/1997727
Bobby Lee Trammell,Long Tall Sally,/lyric/4564766/Bobby+Lee+Trammell/Long+Tall+Sally
Bobby Lester,Blue Velvet,/lyric/33752840/The+Moonglows/Blue+Velvet
Bobby Lester,The Moonglows,artist/The-Moonglows/24616
Bobby Lester & The Moonlighters,Sincerely,/lyric/1137768/The+Moonglows/Sincerely
Bobby Lester & The Moonlighters,The Moonglows,artist/The-Moonglows/24616
Bobby Lewis,Tossin and Turnin,/lyric/19158935/Bobby+Lewis/Tossin+and+Turnin
Bobby Lewis,One Track Mind,/lyric/142645/Bobby+Lewis/One+Track+Mind
Bobby Lewis,Tossin' and Turnin',/lyric/142644/Bobby+Lewis/Tossin%27+and+Turnin%27
Bobby Lewis,Tossin' & Turnin',/lyric/1038975/Bobby+Lewis/Tossin%27+%26+Turnin%27
Bobby Lewis,Just Friends,/lyric/2829897/Bonnie+Herman/Just+Friends
Bobby Lewis,Bonnie Herman,artist/Bonnie-Herman/86154
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/203924
Bobby Lewis,One Track Mind [Stereo],/lyric/6608740/Bobby+Lewis/One+Track+Mind+%5BStereo%5D
Bobby Lewis,Tossin' and Turnin' [Stereo],/lyric/6608750/Bobby+Lewis/Tossin%27+and+Turnin%27+%5BStereo%5D
Bobby Lewis,(I've Had) The Time of My Life (Dirty Dancing),/lyric/7152765/Bobby+Lewis/%28I%27ve+Had%29+The+Time+of+My+Life+%28Dirty+Dancing%29
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/673221
Bobby Lewis,Kelli Potts,artist/Kelli-Potts/1649976
Bobby Lewis,After All (Love Theme) [From Chances Are],/lyric/7152764/Bobby+Lewis/After+All+%28Love+Theme%29+%5BFrom+Chances+Are%5D
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/673221
Bobby Lewis,Kelli Potts,artist/Kelli-Potts/1649976
Bobby Lewis,Unforgettable,/lyric/7152760/Bobby+Lewis/Unforgettable
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/673221
Bobby Lewis,Kelli Potts,artist/Kelli-Potts/1649976
Bobby Lewis,Tossin’ And Turnin’,/lyric/30227055/Bobby+Lewis/Tossin%E2%80%99+And+Turnin%E2%80%99
Bobby Lewis,It's You or No One,/lyric/1553516/Bobby+Lewis/It%27s+You+or+No+One
Bobby Lewis,Easy,/lyric/1553354/Bobby+Lewis/Easy
Bobby Lewis,Emily,/lyric/1553353/Bobby+Lewis/Emily
Bobby Lewis,Here's That Rainy Day,/lyric/1553348/Bobby+Lewis/Here%27s+That+Rainy+Day
Bobby Lewis,Laura,/lyric/1553349/Bobby+Lewis/Laura
Bobby Lewis,The Lamp Is Low (Pavane for a Dead Princess),/lyric/6494396/Bobby+Lewis/The+Lamp+Is+Low+%28Pavane+for+a+Dead+Princess%29
Bobby Lewis,Only Trust Your Heart,/lyric/6494400/Bobby+Lewis/Only+Trust+Your+Heart
Bobby Lewis,Stardust [Verse],/lyric/6494402/Bobby+Lewis/Stardust+%5BVerse%5D
Bobby Lewis,Thanks a Million,/lyric/6494407/Bobby+Lewis/Thanks+a+Million
Bobby Lewis,Just Friends,/lyric/2829897/Bonnie+Herman/Just+Friends
Bobby Lewis,Bonnie Herman,artist/Bonnie-Herman/86154
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/98170
Bobby Lewis,Don't Worry 'Bout Me,/lyric/6539290/Bobby+Lewis/Don%27t+Worry+%27Bout+Me
Bobby Lewis,You Stepped Out of a Dream,/lyric/6539293/Bobby+Lewis/You+Stepped+Out+of+a+Dream
Bobby Lewis,Tossin and Turnin,/lyric/34381696/Bobby+Lewis/Tossin+and+Turnin
Bobby Lewis,(I've Had) The Time of My Life (Dirty Dancing),/lyric/7152765/Bobby+Lewis/%28I%27ve+Had%29+The+Time+of+My+Life+%28Dirty+Dancing%29
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/98170
Bobby Lewis,Kelli Potts,artist/Kelli-Potts/1649976
Bobby Lewis,After All (Love Theme) [From Chances Are],/lyric/7152764/Bobby+Lewis/After+All+%28Love+Theme%29+%5BFrom+Chances+Are%5D
Bobby Lewis,Bobby Lewis,artist/Bobby-Lewis/98170
Bobby Lewis,Kelli Potts,artist/Kelli-Potts/1649976
