Band,Song,Url
David Hahn,I'm Thru with Love,/lyric/11608815/David+Hahn/I%27m+Thru+with+Love
David Halley,Man of Steel,/lyric/1182449/David+Halley/Man+of+Steel
David Hallyday,Mirador,/lyric/14385522/David+Hallyday/Mirador
David Hallyday,Johnny Hallyday,artist/Johnny-Hallyday/24398
David Hallyday,Le Manque a Donner,/lyric/5327778/David+Hallyday/Le+Manque+a+Donner
David Hallyday,On S'En Va,/lyric/5327769/David+Hallyday/On+S%27En+Va
David Hallyday,Un Paradis un Enfer,/lyric/5327771/David+Hallyday/Un+Paradis+un+Enfer
David Hallyday,Un Petit Peu de Toi,/lyric/5327776/David+Hallyday/Un+Petit+Peu+de+Toi
David Hallyday,Pour Toi,/lyric/5327768/David+Hallyday/Pour+Toi
David Hallyday,Rêver de Toi,/lyric/5327773/David+Hallyday/R%C3%AAver+de+Toi
David Hallyday,Tu Ne M'As Pas Laisse le Temps,/lyric/5327772/David+Hallyday/Tu+Ne+M%27As+Pas+Laisse+le+Temps
David Hallyday,Virtuel,/lyric/5327775/David+Hallyday/Virtuel
David Hallyday,"Mon Fils, Ma Bataille",/lyric/4147567/David+Hallyday/Mon+Fils%2C+Ma+Bataille
David Hallyday,Fleur Cannibale,/lyric/9888872/David+Hallyday/Fleur+Cannibale
David Hallyday,J'Ai Déserté Pour un Ange,/lyric/9888882/David+Hallyday/J%27Ai+D%C3%A9sert%C3%A9+Pour+un+Ange
David Hallyday,"Everything I Do, I Do It for You",/lyric/13421264/David+Hallyday/Everything+I+Do%2C+I+Do+It+for+You
David Hallyday,Hélène Ségara,artist/Hélène-Ségara/380215
David Hallyday,Arena,artist/Arena/442492
David Hallyday,Bent,artist/Bent/864613
David Hallyday,New York City (Moi Je),/lyric/22165950/David+Hallyday/New+York+City+%28Moi+Je%29
David Hallyday,Welcome to Nowhere,/lyric/21060946/David+Hallyday/Welcome+to+Nowhere
David Hamilton,Blue Skies,/lyric/26027600/Estelle/Blue+Skies
David Hamilton,Estelle,artist/Estelle/702507
David Hamilton,Donnis,artist/Donnis/1061618
David Hamilton,Marisol Martinez,artist/Marisol-Martinez/2589400
David Hamilton,Lauren Cooper,artist/Lauren-Cooper/2589401
David Hamilton,Kerin Rose,artist/Kerin-Rose/2589403
David Hamilton,Say Once More,/lyric/13417400/David+Hamilton/Say+Once+More
David Hamilton,(Everything I Do) I Do It for You,/lyric/5165008/David+Hamilton/%28Everything+I+Do%29+I+Do+It+for+You
David Hamilton,The Wind Beneath My Wings,/lyric/17315626/David+Hamilton/The+Wind+Beneath+My+Wings
David Hamilton,Lady Be Good,/lyric/17472957/David+Hamilton/Lady+Be+Good
David Hamilton,The Man I Love,/lyric/17472950/David+Hamilton/The+Man+I+Love
David Hamilton,Nice Work If You Can Get It,/lyric/17472958/David+Hamilton/Nice+Work+If+You+Can+Get+It
David Hamilton,Someone to Watch Over Me,/lyric/17472949/David+Hamilton/Someone+to+Watch+Over+Me
David Hammond,As I Roved Out,/lyric/1763234/The+Clancy+Brothers/As+I+Roved+Out
David Hammond,The Clancy Brothers,artist/The-Clancy-Brothers/776
David Hammond,I Know My Love,/lyric/1763229/The+Clancy+Brothers/I+Know+My+Love
David Hammond,The Clancy Brothers,artist/The-Clancy-Brothers/776
David Hammond,I'll Tell My Ma,/lyric/1763237/The+Clancy+Brothers/I%27ll+Tell+My+Ma
David Hammond,The Clancy Brothers,artist/The-Clancy-Brothers/776
David Hammond,No Worries,/lyric/32828680/David+Guetta/No+Worries
David Hammond,David Guetta,artist/David-Guetta/572357
David Hammond,Disciples,artist/Disciples/3138346
David Harris,Saved,/lyric/34895334/Snoop+Dogg/Saved
David Harris,Snoop Dogg,artist/Snoop-Dogg/41625
David Harris,Faith Evans,artist/Faith-Evans/151651
David Harris,Lonny Bereal,artist/Lonny-Bereal/1595132
David Harris,Sarah Barker,artist/Sarah-Barker/3038181
David Harris,Melissa Brown,artist/Melissa-Brown/3267073
David Harris,3rd Generation (Bereal Family),artist/3rd-Generation-(Bereal-Family)/3421884
David Harris,Candice Williams Latanya Milburn,artist/Candice-Williams-Latanya-Milburn/3426144
David Harris,Jerice Kenebrew,artist/Jerice-Kenebrew/3426187
David Harris,"Thomas ""Tc"" Bereal, Jr.",artist/Thomas-
David Harris,Robert Bereal,artist/Robert-Bereal/3426195
David Harris,Antonia Bereal-Lee,artist/Antonia-Bereal-Lee/3426196
David Harris,Aaron Bereal,artist/Aaron-Bereal/3426197
David Harris,Christine Bereal-Page,artist/Christine-Bereal-Page/3426198
David Harris,Cecilia Bereal,artist/Cecilia-Bereal/3426203
David Harris,Lashonne Bereal,artist/Lashonne-Bereal/3426206
David Harris,We Shall Overcome,/lyric/2698014/David+Harris/We+Shall+Overcome
David Harris,Here's That Rainy Day,/lyric/10873727/David+Harris/Here%27s+That+Rainy+Day
David Harris,It's Only a Paper Moon,/lyric/10873718/David+Harris/It%27s+Only+a+Paper+Moon
David Harris,Lazy Afternoon,/lyric/10873722/David+Harris/Lazy+Afternoon
David Harris,You Do Something to Me,/lyric/10873720/David+Harris/You+Do+Something+to+Me
David Harrow,Atmosphere,/lyric/19858050/Technova/Atmosphere
David Harrow,Technova,artist/Technova/183258
David Hartley,Message in a Bottle,/lyric/7153107/Lawrence%2C+Chris/Message+in+a+Bottle
David Hartley,"Lawrence, Chris","artist/Lawrence,-Chris/0"
David Hartley,"Thomas, Ian","artist/Thomas,-Ian/0"
David Hartley,Sting,artist/Sting/5536
David Hartley,Ray Cooper,artist/Ray-Cooper/66390
David Hartley,Big Lie Small World,/lyric/3057207/Sting/Big+Lie+Small+World
David Hartley,Sting,artist/Sting/5536
David Hartley,Tomorrow We'll See,/lyric/3057210/Sting/Tomorrow+We%27ll+See
David Hartley,Sting,artist/Sting/5536
David Hartley,"Big Lie, Small World",/lyric/27187607/Sting/Big+Lie%2C+Small+World
David Hartley,Sting,artist/Sting/5536
David Hartley,My Funny Friend And Me,/lyric/4308923/Sting/My+Funny+Friend+And+Me
David Hartley,Sting,artist/Sting/5536
David Hartley,Snuff Out the Light (Yzma's Song),/lyric/4308924/Eartha+Kitt/Snuff+Out+the+Light+%28Yzma%27s+Song%29
David Hartley,Eartha Kitt,artist/Eartha-Kitt/3114
David Hartley,Amazing Grace,/lyric/12868387/Royal+Philharmonic+Orchestra/Amazing+Grace
David Hartley,Royal Philharmonic Orchestra,artist/Royal-Philharmonic-Orchestra/27581
David Hartley,Metro Voices,artist/Metro-Voices/351786
David Hartley,Hayley Westenra,artist/Hayley-Westenra/612946
David Hartley,Jenny O'Grady,artist/Jenny-O'Grady/1384812
David Hartley,Third Rate Romance,/lyric/14239889/David+Hartley/Third+Rate+Romance
David Hasselhoff,All the Right Moves,/lyric/672049/David+Hasselhoff/All+the+Right+Moves
David Hasselhoff,Do You Love Me,/lyric/672044/David+Hasselhoff/Do+You+Love+Me
David Hasselhoff,Let It Be Me,/lyric/672051/David+Hasselhoff/Let+It+Be+Me
David Hasselhoff,No Way to Be in Love,/lyric/672047/David+Hasselhoff/No+Way+to+Be+in+Love
David Hasselhoff,No Words for Love,/lyric/672050/David+Hasselhoff/No+Words+for+Love
