Band,Song,Url
Bruce Kulick,Shot in the Dark,/lyric/3986398/Bruce+Kulick/Shot+in+the+Dark
Bruce Kulick,Ricky Phillips,artist/Ricky-Phillips/114279
Bruce Kulick,Jeff Scott Soto,artist/Jeff-Scott-Soto/127063
Bruce Kulick,Pat Torpey,artist/Pat-Torpey/132381
Bruce Kulick,Derek Sherinian,artist/Derek-Sherinian/192320
Bruce Kulick,Compassion,/lyric/5602903/Bruce+Kulick/Compassion
Bruce Kulick,It Snows in Hell,/lyric/9002208/Bruce+Kulick/It+Snows+in+Hell
Bruce Kulick,Lordi,artist/Lordi/701009
Bruce Kurnow,O Little Town of Bethlehem,/lyric/2748975/Bruce+Kurnow/O+Little+Town+of+Bethlehem
Bruce Kurnow,O Come All Ye Faithful,/lyric/7884798/Bruce+Kurnow/O+Come+All+Ye+Faithful
Bruce Kurnow,Here and Now,/lyric/7953027/Bruce+Kurnow/Here+and+Now
Bruce Kurnow,Selling Television Satellites,/lyric/29550857/Bruce+Kurnow/Selling+Television+Satellites
Bruce Kurnow,Gentry Bronson,artist/Gentry-Bronson/898117
Bruce Langhorn,Billy 1,/lyric/822985/Bob+Dylan/Billy+1
Bruce Langhorn,Bob Dylan,artist/Bob-Dylan/4147
Bruce Langhorn,Booker T. Jones,artist/Booker-T.-Jones/91394
Bruce Lash,Alabama Song,/lyric/8046608/Bruce+Lash/Alabama+Song
Bruce Lash,Psycho Killer,/lyric/8046604/Bruce+Lash/Psycho+Killer
Bruce Lee Band,Mr. Hanalei,/lyric/25560482/Bruce+Lee+Band/Mr.+Hanalei
Bruce Lee Band,Superman,/lyric/1369994/Bruce+Lee+Band/Superman
Bruce Lee Band,Proud,/lyric/1693324/Bruce+Lee+Band/Proud
Bruce Lofgren,"Here, There and Everywhere",/lyric/3243020/Bruce+Lofgren/Here%2C+There+and+Everywhere
Bruce Low,"High Noon (Sag, Warum Willst du Von Mir Gehen) [Aus Dem Film ""12 Uhr M]",/lyric/2562209/Bruce+Low/High+Noon+%28Sag%2C+Warum+Willst+du+Von+Mir+Gehen%29+%5BAus+Dem+Film+%2212+Uhr+M%5D
Bruce Low,High Noon,/lyric/4873107/Bruce+Low/High+Noon
Bruce Lynch,Walking Through a Wasted Land,/lyric/2832560/Richard+Thompson/Walking+Through+a+Wasted+Land
Bruce Lynch,Richard Thompson,artist/Richard-Thompson/5642
Bruce Lynch,Simon Nicol,artist/Simon-Nicol/19573
Bruce Lynch,David Bitelli,artist/David-Bitelli/56914
Bruce Lynch,Christine Collister,artist/Christine-Collister/65803
Bruce Lynch,Alan Dunn,artist/Alan-Dunn/72685
Bruce Lynch,Dave Mattacks,artist/Dave-Mattacks/102848
Bruce Lynch,Pete Thomas,artist/Pete-Thomas/131468
Bruce MacPherson,The Way You Do the Things You Do,/lyric/560931/Bruce+MacPherson/The+Way+You+Do+the+Things+You+Do
Bruce Malament,It Came Upon a Midnight Clear,/lyric/14577871/Bruce+Malament/It+Came+Upon+a+Midnight+Clear
Bruce McCabe,Go My Own Way,/lyric/3650286/Bruce+McCabe/Go+My+Own+Way
Bruce Mitchell Choir,Silent Night,/lyric/1463361/Bruce+Mitchell+Choir/Silent+Night
Bruce Mitchell Choir,O Little Town of Bethlehem,/lyric/1149200/Bruce+Mitchell+Choir/O+Little+Town+of+Bethlehem
Bruce Molsky,Saint Teresa,/lyric/30739734/Russ+Barenberg/Saint+Teresa
Bruce Molsky,Russ Barenberg,artist/Russ-Barenberg/593
Bruce Molsky,Jerry Douglas,artist/Jerry-Douglas/629
Bruce Molsky,Dónal Lunny,artist/Dónal-Lunny/818
Bruce Molsky,Joan Osborne,artist/Joan-Osborne/143261
Bruce Molsky,Michael McGoldrick,artist/Michael-McGoldrick/167254
Bruce Molsky,Donald Hay,artist/Donald-Hay/990231
Bruce Molsky,Todd Parks,artist/Todd-Parks/1175872
Bruce Paulson,If You Could See Me Now,/lyric/345716/Bruce+Paulson/If+You+Could+See+Me+Now
Bruce Radtke,Sound of Silence,/lyric/7706031/Bruce+Radtke/Sound+of+Silence
Bruce Reitherman,The Bare Necessities,/lyric/1656429/Phil+Harris/The+Bare+Necessities
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,That's What Friends Are for (The Vulture Song),/lyric/1656437/Hudson%2C+Lord+Tim/That%27s+What+Friends+Are+for+%28The+Vulture+Song%29
Bruce Reitherman,"Hudson, Lord Tim","artist/Hudson,-Lord-Tim/0"
Bruce Reitherman,Chad,artist/Chad/22232
Bruce Reitherman,Thurl Ravenscroft,artist/Thurl-Ravenscroft/117215
Bruce Reitherman,J. Pat OMalley,artist/J.-Pat-OMalley/146095
Bruce Reitherman,Digby Wolfe,artist/Digby-Wolfe/303190
Bruce Reitherman,"I Wan'na Be Like You (The Monkey Song) [""The Jungle Book"" 1967]",/lyric/4660911/Louis+Prima/I+Wan%27na+Be+Like+You+%28The+Monkey+Song%29+%5B%22The+Jungle+Book%22+1967%5D
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,I Wanna Be Like You (The Monkey Song),/lyric/7260464/Louis+Prima/I+Wanna+Be+Like+You+%28The+Monkey+Song%29
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,I Wan'na Be Like You (The Monkey Song),/lyric/17547181/Louis+Prima/I+Wan%27na+Be+Like+You+%28The+Monkey+Song%29
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,That's What Friends Are For (The Vulture Song) [Soundtrack],/lyric/17547188/Thurl+Ravenscroft/That%27s+What+Friends+Are+For+%28The+Vulture+Song%29+%5BSoundtrack%5D
Bruce Reitherman,Thurl Ravenscroft,artist/Thurl-Ravenscroft/117215
Bruce Reitherman,Digby Wolfe,artist/Digby-Wolfe/303190
Bruce Reitherman,Tim Hudson,artist/Tim-Hudson/438586
Bruce Reitherman,J. Pat O'Malley,artist/J.-Pat-O'Malley/1376336
Bruce Reitherman,I Wan'na Be Like You (The Monkey Song) [From The Jungle Book],/lyric/17773429/Louis+Prima/I+Wan%27na+Be+Like+You+%28The+Monkey+Song%29+%5BFrom+The+Jungle+Book%5D
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,I Wan'na Be Like You [The Monkey Song],/lyric/26981654/Louis+Prima/I+Wan%27na+Be+Like+You+%5BThe+Monkey+Song%5D
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,I Wanna Be Like You (The Monkey Song) [From The Jungle Book],/lyric/30143032/Louis+Prima/I+Wanna+Be+Like+You+%28The+Monkey+Song%29+%5BFrom+The+Jungle+Book%5D
Bruce Reitherman,Louis Prima,artist/Louis-Prima/3141
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Reitherman,That's What Friends Are For [The Vulture Song] [From The Jungle Book],/lyric/32143636/Thurl+Ravenscroft/That%27s+What+Friends+Are+For+%5BThe+Vulture+Song%5D+%5BFrom+The+Jungle+Book%5D
Bruce Reitherman,Thurl Ravenscroft,artist/Thurl-Ravenscroft/117215
Bruce Reitherman,Digby Wolfe,artist/Digby-Wolfe/303190
Bruce Reitherman,Tim Hudson,artist/Tim-Hudson/438586
Bruce Reitherman,J. Pat O'Malley,artist/J.-Pat-O'Malley/1376336
Bruce Reitherman,Bare Necessities [From The Jungle Book],/lyric/34734634/Phil+Harris/Bare+Necessities+%5BFrom+The+Jungle+Book%5D
Bruce Reitherman,Phil Harris,artist/Phil-Harris/6682
Bruce Roberts,All Through the Night,/lyric/1318085/Donna+Summer/All+Through+the+Night
Bruce Roberts,Donna Summer,artist/Donna-Summer/5556
Bruce Roberts,Whenever There Is Love,/lyric/1636407/Donna+Summer/Whenever+There+Is+Love
Bruce Roberts,Donna Summer,artist/Donna-Summer/5556
Bruce Roberts,When the Money's Gone,/lyric/3753293/Elton+John/When+the+Money%27s+Gone
