Band,Song,Url
A,With or Without You,/lyric/11786416/Steve+Wilson/With+or+Without+You
A,Bad Idea,/lyric/6196523/A/Bad+Idea
A,Cheeky Monkey,/lyric/6196521/A/Cheeky+Monkey
A,Five in the Morning,/lyric/6196529/A/Five+in+the+Morning
A,No1,/lyric/6196522/A/No1
A,Turn It Up,/lyric/6196519/A/Turn+It+Up
A,Ouch,/lyric/5849983/A/Ouch
A,Don't Be Punks,/lyric/18652524/A/Don%27t+Be+Punks
A,Down on the Floor,/lyric/18652537/A/Down+on+the+Floor
A,Getting Around,/lyric/18652529/A/Getting+Around
A,Jason's Addiction,/lyric/18652530/A/Jason%27s+Addiction
A,Miles Away,/lyric/18652533/A/Miles+Away
A,Summer on the Underground,/lyric/18652525/A/Summer+on+the+Underground
A,Warning,/lyric/18652532/A/Warning
A,A,/lyric/5019278/A/A
A,"If It Ain't Broke, Fix It Anyway",/lyric/4536348/A/If+It+Ain%27t+Broke%2C+Fix+It+Anyway
A,Monkey Kong,/lyric/4536349/A/Monkey+Kong
A,Old Folks,/lyric/4536351/A/Old+Folks
A,Over It,/lyric/4536353/A/Over+It
A,6 O'Clock on a Tube Stop,/lyric/5504297/A/6+O%27Clock+on+a+Tube+Stop
A,Champions of Endings [*],/lyric/5619919/A/Champions+of+Endings+%5B%2A%5D
A,The Distance,/lyric/5504304/A/The+Distance
A,Going Down,/lyric/5504298/A/Going+Down
A,Hi-Fi Serious,/lyric/5504306/A/Hi-Fi+Serious
A,Nothing,/lyric/5504295/A/Nothing
A,Nothing [CD-ROM Video][*],/lyric/5619920/A/Nothing+%5BCD-ROM+Video%5D%5B%2A%5D
A,Pacific Ocean Blue,/lyric/5504303/A/Pacific+Ocean+Blue
A,Shut Yer Face,/lyric/5504302/A/Shut+Yer+Face
A,Something's Going On,/lyric/5504296/A/Something%27s+Going+On
A,The Springs,/lyric/5504301/A/The+Springs
A,Starbucks,/lyric/5504300/A/Starbucks
A,Took It Away,/lyric/5504299/A/Took+It+Away
A,W.D.Y.C.A.I.,/lyric/5504305/A/W.D.Y.C.A.I.
A,Everybody In,/lyric/10365367/A/Everybody+In
A,Getting Me Off,/lyric/10365368/A/Getting+Me+Off
A,Better off with Him [Sampler Version],/lyric/10296126/A/Better+off+with+Him+%5BSampler+Version%5D
A,I Wonder [B Side],/lyric/10296127/A/I+Wonder+%5BB+Side%5D
A,2nd Coming,/lyric/9613131/A/2nd+Coming
A,Afterburner,/lyric/9613136/A/Afterburner
A,Better off with Him,/lyric/9613127/A/Better+off+with+Him
A,Black Hole,/lyric/9613133/A/Black+Hole
A,Hey,/lyric/9613134/A/Hey
A,Rush Song,/lyric/9613126/A/Rush+Song
A,Wake Up,/lyric/9613132/A/Wake+Up
