Band,Song,Url
Seinem Orchester,Tipitipitipso,/lyric/22741458/Kurt+Edelhagen/Tipitipitipso
Seinem Orchester,Kurt Edelhagen,artist/Kurt-Edelhagen/8467
Seinem Orchester,Caterina Valente,artist/Caterina-Valente/11894
Seinem Sänger,Kiss,/lyric/9261263/Palast+Orchester/Kiss
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seinem Sänger,Lucky,/lyric/9261253/Palast+Orchester/Lucky
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seinem Sänger,Mambo No. 5 (A Little Bit Of...),/lyric/9261264/Palast+Orchester/Mambo+No.+5+%28A+Little+Bit+Of...%29
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seinem Sänger,Sex Bomb,/lyric/9261257/Palast+Orchester/Sex+Bomb
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seinem Sänger,Super Trouper,/lyric/9261255/Palast+Orchester/Super+Trouper
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seinem Sänger,Supreme,/lyric/9261254/Palast+Orchester/Supreme
Seinem Sänger,Palast Orchester,artist/Palast-Orchester/803453
Seis Del Solar,Buscando America,/lyric/850460/Rub%C3%A9n+Blades/Buscando+America
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Decisiones,/lyric/850454/Rub%C3%A9n+Blades/Decisiones
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Desapariciones,/lyric/850456/Rub%C3%A9n+Blades/Desapariciones
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,GDBD,/lyric/850455/Rub%C3%A9n+Blades/GDBD
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,El Padre Antonio y el Monaguillo Andres,/lyric/850459/Rub%C3%A9n+Blades/El+Padre+Antonio+y+el+Monaguillo+Andres
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Todos Vuelven,/lyric/850457/Rub%C3%A9n+Blades/Todos+Vuelven
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Adán García,/lyric/2546387/Rub%C3%A9n+Blades/Ad%C3%A1n+Garc%C3%ADa
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Amor y Control,/lyric/2546391/Rub%C3%A9n+Blades/Amor+y+Control
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,El Apagón,/lyric/2546385/Rub%C3%A9n+Blades/El+Apag%C3%B3n
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Baby's in Black,/lyric/2546394/Rub%C3%A9n+Blades/Baby%27s+in+Black
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Canto a la Madre,/lyric/2546392/Rub%C3%A9n+Blades/Canto+a+la+Madre
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Canto a la Muerte,/lyric/2546393/Rub%C3%A9n+Blades/Canto+a+la+Muerte
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,El Cilindro,/lyric/2546389/Rub%C3%A9n+Blades/El+Cilindro
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Conmemorando,/lyric/2546396/Rub%C3%A9n+Blades/Conmemorando
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Creo en Tí,/lyric/2546395/Rub%C3%A9n+Blades/Creo+en+T%C3%AD
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Naturaleza Muerta,/lyric/2546388/Rub%C3%A9n+Blades/Naturaleza+Muerta
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Piensa en Mí,/lyric/2546390/Rub%C3%A9n+Blades/Piensa+en+M%C3%AD
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,West Indian Man,/lyric/2546386/Rub%C3%A9n+Blades/West+Indian+Man
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Son del Solar,artist/Son-del-Solar/195318
Seis Del Solar,Buscando Guayaba,/lyric/23280270/Rub%C3%A9n+Blades/Buscando+Guayaba
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Cuentas Del Alma,/lyric/23280262/Rub%C3%A9n+Blades/Cuentas+Del+Alma
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Juan Pachanga,/lyric/23280265/Rub%C3%A9n+Blades/Juan+Pachanga
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Cheo Feliciano,artist/Cheo-Feliciano/29108
Seis Del Solar,Ligia Elena,/lyric/23280266/Rub%C3%A9n+Blades/Ligia+Elena
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Plantación Adentro,/lyric/23280269/Rub%C3%A9n+Blades/Plantaci%C3%B3n+Adentro
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Plástico,/lyric/23280267/Rub%C3%A9n+Blades/Pl%C3%A1stico
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Caminando,/lyric/23233924/Rub%C3%A9n+Blades/Caminando
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Muévete,/lyric/23233930/Rub%C3%A9n+Blades/Mu%C3%A9vete
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Pablo Pueblo,/lyric/23233922/Rub%C3%A9n+Blades/Pablo+Pueblo
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Patria,/lyric/23233927/Rub%C3%A9n+Blades/Patria
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seis Del Solar,Pedro Navaja,/lyric/23233929/Rub%C3%A9n+Blades/Pedro+Navaja
Seis Del Solar,Rubén Blades,artist/Rubén-Blades/3221
Seiz One,Love Life,/lyric/18167478/Seiz+One/Love+Life
Sejaeda,Fantasy,/lyric/23455494/Cassio+Ware/Fantasy
Sejaeda,Cassio Ware,artist/Cassio-Ware/278276
Sekou,"Tabula Rasa, Pt. 1",/lyric/11724369/Freundeskreis/Tabula+Rasa%2C+Pt.+1
Sekou,Freundeskreis,artist/Freundeskreis/454791
Sekou,Mellowbag,artist/Mellowbag/751330
Sekou,Gentleman,artist/Gentleman/825278
Sekou,Wenn der Vorhang Fällt,/lyric/11724368/Freundeskreis/Wenn+der+Vorhang+F%C3%A4llt
Sekou,Freundeskreis,artist/Freundeskreis/454791
Sekou,Cassandra Steen,artist/Cassandra-Steen/837627
Sekou,Wasi Ntuanoglu,artist/Wasi-Ntuanoglu/849676
Sekou 720,The INC Is Back,/lyric/27232584/Ja+Rule/The+INC+Is+Back
Sekou 720,Ja Rule,artist/Ja-Rule/366173
Sekou 720,Black Child,artist/Black-Child/477377
Sekou 720,Shadow,artist/Shadow/908441
Sekreto,En el Camino,/lyric/6683673/Caballeros/En+el+Camino
Sekreto,Caballeros,artist/Caballeros/0
Sekreto,Del Plan G,artist/Del-Plan-G/0
Sekreto,Control Machete,artist/Control-Machete/211677
Seks Bomba,Casino Royale,/lyric/5614965/Seks+Bomba/Casino+Royale
Seks Bomba,Mamma Mia,/lyric/10201658/Seks+Bomba/Mamma+Mia
Seksu Roba,"Up, Up and Away",/lyric/6597961/Seksu+Roba/Up%2C+Up+and+Away
