Band,Song,Url
Soopa Fly,You Might Get G'eed,/lyric/2827472/Soopa+Fly/You+Might+Get+G%27eed
Soopa Fly,Soopa Fly,artist/Soopa-Fly/0
Soopa Fly,E-40,artist/E-40/38525
Soopa Fly,Too $hort,artist/Too-$hort/132295
Soopa Fly,Daz Dillinger,artist/Daz-Dillinger/291478
Soopa Fly,It Ain't About You,/lyric/3376861/Kurupt/It+Ain%27t+About+You
Soopa Fly,Kurupt,artist/Kurupt/311988
Soopa Fly,Tray Deee,artist/Tray-Deee/319877
Soopa Fly,Represent Dat G.C.,/lyric/3376854/Snoop+Dogg/Represent+Dat+G.C.
Soopa Fly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopa Fly,Daz Dillinger,artist/Daz-Dillinger/291478
Soopa Fly,Kurupt,artist/Kurupt/311988
Soopa Fly,Tray Deee,artist/Tray-Deee/319877
Soopa Fly,Butch,artist/Butch/1648462
Soopa Fly,Jay-o,artist/Jay-o/1998894
Soopafly,I Don't Hang,/lyric/2805174/Soopafly/I+Don%27t+Hang
Soopafly,Mamacita,/lyric/3224885/Frost/Mamacita
Soopafly,Frost,artist/Frost/17735
Soopafly,Kurupt,artist/Kurupt/311988
Soopafly,Don Cisco,artist/Don-Cisco/441284
Soopafly,Like It or Not,/lyric/2734121/Soopafly/Like+It+or+Not
Soopafly,Neva Gonna Give It Up,/lyric/3376858/Snoop+Dogg/Neva+Gonna+Give+It+Up
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Warren G,artist/Warren-G/44720
Soopafly,Nate Dogg,artist/Nate-Dogg/200247
Soopafly,Kurupt,artist/Kurupt/311988
Soopafly,Tray D,artist/Tray-D/2052548
Soopafly,Way Too Often,/lyric/4882948/Kurpt/Way+Too+Often
Soopafly,Kurpt,artist/Kurpt/0
Soopafly,Tha Dogg Pound,artist/Tha-Dogg-Pound/169163
Soopafly,Everyday,/lyric/5036966/Lil+C-Style/Everyday
Soopafly,Lil C-Style,artist/Lil-C-Style/0
Soopafly,Tray Deee,artist/Tray-Deee/319877
Soopafly,Bad Azz,artist/Bad-Azz/320533
Soopafly,Big Tray Deee,artist/Big-Tray-Deee/534132
Soopafly,Lil C-Style,artist/Lil-C-Style/1965461
Soopafly,Dogghouse in Your Mouth,/lyric/4982203/Mixmaster+Spade/Dogghouse+in+Your+Mouth
Soopafly,Mixmaster Spade,artist/Mixmaster-Spade/0
Soopafly,Mix Master Spade,artist/Mix-Master-Spade/26750
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Kokane,artist/Kokane/143033
Soopafly,Suga Free,artist/Suga-Free/167914
Soopafly,RBX,artist/RBX/168249
Soopafly,Kurupt,artist/Kurupt/311988
Soopafly,Tha Eastsidaz,artist/Tha-Eastsidaz/398472
Soopafly,King Lou,artist/King-Lou/435658
Soopafly,Ruff Dogg,artist/Ruff-Dogg/1692479
Soopafly,Eastside Ridaz,/lyric/4982194/Snoop+Dogg/Eastside+Ridaz
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Nate Dogg,artist/Nate-Dogg/200247
Soopafly,Tha Eastsidaz,artist/Tha-Eastsidaz/398472
Soopafly,LaToiya Williams,artist/LaToiya-Williams/509394
Soopafly,I Pledge Alligence,/lyric/4969494/Kokane/I+Pledge+Alligence
Soopafly,Kokane,artist/Kokane/143033
Soopafly,Tha Eastsidaz,artist/Tha-Eastsidaz/398472
Soopafly,Somethin' to Bounce To,/lyric/5231927/Warren+G/Somethin%27+to+Bounce+To
Soopafly,Warren G,artist/Warren-G/44720
Soopafly,Hate on Me,/lyric/4897299/Damani/Hate+on+Me
Soopafly,Damani,artist/Damani/0
Soopafly,Kurupt,artist/Kurupt/311988
Soopafly,Lollipop,/lyric/26713008/Snoop+Dogg/Lollipop
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Jay-Z,artist/Jay-Z/195154
Soopafly,Nate Dogg,artist/Nate-Dogg/200247
Soopafly,Don't Fight the Feelin',/lyric/5689216/Snoop+Dogg/Don%27t+Fight+the+Feelin%27
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Nate Dogg,artist/Nate-Dogg/200247
Soopafly,Cam'ron,artist/Cam'ron/302897
Soopafly,Lady May,artist/Lady-May/529801
Soopafly,Don't Stop,/lyric/6373501/Snoop+Dogg/Don%27t+Stop
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Daz Dillinger,artist/Daz-Dillinger/291478
Soopafly,E-White,artist/E-White/696701
Soopafly,Uncle Reo,artist/Uncle-Reo/982861
Soopafly,Can U Control Yo Hoe,/lyric/7407861/Snoop+Dogg/Can+U+Control+Yo+Hoe
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,I'm Threw Witchu,/lyric/7407863/Snoop+Dogg/I%27m+Threw+Witchu
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,DPG Fo' Life,/lyric/9102403/Snoop+Dogg/DPG+Fo%27+Life
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Daz Dillinger,artist/Daz-Dillinger/291478
Soopafly,Like This,/lyric/9878774/Mid%C3%B3n%2C+Raul/Like+This
Soopafly,"Midón, Raul","artist/Midón,-Raul/0"
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,Western Union,artist/Western-Union/300700
Soopafly,LaToiya Williams,artist/LaToiya-Williams/509394
Soopafly,Bad Lucc,artist/Bad-Lucc/883382
Soopafly,Damani,artist/Damani/1614053
Soopafly,"Out the Moon (Boom, Boom, Boom)",/lyric/10034550/Snoop+Dogg/Out+the+Moon+%28Boom%2C+Boom%2C+Boom%29
Soopafly,Snoop Dogg,artist/Snoop-Dogg/41625
Soopafly,2Pac,artist/2Pac/50051
Soopafly,Tray Deee,artist/Tray-Deee/319877
Soozie Tyrell,I'll Work For Your Love,/lyric/12275527/Bruce+Springsteen/I%27ll+Work+For+Your+Love
Soozie Tyrell,Bruce Springsteen,artist/Bruce-Springsteen/5505
Soozie Tyrell,Last to Die,/lyric/12275529/Bruce+Springsteen/Last+to+Die
Soozie Tyrell,Bruce Springsteen,artist/Bruce-Springsteen/5505
Soozie Tyrell,Livin' in the Future,/lyric/12275523/Bruce+Springsteen/Livin%27+in+the+Future
Soozie Tyrell,Bruce Springsteen,artist/Bruce-Springsteen/5505
Soozie Tyrell,Magic,/lyric/12275528/Bruce+Springsteen/Magic
Soozie Tyrell,Bruce Springsteen,artist/Bruce-Springsteen/5505
Soozie Tyrell,Patrick Warren,artist/Patrick-Warren/136113
Soozie Tyrell,Jeremy Chatzky,artist/Jeremy-Chatzky/563158
Sopa,Daddy's Song,/lyric/4668624/Carl+Thomas/Daddy%27s+Song
Sopa,Carl Thomas,artist/Carl-Thomas/163197
Sopa,Natalie Wilson,artist/Natalie-Wilson/320151
Sopa,S.O.P.,artist/S.O.P./1980010
Sophia,Jealous Guy,/lyric/5435069/Sophia/Jealous+Guy
Sophia,Imagine,/lyric/1996898/Sophia/Imagine
Sophia Black,Everything Breaks,/lyric/29540707/Sophia+Black/Everything+Breaks
Sophia Black,Ikuyo,/lyric/35035317/Kyle/Ikuyo
Sophia Black,Kyle,artist/Kyle/95710
Sophia Black,2 Chainz,artist/2-Chainz/2450987
Sophia Caruso,Absolute Beginners,/lyric/33325391/Michael+C.+Hall/Absolute+Beginners
Sophia Caruso,Michael C. Hall,artist/Michael-C.-Hall/984660
Sophia Caruso,Michael Esper,artist/Michael-Esper/2158059
Sophia Caruso,Cristin Milioti,artist/Cristin-Milioti/2585336
Sophia Caruso,Original New York Cast of Lazarus,artist/Original-New-York-Cast-of-Lazarus/3254904
Sophia Caruso,Krystina Alabado,artist/Krystina-Alabado/3254905
Sophia Caruso,All the Young Dudes,/lyric/33325387/Lynn+Craig/All+the+Young+Dudes
Sophia Caruso,Lynn Craig,artist/Lynn-Craig/586771
