Band,Song,Url
Lenny Henry,The Stand Up Comic's Instructions,/lyric/27079837/The+Style+Council/The+Stand+Up+Comic%27s+Instructions
Lenny Henry,The Style Council,artist/The-Style-Council/5548
Lenny Herman,I'm Always Chasing Rainbows [Original Livingston Audio Products Recordi,/lyric/1849782/Lenny+Herman/I%27m+Always+Chasing+Rainbows+%5BOriginal+Livingston+Audio+Products+Recordi
Lenny Hooks,Tattoo,/lyric/5663073/Legit+Ballaz/Tattoo
Lenny Hooks,Legit Ballaz,artist/Legit-Ballaz/532692
Lenny Hooks,Liffy Stokes,artist/Liffy-Stokes/687249
Lenny Hooks,Bennie Franks,artist/Bennie-Franks/791001
Lenny Hooks,High Beam,artist/High-Beam/791085
Lenny Ibizarre,Ordinary Day,/lyric/5974060/Lenny+Ibizarre/Ordinary+Day
Lenny Ibizarre,Nicola Hitchcock,artist/Nicola-Hitchcock/475675
Lenny Kaye,People Have the Power,/lyric/9031150/Lenny+Kaye/People+Have+the+Power
Lenny Kaye,Patti Smith,artist/Patti-Smith/126485
Lenny Kaye,Alligator Aviator Autopilot Antimatter,/lyric/22792757/Lenny+Kaye/Alligator+Aviator+Autopilot+Antimatter
Lenny Kaye,R.E.M.,artist/R.E.M./116437
Lenny Kaye,Peaches,artist/Peaches/440570
Lenny Keys,Don't Worry,/lyric/16993373/Lenny+Keys/Don%27t+Worry
Lenny Kravitz,Back in the Day,/lyric/6766650/Lenny+Kravitz/Back+in+the+Day
Lenny Kravitz,Erykah Badu,artist/Erykah-Badu/200306
Lenny Kravitz,Be,/lyric/1934516/Lenny+Kravitz/Be
Lenny Kravitz,Blues for Sister Someone,/lyric/1934517/Lenny+Kravitz/Blues+for+Sister+Someone
Lenny Kravitz,Empty Hands,/lyric/1934518/Lenny+Kravitz/Empty+Hands
Lenny Kravitz,Freedom Train,/lyric/1934509/Lenny+Kravitz/Freedom+Train
Lenny Kravitz,Mr. Cab Driver,/lyric/1934514/Lenny+Kravitz/Mr.+Cab+Driver
Lenny Kravitz,My Precious Love,/lyric/1934510/Lenny+Kravitz/My+Precious+Love
Lenny Kravitz,Rosemary,/lyric/1934515/Lenny+Kravitz/Rosemary
Lenny Kravitz,Sittin' on Top of the World,/lyric/1934507/Lenny+Kravitz/Sittin%27+on+Top+of+the+World
Lenny Kravitz,Fear [1987 Demo][#][*],/lyric/16942488/Lenny+Kravitz/Fear+%5B1987+Demo%5D%5B%23%5D%5B%2A%5D
Lenny Kravitz,Let Love Rule [Home Demo][#][*],/lyric/16942490/Lenny+Kravitz/Let+Love+Rule+%5BHome+Demo%5D%5B%23%5D%5B%2A%5D
Lenny Kravitz,Mr. Cab Driver [Home Demo][#][*],/lyric/16942489/Lenny+Kravitz/Mr.+Cab+Driver+%5BHome+Demo%5D%5B%23%5D%5B%2A%5D
Lenny Kravitz,Fear,/lyric/792529/Lenny+Kravitz/Fear
Lenny Kravitz,Flower Child,/lyric/792528/Lenny+Kravitz/Flower+Child
Lenny Kravitz,I Build This Garden for Us,/lyric/792527/Lenny+Kravitz/I+Build+This+Garden+for+Us
Lenny Kravitz,Blues for Sister Someone [Live],/lyric/792531/Lenny+Kravitz/Blues+for+Sister+Someone+%5BLive%5D
Lenny Kravitz,Does Anybody Out There Even Care,/lyric/792532/Lenny+Kravitz/Does+Anybody+Out+There+Even+Care
Lenny Kravitz,Rosemary [Live],/lyric/792533/Lenny+Kravitz/Rosemary+%5BLive%5D
