Band,Song,Url
Fred Martin & the Levite Camp,The Next Voice You Hear,/lyric/9091041/Jackson+Browne/The+Next+Voice+You+Hear
Fred Martin & the Levite Camp,Jackson Browne,artist/Jackson-Browne/3784
Fred Martin & the Levite Camp,Hugh Masekela,artist/Hugh-Masekela/7064
Fred Martin & the Levite Camp,Fred Martin,artist/Fred-Martin/1717417
Fred Moch,Strangers in the Night,/lyric/6447110/Bert+Kaempfert/Strangers+in+the+Night
Fred Moch,Bert Kaempfert,artist/Bert-Kaempfert/6867
Fred Moch,L-O-V-E,/lyric/14683266/Fred+Moch/L-O-V-E
Fred Mollin,Baby Mine,/lyric/4356910/Fred+Mollin/Baby+Mine
Fred Mollin,Beautiful Dreamer,/lyric/4356916/Fred+Mollin/Beautiful+Dreamer
Fred Mollin,When You Wish Upon a Star,/lyric/4356913/Fred+Mollin/When+You+Wish+Upon+a+Star
Fred Mollin,Someday My Prince Will Come [From Snow White and the Seven Dwarfs],/lyric/5768093/Fred+Mollin/Someday+My+Prince+Will+Come+%5BFrom+Snow+White+and+the+Seven+Dwarfs%5D
Fred Mollin,With a Smile and a Song [From Snow White and the Seven Dwarfs],/lyric/5768096/Fred+Mollin/With+a+Smile+and+a+Song+%5BFrom+Snow+White+and+the+Seven+Dwarfs%5D
Fred Mollin,Christmas Lullaby,/lyric/6590701/Fred+Mollin/Christmas+Lullaby
Fred Mollin,Have Yourself a Merry Little Christmas (for the film Meet Me in St. Lou,/lyric/6590695/Fred+Mollin/Have+Yourself+a+Merry+Little+Christmas+%28for+the+film+Meet+Me+in+St.+Lou
Fred Mollin,I'll Be Home for Christmas,/lyric/6590700/Fred+Mollin/I%27ll+Be+Home+for+Christmas
Fred Mollin,"White Christmas, song (from ""Holiday Inn"")",/lyric/6590698/Fred+Mollin/White+Christmas%2C+song+%28from+%22Holiday+Inn%22%29
Fred Mollin,Gone Fishin',/lyric/27229112/Rob+Galbraith/Gone+Fishin%27
Fred Mollin,Rob Galbraith,artist/Rob-Galbraith/17785
Fred Mollin,Disney,artist/Disney/27307
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Joy to the World,/lyric/27229114/Disney/Joy+to+the+World
Fred Mollin,Disney,artist/Disney/27307
Fred Mollin,Lyle Gudmensen,artist/Lyle-Gudmensen/2276925
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Octopus's Garden,/lyric/27229118/Disney/Octopus%27s+Garden
Fred Mollin,Disney,artist/Disney/27307
Fred Mollin,Tim Buppert,artist/Tim-Buppert/326693
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Sea Cruise,/lyric/27229117/Disney/Sea+Cruise
Fred Mollin,Disney,artist/Disney/27307
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,You Can Close Your Eyes,/lyric/7225981/Fred+Mollin/You+Can+Close+Your+Eyes
Fred Mollin,California Sun,/lyric/8130116/Blue+Sea+Band/California+Sun
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Amy Farris,artist/Amy-Farris/651454
Fred Mollin,"Fun, Fun, Fun",/lyric/8130107/Blue+Sea+Band/Fun%2C+Fun%2C+Fun
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Tim Buppert,artist/Tim-Buppert/326693
Fred Mollin,Surfin' U.S.A.,/lyric/8130111/Blue+Sea+Band/Surfin%27+U.S.A.
Fred Mollin,Blue Sea Band,artist/Blue-Sea-Band/0
Fred Mollin,Lyle Gudmunsen,artist/Lyle-Gudmunsen/450888
Fred Mollin,Someday My Prince Will Come,/lyric/17546111/Fred+Mollin/Someday+My+Prince+Will+Come
