Band,Song,Url
Jimmy Dorsey & His Orchestra,"Hold Tight, Hold Tight",/lyric/14812063/The+Andrews+Sisters/Hold+Tight%2C+Hold+Tight
Jimmy Dorsey & His Orchestra,The Andrews Sisters,artist/The-Andrews-Sisters/3078
Jimmy Dorsey & His Orchestra,All or Nothing at All,/lyric/3131848/Jimmy+Dorsey+%26+His+Orchestra/All+or+Nothing+at+All
Jimmy Dorsey & His Orchestra,I Understand,/lyric/3131846/Jimmy+Dorsey+%26+His+Orchestra/I+Understand
Jimmy Dorsey & His Orchestra,Blueberry Hill,/lyric/1050117/Jimmy+Dorsey/Blueberry+Hill
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,Bob Eberly,artist/Bob-Eberly/186360
Jimmy Dorsey & His Orchestra,Fools Rush In,/lyric/1050124/Jimmy+Dorsey/Fools+Rush+In
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,Bob Eberly,artist/Bob-Eberly/186360
Jimmy Dorsey & His Orchestra,I'm Stepping Out With a Memory Tonight,/lyric/1050128/Helen+O%27Connell/I%27m+Stepping+Out+With+a+Memory+Tonight
Jimmy Dorsey & His Orchestra,Helen O'Connell,artist/Helen-O'Connell/11347
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,The Nearness of You,/lyric/1050130/Jimmy+Dorsey/The+Nearness+of+You
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,Bob Eberly,artist/Bob-Eberly/186360
Jimmy Dorsey & His Orchestra,Tangerine,/lyric/1050126/Jimmy+Dorsey/Tangerine
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,Kenny Martin,artist/Kenny-Martin/102317
Jimmy Dorsey & His Orchestra,Claire Hogan,artist/Claire-Hogan/321531
Jimmy Dorsey & His Orchestra,Kerry Martin,artist/Kerry-Martin/2035701
Jimmy Dorsey & His Orchestra,"Hold Tight (Want Some Sea Food, Mama)",/lyric/924900/The+Andrews+Sisters/Hold+Tight+%28Want+Some+Sea+Food%2C+Mama%29
Jimmy Dorsey & His Orchestra,The Andrews Sisters,artist/The-Andrews-Sisters/3078
Jimmy Dorsey & His Orchestra,In a Sentimental Mood,/lyric/1214762/Bobby+Byrne/In+a+Sentimental+Mood
Jimmy Dorsey & His Orchestra,Bobby Byrne,artist/Bobby-Byrne/8205
Jimmy Dorsey & His Orchestra,The Love Bug Will Bite You (If You Don't Watch Out),/lyric/1214758/Ray+McKinley/The+Love+Bug+Will+Bite+You+%28If+You+Don%27t+Watch+Out%29
Jimmy Dorsey & His Orchestra,Ray McKinley,artist/Ray-McKinley/9166
Jimmy Dorsey & His Orchestra,Tangerine [Album Version],/lyric/27310871/Helen+O%27Connell/Tangerine+%5BAlbum+Version%5D
Jimmy Dorsey & His Orchestra,Helen O'Connell,artist/Helen-O'Connell/11347
Jimmy Dorsey & His Orchestra,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Jimmy Dorsey & His Orchestra,Bob Eberly,artist/Bob-Eberly/186360
Jimmy Dorsey & His Orchestra,Let Yourself Go,/lyric/1475980/Ginger+Rogers/Let+Yourself+Go
Jimmy Dorsey & His Orchestra,Ginger Rogers,artist/Ginger-Rogers/119818
Jimmy Dorsey & His Orchestra,Amapola,/lyric/2558745/Helen+O%27Connell/Amapola
Jimmy Dorsey & His Orchestra,Helen O'Connell,artist/Helen-O'Connell/11347
Jimmy Dorsey & His Orchestra,Bob Eberly,artist/Bob-Eberly/186360
Jimmy Dorsey & His Orchestra,Never in a Million Years,/lyric/1772329/Bing+Crosby/Never+in+a+Million+Years
Jimmy Dorsey & His Orchestra,Bing Crosby,artist/Bing-Crosby/3094
Jimmy Dorsey & His Orchestra,Green Eyes,/lyric/645519/Jimmy+Dorsey+%26+His+Orchestra/Green+Eyes
Jimmy Dorsey & His Orchestra,Love Is Here to Stay,/lyric/3412566/Jimmy+Dorsey+%26+His+Orchestra/Love+Is+Here+to+Stay
Jimmy Dorsey & His Orchestra,Embraceable You [From Girl Crazy],/lyric/2229052/Judy+Garland/Embraceable+You+%5BFrom+Girl+Crazy%5D
Jimmy Dorsey & His Orchestra,Judy Garland,artist/Judy-Garland/3104
Jimmy Dorsey & His Orchestra,Tommy Dorsey & His Orchestra,artist/Tommy-Dorsey-&-His-Orchestra/198447
Jimmy Dorsey & His Orchestra,Gil Mershon,artist/Gil-Mershon/257237
Jimmy Dorsey & His Orchestra,MGM Studio Chorus,artist/MGM-Studio-Chorus/384571
Jimmy Dorsey & His Orchestra,P. Hanna,artist/P.-Hanna/785599
