Band,Song,Url
Infrared,It's Time I See You,/lyric/4981299/Eve/It%27s+Time+I+See+You
Infrared,Eve,artist/Eve/0
Infrared,Cross,artist/Cross/16730
Infrared,Eve,artist/Eve/74676
Infrared,Jadakiss,artist/Jadakiss/379194
Infrared,Drag-On,artist/Drag-On/384225
Infrared,InfaRed,artist/InfaRed/425686
Infrared,Sheek,artist/Sheek/471454
Infrared,Sheek Louch,artist/Sheek-Louch/607222
Infrared,Styles P,artist/Styles-P/693696
Infrared,Styles,artist/Styles/1657861
Infrared,Freestyle,/lyric/14430762/Cross/Freestyle
Infrared,Cross,artist/Cross/16730
Infrared,All the Way Up,/lyric/33721483/Fat+Joe/All+the+Way+Up
Infrared,Fat Joe,artist/Fat-Joe/168622
Infrared,InfaRed,artist/InfaRed/425686
Infrared,Remy Ma,artist/Remy-Ma/737334
Infrared,French Montana,artist/French-Montana/1123652
Infusion,Meant to Be,/lyric/6219075/Infusion/Meant+to+Be
Infusion,Legacy,/lyric/5553887/Infusion/Legacy
Infusion,Legacy (Junkie XL Mix),/lyric/26368752/Infusion/Legacy+%28Junkie+XL+Mix%29
Infusion,Girls Can Be Cruel,/lyric/7402636/Infusion/Girls+Can+Be+Cruel
Infusion,Better World (Josh Wink Mix),/lyric/7540982/Infusion/Better+World+%28Josh+Wink+Mix%29
Infusion,Daylight Hours,/lyric/8241730/Infusion/Daylight+Hours
Infusion,Natural,/lyric/9903132/Infusion/Natural
Ing,Confusion,/lyric/4997030/Ing/Confusion
Inga Rumpf,Body and Soul,/lyric/2002018/Inga+Rumpf/Body+and+Soul
Inga Rumpf,Joja Wendt,artist/Joja-Wendt/336736
Inga Rumpf,Man's World,/lyric/2002009/Inga+Rumpf/Man%27s+World
Inga Rumpf,Joja Wendt,artist/Joja-Wendt/336736
Inga Rumpf,Bonnie and Clyde,/lyric/10288450/Inga+Rumpf/Bonnie+and+Clyde
Inga Swearingen,Mood Indigo,/lyric/8564081/Trio+14/Mood+Indigo
Inga Swearingen,Trio 14,artist/Trio-14/0
Inga Swearingen,Speak Low,/lyric/8564084/Trio+14/Speak+Low
Inga Swearingen,Trio 14,artist/Trio-14/0
Inga Swearingen,My One and Only Love,/lyric/8564077/Inga+Swearingen/My+One+and+Only+Love
Inga Swearingen,Skylark,/lyric/21030930/Inga+Swearingen/Skylark
Inger Lorre,Angel Mine,/lyric/1407106/Jeff+Buckley/Angel+Mine
Inger Lorre,Jeff Buckley,artist/Jeff-Buckley/42690
Inger Lorre,Yard of Blonde Girls,/lyric/3311192/Inger+Lorre/Yard+of+Blonde+Girls
Inger Marie Gundersen,But Beautiful,/lyric/9087680/Inger+Marie+Gundersen/But+Beautiful
Inger Marie Gundersen,Will You Still Love Me Tomorrow,/lyric/9087679/Inger+Marie+Gundersen/Will+You+Still+Love+Me+Tomorrow
