Band,Song,Url
Hard 2 Obtain,Ghetto Diamond,/lyric/163929/Hard+2+Obtain/Ghetto+Diamond
Hard Bargain,634-5789,/lyric/7799753/Hard+Bargain/634-5789
Hard Bargain,People Get Ready,/lyric/7799755/Hard+Bargain/People+Get+Ready
Hard Boys,Hard,/lyric/26823261/Bob+Sinclar/Hard
Hard Boys,Bob Sinclar,artist/Bob-Sinclar/298871
Hard Jazz Knights,Come Together,/lyric/15924841/Hard+Jazz+Knights/Come+Together
Hard Jazz Knights,Fool on the Hill,/lyric/15924872/Hard+Jazz+Knights/Fool+on+the+Hill
Hard Knocks,Ghetto Love,/lyric/4549168/Hard+Knocks/Ghetto+Love
Hard Knox,Fire Like This,/lyric/1586856/Hard+Knox/Fire+Like+This
Hard Rock Sofa,I Wanna Be Your Dog,/lyric/34831140/Hard+Rock+Sofa/I+Wanna+Be+Your+Dog
Hard Rock Sofa,Here We Go,/lyric/27992982/Swanky+Tunes/Here+We+Go
Hard Rock Sofa,Swanky Tunes,artist/Swanky-Tunes/1065839
Hard Rock Sofa,Antidote,/lyric/28008270/Swedish+House+Mafia/Antidote
Hard Rock Sofa,Swedish House Mafia,artist/Swedish-House-Mafia/1053975
Hard Rock Sofa,Swanky Tunes,artist/Swanky-Tunes/1065839
Hard Rock Sofa,Knife Party,artist/Knife-Party/2561477
Hard-Fi,Suburban Knights [Steve Angello & Sebastian Ingrosso Mix] [Edited Versi,/lyric/31243056/Hard-Fi/Suburban+Knights+%5BSteve+Angello+%26+Sebastian+Ingrosso+Mix%5D+%5BEdited+Versi
Hard-Fi,Danny Avila,artist/Danny-Avila/2458414
Hard-Fi,Cash Machine,/lyric/8169949/Hard-Fi/Cash+Machine
Hard-Fi,Tied Up Too Tight,/lyric/8169950/Hard-Fi/Tied+Up+Too+Tight
Hard-Fi,Cash Machine [Radio Edit],/lyric/8649751/Hard-Fi/Cash+Machine+%5BRadio+Edit%5D
Hard-Fi,Living for the Weekend,/lyric/8465925/Hard-Fi/Living+for+the+Weekend
Hard-Fi,Better Dub Better,/lyric/10458144/Hard-Fi/Better+Dub+Better
Hard-Fi,Help Me Please,/lyric/8423635/Hard-Fi/Help+Me+Please
Hard-Fi,Better Do Better,/lyric/8265802/Hard-Fi/Better+Do+Better
Hard-Fi,Feltham Is Singing Out,/lyric/8265803/Hard-Fi/Feltham+Is+Singing+Out
Hard-Fi,Gotta Reason,/lyric/8265798/Hard-Fi/Gotta+Reason
Hard-Fi,Hard to Beat,/lyric/8265799/Hard-Fi/Hard+to+Beat
Hard-Fi,Middle Eastern Holiday,/lyric/8265796/Hard-Fi/Middle+Eastern+Holiday
Hard-Fi,Move on Now,/lyric/8265801/Hard-Fi/Move+on+Now
Hard-Fi,Stars of CCTV,/lyric/8626114/Hard-Fi/Stars+of+CCTV
Hard-Fi,Unnecessary Trouble,/lyric/8265800/Hard-Fi/Unnecessary+Trouble
Hard-Fi,Stronger,/lyric/10315454/Hard-Fi/Stronger
Hard-Fi,Can't Get Along (Without You),/lyric/12229843/Hard-Fi/Can%27t+Get+Along+%28Without+You%29
Hard-Fi,I Close My Eyes,/lyric/12229840/Hard-Fi/I+Close+My+Eyes
Hard-Fi,I Shall Overcome,/lyric/12229837/Hard-Fi/I+Shall+Overcome
Hard-Fi,The King,/lyric/12229846/Hard-Fi/The+King
Hard-Fi,Little Angel,/lyric/12229845/Hard-Fi/Little+Angel
Hard-Fi,Suburban Knights,/lyric/12229836/Hard-Fi/Suburban+Knights
Hard-Fi,Television,/lyric/12229841/Hard-Fi/Television
Hard-Fi,Tonight,/lyric/12229838/Hard-Fi/Tonight
Hard-Fi,Watch Me Fall Apart,/lyric/12229839/Hard-Fi/Watch+Me+Fall+Apart
Hard-Fi,We Need Love,/lyric/12229844/Hard-Fi/We+Need+Love
Hard-Fi,You & Me,/lyric/15850809/Hard-Fi/You+%26+Me
Hard-Fi,Bring It On,/lyric/24082560/Hard-Fi/Bring+It+On
Hard-Fi,Fire In the House,/lyric/24082562/Hard-Fi/Fire+In+the+House
Hard-Ons,Sunny,/lyric/6461703/Hard-Ons/Sunny
Hardage,Beautiful Day,/lyric/15094245/Jocelyn+Brown/Beautiful+Day
Hardage,Jocelyn Brown,artist/Jocelyn-Brown/23063
Hardage,Big Time,/lyric/15094249/Peter+Gabriel/Big+Time
Hardage,Peter Gabriel,artist/Peter-Gabriel/4328
Hardage,Electrokingdom,artist/Electrokingdom/1097786
Hardcore Superstar,Beat You Down,/lyric/4484105/Hardcore+Superstar/Beat+You+Down
Hardcore Superstar,Have You Been Around,/lyric/4484103/Hardcore+Superstar/Have+You+Been+Around
Hardcore Superstar,"Hello, Goodbye",/lyric/4484100/Hardcore+Superstar/Hello%2C+Goodbye
Hardcore Superstar,Liberation,/lyric/4484102/Hardcore+Superstar/Liberation
Hardcore Superstar,Punk Rock Song,/lyric/4484104/Hardcore+Superstar/Punk+Rock+Song
Hardcore Superstar,Rock 'N' Roll Star,/lyric/4484106/Hardcore+Superstar/Rock+%27N%27+Roll+Star
Hardcore Superstar,Slide Song,/lyric/4484108/Hardcore+Superstar/Slide+Song
Hardcore Superstar,So Deep Inside,/lyric/4484112/Hardcore+Superstar/So+Deep+Inside
Hardcore Superstar,Someone Special,/lyric/4484107/Hardcore+Superstar/Someone+Special
Hardcore Superstar,Strapped,/lyric/4484110/Hardcore+Superstar/Strapped
Hardcore Superstar,You Will Never Know,/lyric/4484101/Hardcore+Superstar/You+Will+Never+Know
Hardcore Superstar,Dear Old Fame,/lyric/6209782/Hardcore+Superstar/Dear+Old+Fame
Hardcore Superstar,Do Me That Favour,/lyric/6209780/Hardcore+Superstar/Do+Me+That+Favour
Hardcore Superstar,Just Another Score,/lyric/6209777/Hardcore+Superstar/Just+Another+Score
Hardcore Superstar,Mother's Love,/lyric/6209786/Hardcore+Superstar/Mother%27s+Love
Hardcore Superstar,"Not Dancing, Wanna Know Why?",/lyric/6209775/Hardcore+Superstar/Not+Dancing%2C+Wanna+Know+Why%3F
Hardcore Superstar,Riding With the King,/lyric/6209784/Hardcore+Superstar/Riding+With+the+King
Hardcore Superstar,Shame,/lyric/6209776/Hardcore+Superstar/Shame
