Band,Song,Url
Paul Chambers Quartet,Easy to Love,/lyric/31036386/John+Coltrane/Easy+to+Love
Paul Chambers Quartet,John Coltrane,artist/John-Coltrane/65851
Paul Chapman,It's the Talk of the Town,/lyric/4903452/Paul+Chapman/It%27s+the+Talk+of+the+Town
Paul Chapman,Jimmy Dorsey,artist/Jimmy-Dorsey/71817
Paul Clarkson,Gimme! Gimme! Gimme!,/lyric/27661357/Nicolas+Colicos/Gimme%21+Gimme%21+Gimme%21
Paul Clarkson,Nicolas Colicos,artist/Nicolas-Colicos/287317
Paul Clarkson,Hilton McRae,artist/Hilton-McRae/458999
Paul Clarkson,Lisa Stokke,artist/Lisa-Stokke/459366
Paul Clarkson,Our Last Summer,/lyric/27661348/Paul+Clarkson/Our+Last+Summer
Paul Clarkson,Siobhán McCarthy,artist/Siobhán-McCarthy/458983
Paul Clarkson,Thank You for the Music,/lyric/27661363/Nicolas+Colicos/Thank+You+for+the+Music
Paul Clarkson,Nicolas Colicos,artist/Nicolas-Colicos/287317
Paul Clarkson,Hilton McRae,artist/Hilton-McRae/458999
Paul Clarkson,Lisa Stokke,artist/Lisa-Stokke/459366
Paul Clarkson,One Last Summer,/lyric/5312404/Paul+Clarkson/One+Last+Summer
Paul Clarkson,Siobhán McCarthy,artist/Siobhán-McCarthy/458983
Paul Clarkson,Mamma Mia,/lyric/27633152/Nicolas+Colicos/Mamma+Mia
Paul Clarkson,Nicolas Colicos,artist/Nicolas-Colicos/287317
Paul Clarkson,Siobhán McCarthy,artist/Siobhán-McCarthy/458983
Paul Clarkson,Hilton McRae,artist/Hilton-McRae/458999
Paul Clarkson,Mamma Mia [From Mamma Mia! - the Musical],/lyric/20922297/Nicolas+Colicos/Mamma+Mia+%5BFrom+Mamma+Mia%21+-+the+Musical%5D
Paul Clarkson,Nicolas Colicos,artist/Nicolas-Colicos/287317
Paul Clarkson,Siobhán McCarthy,artist/Siobhán-McCarthy/458983
Paul Clarkson,Hilton McRae,artist/Hilton-McRae/458999
Paul Clarkson,"Mamma Mia [From ""Mamma Mia""]",/lyric/32893206/Nicolas+Colicos/Mamma+Mia+%5BFrom+%22Mamma+Mia%22%5D
Paul Clarkson,Nicolas Colicos,artist/Nicolas-Colicos/287317
Paul Clarkson,Siobhán McCarthy,artist/Siobhán-McCarthy/458983
Paul Clarkson,Hilton McRae,artist/Hilton-McRae/458999
Paul Clayton Orchestra,I Dreamed a Dream [From Les Miserables],/lyric/13937545/Petula+Clark/I+Dreamed+a+Dream+%5BFrom+Les+Miserables%5D
Paul Clayton Orchestra,Petula Clark,artist/Petula-Clark/3912
Paul Cless,Suavemente,/lyric/8202729/Brixx/Suavemente
Paul Cless,Brixx,artist/Brixx/523331
Paul Cless,Suavemente [The Video for PC & Mac],/lyric/13307572/Paul+Cless/Suavemente+%5BThe+Video+for+PC+%26+Mac%5D
Paul Cless,Here I Am,/lyric/31409853/Paul+Cless/Here+I+Am
Paul Cless,Mateo,artist/Mateo/1138006
Paul Cohen,Sometimes I'm Happy,/lyric/2911814/Claude+Thornhill/Sometimes+I%27m+Happy
Paul Cohen,Claude Thornhill,artist/Claude-Thornhill/7683
Paul Cohen,Billy Barber,artist/Billy-Barber/54126
Paul Cohen,Allan Langstaff,artist/Allan-Langstaff/96472
Paul Cohen,Louis Mucci,artist/Louis-Mucci/108074
Paul Cohen,Sandy Siegelstein,artist/Sandy-Siegelstein/125089
Paul Cohen,Tak Takvorian,artist/Tak-Takvorian/130252
Paul Cohen,Eddie Zandy,artist/Eddie-Zandy/140745
Paul Cohen,P.O.L.,artist/P.O.L./143761
Paul Cohen,Walt Weschler,artist/Walt-Weschler/843387
Paul Collins,You Can Fly! You Can Fly! You Can Fly! [From Walt Disney's Peter Pan],/lyric/18633922/Kathryn+Beaumont/You+Can+Fly%21+You+Can+Fly%21+You+Can+Fly%21+%5BFrom+Walt+Disney%27s+Peter+Pan%5D
Paul Collins,Kathryn Beaumont,artist/Kathryn-Beaumont/147833
Paul Collins,Bobby Driscoll,artist/Bobby-Driscoll/151170
Paul Collins,Tommy Luske,artist/Tommy-Luske/156593
Paul Collins,The Jud Conlon Chorus,artist/The-Jud-Conlon-Chorus/1830512
Paul Collins,Following the Leader [From Peter Pan],/lyric/9930481/Bobby+Driscoll/Following+the+Leader+%5BFrom+Peter+Pan%5D
Paul Collins,Bobby Driscoll,artist/Bobby-Driscoll/151170
Paul Collins,You Can Fly! You Can Fly! You Can Fly! [From Peter Pan],/lyric/8572408/Kathryn+Beaumont/You+Can+Fly%21+You+Can+Fly%21+You+Can+Fly%21+%5BFrom+Peter+Pan%5D
Paul Collins,Kathryn Beaumont,artist/Kathryn-Beaumont/147833
Paul Collins,Bobby Driscoll,artist/Bobby-Driscoll/151170
