Band,Song,Url
Aretha Franklin,The Thrill Is Gone [From Yesterday's Kiss],/lyric/2877888/Aretha+Franklin/The+Thrill+Is+Gone+%5BFrom+Yesterday%27s+Kiss%5D
Aretha Franklin,You Are My Sunshine [*],/lyric/2877892/Aretha+Franklin/You+Are+My+Sunshine+%5B%2A%5D
Aretha Franklin,I Dreamed a Dream [Les Misérables],/lyric/2207717/Aretha+Franklin/I+Dreamed+a+Dream+%5BLes+Mis%C3%A9rables%5D
Aretha Franklin,"River Deep, Mountain High",/lyric/23460560/C%C3%A9line+Dion/River+Deep%2C+Mountain+High
Aretha Franklin,Céline Dion,artist/Céline-Dion/4099
Aretha Franklin,Something He Can Feel [From Sparkle],/lyric/2699034/Aretha+Franklin/Something+He+Can+Feel+%5BFrom+Sparkle%5D
Aretha Franklin,Here We Go Again [Razor-N-Guido Mix],/lyric/5708836/Aretha+Franklin/Here+We+Go+Again+%5BRazor-N-Guido+Mix%5D
Aretha Franklin,Don't Waste Your Time,/lyric/4497835/Aretha+Franklin/Don%27t+Waste+Your+Time
Aretha Franklin,Mary J. Blige,artist/Mary-J.-Blige/57322
Aretha Franklin,What Now My Love,/lyric/8323398/Frank+Sinatra/What+Now+My+Love
Aretha Franklin,Frank Sinatra,artist/Frank-Sinatra/3150
Aretha Franklin,Nessun Dorma,/lyric/2689969/Aretha+Franklin/Nessun+Dorma
Aretha Franklin,Angel,/lyric/4225719/Aretha+Franklin/Angel
Aretha Franklin,Let Me in Your Life,/lyric/4651495/Aretha+Franklin/Let+Me+in+Your+Life
Aretha Franklin,Save Me [Stereo],/lyric/3898663/Aretha+Franklin/Save+Me+%5BStereo%5D
Aretha Franklin,(I Can't Get No) Satisfaction,/lyric/5262671/Aretha+Franklin/%28I+Can%27t+Get+No%29+Satisfaction
Aretha Franklin,He'll Come Along,/lyric/5274700/Aretha+Franklin/He%27ll+Come+Along
Aretha Franklin,A Natural Woman (You Make Me Feel Like) [Live],/lyric/5274708/Gloria+Estefan/A+Natural+Woman+%28You+Make+Me+Feel+Like%29+%5BLive%5D
Aretha Franklin,Gloria Estefan,artist/Gloria-Estefan/4204
Aretha Franklin,Bonnie Raitt,artist/Bonnie-Raitt/5222
Aretha Franklin,But Beautiful,/lyric/4406151/Aretha+Franklin/But+Beautiful
Aretha Franklin,I Wish I Didn't Love You So,/lyric/4406149/Aretha+Franklin/I+Wish+I+Didn%27t+Love+You+So
Aretha Franklin,Winter Wonderland,/lyric/5061781/Aretha+Franklin/Winter+Wonderland
Aretha Franklin,A Rose Is Still a Rose (What I Am),/lyric/5343834/Aretha+Franklin/A+Rose+Is+Still+a+Rose+%28What+I+Am%29
Aretha Franklin,Who's Zoomin' Who?,/lyric/5343819/Aretha+Franklin/Who%27s+Zoomin%27+Who%3F
Aretha Franklin,The Long and Winding Road,/lyric/4619852/Aretha+Franklin/The+Long+and+Winding+Road
Aretha Franklin,Don't Play That Song (You Lied),/lyric/5237825/Aretha+Franklin/Don%27t+Play+That+Song+%28You+Lied%29
Aretha Franklin,I Never Loved a Man (The Way I Loved You),/lyric/5237817/Aretha+Franklin/I+Never+Loved+a+Man+%28The+Way+I+Loved+You%29
Aretha Franklin,Save Me [Safe and Unharmed Mix by Michael Balch],/lyric/5872269/Levesque%2C+Alan/Save+Me+%5BSafe+and+Unharmed+Mix+by+Michael+Balch%5D
Aretha Franklin,"Levesque, Alan","artist/Levesque,-Alan/0"
Aretha Franklin,Virtual Server,artist/Virtual-Server/531099
Aretha Franklin,'65 Love Affair,/lyric/5440137/Aretha+Franklin/%2765+Love+Affair
Aretha Franklin,"Evelyn ""Champagne"" King",artist/Evelyn-
Aretha Franklin,Tuff Enuff,/lyric/5440139/The+Fabulous+Thunderbirds/Tuff+Enuff
Aretha Franklin,The Fabulous Thunderbirds,artist/The-Fabulous-Thunderbirds/4217
Aretha Franklin,The Shoop Shoop Song,/lyric/7694163/Aretha+Franklin/The+Shoop+Shoop+Song
Aretha Franklin,Never Grow Oldn,/lyric/8624417/Aretha+Franklin/Never+Grow+Oldn
Aretha Franklin,"Bill Bailey, Won't You Please Come Home [Alternate Version][#]",/lyric/5810151/Aretha+Franklin/Bill+Bailey%2C+Won%27t+You+Please+Come+Home+%5BAlternate+Version%5D%5B%23%5D
Aretha Franklin,Hard Times (No One Knows Better Than I) [#],/lyric/5810152/Aretha+Franklin/Hard+Times+%28No+One+Knows+Better+Than+I%29+%5B%23%5D
Aretha Franklin,People [From Funny Girl],/lyric/5810182/Aretha+Franklin/People+%5BFrom+Funny+Girl%5D
Aretha Franklin,(You Make Me Feel Like A) Natural Woman,/lyric/7535308/Aretha+Franklin/%28You+Make+Me+Feel+Like+A%29+Natural+Woman
Aretha Franklin,"You'll Never Walk Alone, song (from ""Carousel"")",/lyric/6824172/Aretha+Franklin/You%27ll+Never+Walk+Alone%2C+song+%28from+%22Carousel%22%29
Aretha Franklin,Jump to It [Original Extended Version],/lyric/6289343/Aretha+Franklin/Jump+to+It+%5BOriginal+Extended+Version%5D
Aretha Franklin,"Jumpin' Jack Flash [From ""Jumping Jack Flash""]",/lyric/24939973/Aretha+Franklin/Jumpin%27+Jack+Flash+%5BFrom+%22Jumping+Jack+Flash%22%5D
Aretha Franklin,Everybody's Somebody's Fool,/lyric/6528024/Aretha+Franklin/Everybody%27s+Somebody%27s+Fool
Aretha Franklin,Falling Out of Love,/lyric/6528027/Aretha+Franklin/Falling+Out+of+Love
Aretha Franklin,Good News,/lyric/6528029/Aretha+Franklin/Good+News
Aretha Franklin,Holdin' On,/lyric/6528022/Aretha+Franklin/Holdin%27+On
Aretha Franklin,No Matter What,/lyric/6528023/Aretha+Franklin/No+Matter+What
Aretha Franklin,The Only Thing Missin',/lyric/6528020/Aretha+Franklin/The+Only+Thing+Missin%27
Aretha Franklin,So Damn Happy,/lyric/6528025/Aretha+Franklin/So+Damn+Happy
Aretha Franklin,Wonderful,/lyric/6528021/Aretha+Franklin/Wonderful
Aretha Franklin,You Are My Joy,/lyric/6528026/Aretha+Franklin/You+Are+My+Joy
Aretha Franklin,You Are My Joy (Reprise),/lyric/6528030/Aretha+Franklin/You+Are+My+Joy+%28Reprise%29
Aretha Franklin,Something He Can Feel [*],/lyric/9964761/Aretha+Franklin/Something+He+Can+Feel+%5B%2A%5D
Aretha Franklin,It Ain't Necessarily So [From Porgy and Bess],/lyric/6009935/Aretha+Franklin/It+Ain%27t+Necessarily+So+%5BFrom+Porgy+and+Bess%5D
Aretha Franklin,Rock a Bye Your Baby with a Dixie Melody,/lyric/8388965/Aretha+Franklin/Rock+a+Bye+Your+Baby+with+a+Dixie+Melody
Aretha Franklin,It's Just Your Love,/lyric/21013742/Aretha+Franklin/It%27s+Just+Your+Love
Aretha Franklin,Who Needs You,/lyric/6841863/Aretha+Franklin/Who+Needs+You
Aretha Franklin,"(Ah, The Apple Trees) When the World Was Young",/lyric/7625463/Aretha+Franklin/%28Ah%2C+The+Apple+Trees%29+When+the+World+Was+Young
Aretha Franklin,"Don't Cry, Baby",/lyric/7625449/Aretha+Franklin/Don%27t+Cry%2C+Baby
Aretha Franklin,Friendly Persuasion (Thee I Love),/lyric/7625468/Aretha+Franklin/Friendly+Persuasion+%28Thee+I+Love%29
Aretha Franklin,I Don't Know You Anymore,/lyric/7625459/Aretha+Franklin/I+Don%27t+Know+You+Anymore
Aretha Franklin,Lover Come Back to Me,/lyric/7625460/Aretha+Franklin/Lover+Come+Back+to+Me
Aretha Franklin,Shangri-La,/lyric/7625464/Aretha+Franklin/Shangri-La
Aretha Franklin,Bridge Over Troubled Water [#],/lyric/7745656/Aretha+Franklin/Bridge+Over+Troubled+Water+%5B%23%5D
Aretha Franklin,Dr. Feelgood [#],/lyric/7745661/Aretha+Franklin/Dr.+Feelgood+%5B%23%5D
Aretha Franklin,Make It With You [#],/lyric/7745658/Aretha+Franklin/Make+It+With+You+%5B%23%5D
Aretha Franklin,Memphis Soul Stew,/lyric/7745688/Aretha+Franklin/Memphis+Soul+Stew
Aretha Franklin,King Curtis,artist/King-Curtis/6357
Aretha Franklin,Memphis Soul Stew [#],/lyric/7745650/Aretha+Franklin/Memphis+Soul+Stew+%5B%23%5D
Aretha Franklin,King Curtis,artist/King-Curtis/6357
Aretha Franklin,Mr. Bojangles,/lyric/7745648/Aretha+Franklin/Mr.+Bojangles
Aretha Franklin,King Curtis,artist/King-Curtis/6357
Aretha Franklin,My Sweet Lord [#],/lyric/7745646/Aretha+Franklin/My+Sweet+Lord+%5B%23%5D
Aretha Franklin,Billy Preston,artist/Billy-Preston/5176
Aretha Franklin,Share Your Love With Me [#],/lyric/7745675/Aretha+Franklin/Share+Your+Love+With+Me+%5B%23%5D
Aretha Franklin,"Signed, Sealed, Delivered (I'm Yours)",/lyric/7745651/Aretha+Franklin/Signed%2C+Sealed%2C+Delivered+%28I%27m+Yours%29
Aretha Franklin,King Curtis,artist/King-Curtis/6357
Aretha Franklin,"What Now, My Love?",/lyric/2371992/Frank+Sinatra/What+Now%2C+My+Love%3F
Aretha Franklin,Frank Sinatra,artist/Frank-Sinatra/3150
Aretha Franklin,Gotta Make It [Amended Album Version],/lyric/10271177/Aretha+Franklin/Gotta+Make+It+%5BAmended+Album+Version%5D
Aretha Franklin,Juvenile,artist/Juvenile/92107
Aretha Franklin,Trey Songz,artist/Trey-Songz/686292
Aretha Franklin,Gotta Make It [Remix],/lyric/8215484/Aretha+Franklin/Gotta+Make+It+%5BRemix%5D
Aretha Franklin,Juvenile,artist/Juvenile/92107
Aretha Franklin,Trey Songz,artist/Trey-Songz/686292
Aretha Franklin,"Do Right Woman, Do Right Man [DVD]",/lyric/9770380/James+Brown/Do+Right+Woman%2C+Do+Right+Man+%5BDVD%5D
Aretha Franklin,James Brown,artist/James-Brown/3779
Aretha Franklin,When the World Was Young,/lyric/7651698/Aretha+Franklin/When+the+World+Was+Young
Aretha Franklin,Living in America,/lyric/8376661/James+Brown/Living+in+America
Aretha Franklin,James Brown,artist/James-Brown/3779
Aretha Franklin,Joe Cocker,artist/Joe-Cocker/3931
Aretha Franklin,Robert Palmer,artist/Robert-Palmer/5096
Aretha Franklin,Wilson Pickett,artist/Wilson-Pickett/5142
Aretha Franklin,Billy Vera,artist/Billy-Vera/134543
Aretha Franklin,"Please, Please, Please",/lyric/8376660/James+Brown/Please%2C+Please%2C+Please
Aretha Franklin,James Brown,artist/James-Brown/3779
Aretha Franklin,Joy to the World,/lyric/8553487/Aretha+Franklin/Joy+to+the+World
Aretha Franklin,A House Is Not a Home,/lyric/8360923/Aretha+Franklin/A+House+Is+Not+a+Home
Aretha Franklin,I Never Loved a Man the Way I Loved You,/lyric/8378565/Aretha+Franklin/I+Never+Loved+a+Man+the+Way+I+Loved+You
Aretha Franklin,Day Dreamin',/lyric/10620941/Aretha+Franklin/Day+Dreamin%27
Aretha Franklin,Never Gonna Break My Faith,/lyric/9842753/Aretha+Franklin/Never+Gonna+Break+My+Faith
Aretha Franklin,The Boys Choir of Harlem,artist/The-Boys-Choir-of-Harlem/10194
Aretha Franklin,Mary J. Blige,artist/Mary-J.-Blige/57322
Aretha Franklin,(I Can't Get No) Satisfaction [Live],/lyric/8892062/Aretha+Franklin/%28I+Can%27t+Get+No%29+Satisfaction+%5BLive%5D
Aretha Franklin,"Do Right Woman, Do Right Man [Live]",/lyric/8975697/Aretha+Franklin/Do+Right+Woman%2C+Do+Right+Man+%5BLive%5D
Aretha Franklin,I Believe in You and Me,/lyric/8779597/The+Four+Tops/I+Believe+in+You+and+Me
Aretha Franklin,The Four Tops,artist/The-Four-Tops/4300
Aretha Franklin,Levi Stubbs,artist/Levi-Stubbs/129388
Aretha Franklin,Theo Peoples,artist/Theo-Peoples/353659
Aretha Franklin,Here We Go Again [Bump Mix],/lyric/9895187/Aretha+Franklin/Here+We+Go+Again+%5BBump+Mix%5D
Aretha Franklin,Jumpin' Jack Flash,/lyric/10340477/Aretha+Franklin/Jumpin%27+Jack+Flash
Aretha Franklin,Think [From Blues Brothers],/lyric/12719467/Aretha+Franklin/Think+%5BFrom+Blues+Brothers%5D
Aretha Franklin,Put You Up on Game,/lyric/12765033/Aretha+Franklin/Put+You+Up+on+Game
Aretha Franklin,Fantasia,artist/Fantasia/639026
Aretha Franklin,What Y'All Came to Do,/lyric/12765034/Aretha+Franklin/What+Y%27All+Came+to+Do
Aretha Franklin,John Legend,artist/John-Legend/656015
Aretha Franklin,If Ever a Love There Was [*],/lyric/12765259/The+Four+Tops/If+Ever+a+Love+There+Was+%5B%2A%5D
Aretha Franklin,The Four Tops,artist/The-Four-Tops/4300
Aretha Franklin,Kenny G,artist/Kenny-G/5924
Aretha Franklin,At Last [#][Outtake],/lyric/12306436/Aretha+Franklin/At+Last+%5B%23%5D%5BOuttake%5D
Aretha Franklin,The Fool on the Hill [#][Outtake],/lyric/12306413/Aretha+Franklin/The+Fool+on+the+Hill+%5B%23%5D%5BOuttake%5D
Aretha Franklin,Heavenly Father [#][Outtake],/lyric/12306425/Aretha+Franklin/Heavenly+Father+%5B%23%5D%5BOuttake%5D
Aretha Franklin,I'm in Love [Alternate Vocal - Outtake],/lyric/12306438/Aretha+Franklin/I%27m+in+Love+%5BAlternate+Vocal+-+Outtake%5D
Aretha Franklin,It Was You [#][Outtake],/lyric/12306408/Aretha+Franklin/It+Was+You+%5B%23%5D%5BOuttake%5D
Aretha Franklin,My Cup Runneth Over [#][Outtake],/lyric/12306419/Aretha+Franklin/My+Cup+Runneth+Over+%5B%23%5D%5BOuttake%5D
Aretha Franklin,You Keep Me Hangin' On [#][Outtake],/lyric/12306416/Aretha+Franklin/You+Keep+Me+Hangin%27+On+%5B%23%5D%5BOuttake%5D
Aretha Franklin,I'm in Love [Alternate Vocal] [Let Me in Your Life Outtake],/lyric/18852449/Aretha+Franklin/I%27m+in+Love+%5BAlternate+Vocal%5D+%5BLet+Me+in+Your+Life+Outtake%5D
Aretha Franklin,Love Me Right,/lyric/13583676/Aretha+Franklin/Love+Me+Right
Aretha Franklin,Never Leave You Again,/lyric/13583682/Aretha+Franklin/Never+Leave+You+Again
Aretha Franklin,Deeper,/lyric/14429791/Aretha+Franklin/Deeper
Aretha Franklin,I May Never Get to Heaven,/lyric/14429785/Aretha+Franklin/I+May+Never+Get+to+Heaven
Aretha Franklin,Why Was I Born,/lyric/14429784/Aretha+Franklin/Why+Was+I+Born
Aretha Franklin,Laughing on the Outside,/lyric/15331195/Aretha+Franklin/Laughing+on+the+Outside
Aretha Franklin,Sweet Bitter Love [*],/lyric/15331201/Aretha+Franklin/Sweet+Bitter+Love+%5B%2A%5D
Aretha Franklin,Try a Little Tenderness [*],/lyric/15331203/Aretha+Franklin/Try+a+Little+Tenderness+%5B%2A%5D
Aretha Franklin,"I Surrender, Dear",/lyric/14429735/Aretha+Franklin/I+Surrender%2C+Dear
Aretha Franklin,I Wanna Be Around,/lyric/14429748/Aretha+Franklin/I+Wanna+Be+Around
Aretha Franklin,It Will Have to Do Until the Real Thing Comes Along,/lyric/14429744/Aretha+Franklin/It+Will+Have+to+Do+Until+the+Real+Thing+Comes+Along
Aretha Franklin,Just for You,/lyric/14429733/Aretha+Franklin/Just+for+You
Aretha Franklin,Angels We Have Heard on High,/lyric/14963615/Aretha+Franklin/Angels+We+Have+Heard+on+High
Aretha Franklin,Hark! The Herald Angels Sing,/lyric/14963624/Aretha+Franklin/Hark%21+The+Herald+Angels+Sing
Aretha Franklin,This Christmas,/lyric/14963616/Aretha+Franklin/This+Christmas
Aretha Franklin,Edward Franklin,artist/Edward-Franklin/1093343
Aretha Franklin,Winter Wonderland [DVD],/lyric/17838620/Aretha+Franklin/Winter+Wonderland+%5BDVD%5D
Aretha Franklin,Rock-A-Lott,/lyric/17522704/Aretha+Franklin/Rock-A-Lott
Aretha Franklin,Rock A Lott,/lyric/25908198/Aretha+Franklin/Rock+A+Lott
Aretha Franklin,(You Don't Know) How Glad I Am,/lyric/19250031/Aretha+Franklin/%28You+Don%27t+Know%29+How+Glad+I+Am
Aretha Franklin,The Shoop Shoop Sont (It's In His Kiss),/lyric/19250045/Aretha+Franklin/The+Shoop+Shoop+Sont+%28It%27s+In+His+Kiss%29
Aretha Franklin,Respect [Stereo Version] [*][Version],/lyric/19726117/Aretha+Franklin/Respect+%5BStereo+Version%5D+%5B%2A%5D%5BVersion%5D
Aretha Franklin,(There Is) No Greater Love,/lyric/16444600/Aretha+Franklin/%28There+Is%29+No+Greater+Love
Aretha Franklin,"Bill Bailey, Won't You Please Come Home?",/lyric/16444602/Aretha+Franklin/Bill+Bailey%2C+Won%27t+You+Please+Come+Home%3F
Aretha Franklin,Hard Times (No One Knows Better Than I),/lyric/16444586/Aretha+Franklin/Hard+Times+%28No+One+Knows+Better+Than+I%29
Aretha Franklin,A Deeper Love [C+C Radio Mix],/lyric/21068162/Aretha+Franklin/A+Deeper+Love+%5BC%2BC+Radio+Mix%5D
Aretha Franklin,Ooo Baby Baby,/lyric/20962056/Aretha+Franklin/Ooo+Baby+Baby
Aretha Franklin,Smokey Robinson,artist/Smokey-Robinson/5289
Aretha Franklin,Every Little Bit Hurts [*],/lyric/23562213/Aretha+Franklin/Every+Little+Bit+Hurts+%5B%2A%5D
Aretha Franklin,Lee Cross,/lyric/23562241/Aretha+Franklin/Lee+Cross
Aretha Franklin,Looking Through a Tear,/lyric/23562254/Aretha+Franklin/Looking+Through+a+Tear
Aretha Franklin,No Easy Way Down,/lyric/19062756/Aretha+Franklin/No+Easy+Way+Down
Aretha Franklin,Dusty Springfield,artist/Dusty-Springfield/5503
Aretha Franklin,A  Deeper Love [C&C Hot Mix],/lyric/19062606/Aretha+Franklin/A++Deeper+Love+%5BC%26C+Hot+Mix%5D
Aretha Franklin,My Country 'Tis of Thee [*],/lyric/23681117/Aretha+Franklin/My+Country+%27Tis+of+Thee+%5B%2A%5D
Aretha Franklin,A  Summer Place,/lyric/23681111/Aretha+Franklin/A++Summer+Place
Aretha Franklin,Sweet Sixteen,/lyric/23681114/Aretha+Franklin/Sweet+Sixteen
Aretha Franklin,The Way We Were,/lyric/23681110/Aretha+Franklin/The+Way+We+Were
Aretha Franklin,You've Lost That Lovin' Feelin',/lyric/22876069/Aretha+Franklin/You%27ve+Lost+That+Lovin%27+Feelin%27
Aretha Franklin,The Righteous Brothers,artist/The-Righteous-Brothers/5274
Aretha Franklin,How Do You Keep the Music Playing,/lyric/24337462/Aretha+Franklin/How+Do+You+Keep+the+Music+Playing
Aretha Franklin,Tony Bennett,artist/Tony-Bennett/6095
Aretha Franklin,Ain't Nothin’ Like the Real Thing,/lyric/23702667/Aretha+Franklin/Ain%27t+Nothin%E2%80%99+Like+the+Real+Thing
Aretha Franklin,Evil Gal Blues [Live],/lyric/23008900/Aretha+Franklin/Evil+Gal+Blues+%5BLive%5D
Aretha Franklin,Kissin' by the Mistletoe [*],/lyric/23009066/Aretha+Franklin/Kissin%27+by+the+Mistletoe+%5B%2A%5D
Aretha Franklin,Maybe I'm a Fool [Take 4] [#][*][Take],/lyric/23009091/Aretha+Franklin/Maybe+I%27m+a+Fool+%5BTake+4%5D+%5B%23%5D%5B%2A%5D%5BTake%5D
Aretha Franklin,Ray Bryant,artist/Ray-Bryant/6200
Aretha Franklin,Today I Sing the Blues [*],/lyric/23009085/Aretha+Franklin/Today+I+Sing+the+Blues+%5B%2A%5D
Aretha Franklin,Ray Bryant,artist/Ray-Bryant/6200
Aretha Franklin,Won't Be Long,/lyric/23008908/Aretha+Franklin/Won%27t+Be+Long
Aretha Franklin,Won't Be Long [*],/lyric/23009089/Aretha+Franklin/Won%27t+Be+Long+%5B%2A%5D
Aretha Franklin,Ray Bryant,artist/Ray-Bryant/6200
Aretha Franklin,Try a Little Tenderness,/lyric/33290744/Aretha+Franklin/Try+a+Little+Tenderness
Aretha Franklin,I Knew You Were Waiting,/lyric/30460188/Aretha+Franklin/I+Knew+You+Were+Waiting
Aretha Franklin,George Michael,artist/George-Michael/4909
Aretha Franklin,At Last,/lyric/31324420/Aretha+Franklin/At+Last
Aretha Franklin,I Will Survive [The Aretha Version] [Version],/lyric/31324417/Aretha+Franklin/I+Will+Survive+%5BThe+Aretha+Version%5D+%5BVersion%5D
Aretha Franklin,I'm Every Woman/Respect,/lyric/31324414/Aretha+Franklin/I%27m+Every+Woman-Respect
Aretha Franklin,Midnight Train to Georgia,/lyric/31324418/Aretha+Franklin/Midnight+Train+to+Georgia
Aretha Franklin,No One,/lyric/31324415/Aretha+Franklin/No+One
Aretha Franklin,Nothing Compares 2 U,/lyric/31324411/Aretha+Franklin/Nothing+Compares+2+U
Aretha Franklin,People,/lyric/31324416/Aretha+Franklin/People
Aretha Franklin,Rolling in the Deep [The Aretha Version] [Version],/lyric/31324419/Aretha+Franklin/Rolling+in+the+Deep+%5BThe+Aretha+Version%5D+%5BVersion%5D
Aretha Franklin,Teach Me Tonight,/lyric/31324413/Aretha+Franklin/Teach+Me+Tonight
Aretha Franklin,You Keep Me Hangin' On,/lyric/31324412/Aretha+Franklin/You+Keep+Me+Hangin%27+On
Aretha Franklin,Night Life [Live Version],/lyric/31204854/Aretha+Franklin/Night+Life+%5BLive+Version%5D
Aretha Franklin,Chain of Fools [Unedited Version] [Version],/lyric/32341172/Aretha+Franklin/Chain+of+Fools+%5BUnedited+Version%5D+%5BVersion%5D
Aretha Franklin,This Girl's in Love With You [Live],/lyric/32340988/Aretha+Franklin/This+Girl%27s+in+Love+With+You+%5BLive%5D
Aretha Franklin,A Natural Woman (You Make Me Feel Like),/lyric/34224814/Aretha+Franklin/A+Natural+Woman+%28You+Make+Me+Feel+Like%29
Aretha Franklin,Royal Philharmonic Orchestra,artist/Royal-Philharmonic-Orchestra/27581
Aretha Franklin,Long Walk,/lyric/34532265/Aretha+Franklin/Long+Walk
Aretha Franklin,Jill Scott,artist/Jill-Scott/406384
Aretha Franklin,I Can't Turn You Loose,/lyric/34294566/Aretha+Franklin/I+Can%27t+Turn+You+Loose
Aretha Franklin,Daydreaming,/lyric/35420339/Aretha+Franklin/Daydreaming
Argemiro Patrocínio,Dizem Que o Amor,/lyric/32895084/Marisa+Monte/Dizem+Que+o+Amor
Argemiro Patrocínio,Marisa Monte,artist/Marisa-Monte/11225
Argent,Be Free,/lyric/1868128/Argent/Be+Free
Argent,Free Fall,/lyric/1868133/Argent/Free+Fall
Argent,Lonely Hard Road,/lyric/1868131/Argent/Lonely+Hard+Road
Argent,Schoolgirl,/lyric/1868129/Argent/Schoolgirl
Argent,Stepping Stone,/lyric/1868134/Argent/Stepping+Stone
Argent,Chained,/lyric/3956987/Argent/Chained
Argent,Pleasure,/lyric/3956989/Argent/Pleasure
Argent,I Don't Believe in Miracles,/lyric/3957015/Argent/I+Don%27t+Believe+in+Miracles
Argent,Time of the Season,/lyric/3957019/Argent/Time+of+the+Season
Argent,Gonna Meet My Maker,/lyric/610917/Argent/Gonna+Meet+My+Maker
Argent,Celebration,/lyric/4350/Argent/Celebration
Argent,God Gave Rock & Roll to You,/lyric/4353/Argent/God+Gave+Rock+%26+Roll+to+You
Argent,Liar,/lyric/4349/Argent/Liar
Argent,Like Honey,/lyric/4355/Argent/Like+Honey
Argent,Home,/lyric/504394/Argent/Home
Argent,Hold Your Head Up,/lyric/1633474/Argent/Hold+Your+Head+Up
Argent,God Gave Rock and Roll to You,/lyric/3511532/Argent/God+Gave+Rock+and+Roll+to+You
Argent,Sweet Mary,/lyric/3511534/Argent/Sweet+Mary
Argent,She's Not There,/lyric/22336119/Argent/She%27s+Not+There
Argent,Stoned Soul Picnic,/lyric/23792553/Argent/Stoned+Soul+Picnic
Argent,Laura Nyro,artist/Laura-Nyro/5052
Argeo Quadri,O mio babbino caro [A Room with a View],/lyric/4952681/Weathers%2C+Felicia/O+mio+babbino+caro+%5BA+Room+with+a+View%5D
Argeo Quadri,"Weathers, Felicia","artist/Weathers,-Felicia/0"
Argeo Quadri,Vienna State Opera Orchestra,artist/Vienna-State-Opera-Orchestra/390736
Argonne Thornton,On the Sunny Side of the Street,/lyric/5737808/Lester+Young/On+the+Sunny+Side+of+the+Street
Argonne Thornton,Lester Young,artist/Lester-Young/7903
Argonne Thornton,Rodney Richardson,artist/Rodney-Richardson/223508
Argonne Thornton,Fred Lacey,artist/Fred-Lacey/252539
Argonne Thornton,Lyndell Marshall,artist/Lyndell-Marshall/304678
Argument,Disappear,/lyric/6095748/Argument/Disappear
Argy Bargy,Get Out of My Life,/lyric/3977942/Argy+Bargy/Get+Out+of+My+Life
Argy Bargy,Disappear,/lyric/5495451/Argy+Bargy/Disappear
Argy Bargy,What About Me?,/lyric/5495449/Argy+Bargy/What+About+Me%3F
Argy Bargy,Hooligans Heaven,/lyric/7064463/Argy+Bargy/Hooligans+Heaven
Argyle Park,Doomsayer,/lyric/6085363/Argyle+Park/Doomsayer
Argyle Park,Skin Shed,/lyric/6085360/Argyle+Park/Skin+Shed
Ari,Better Together (Ari's Theme),/lyric/6592074/Ari/Better+Together+%28Ari%27s+Theme%29
