Band,Song,Url
"Walter Chancellor, Jr.",O Little Town of Bethlehem,/lyric/4149806/Walter+Chancellor%2C+Jr./O+Little+Town+of+Bethlehem
"Walter Chancellor, Jr.",Mark Ziegenhagen,artist/Mark-Ziegenhagen/814350
"Walter Chancellor, Jr.",I Can't Get Next to You,/lyric/6985002/Edgerton%2C+David/I+Can%27t+Get+Next+to+You
"Walter Chancellor, Jr.","Edgerton, David","artist/Edgerton,-David/0"
"Walter Chancellor, Jr.","Scott, George","artist/Scott,-George/0"
"Walter Chancellor, Jr.",Todd Burrell,artist/Todd-Burrell/326804
"Walter Chancellor, Jr.",I Get off on You,/lyric/7661356/Walter+Chancellor%2C+Jr./I+Get+off+on+You
"Walter Chancellor, Jr.",Practice What You Preach,/lyric/7661354/Walter+Chancellor%2C+Jr./Practice+What+You+Preach
"Walter Chancellor, Jr.",Staying Power,/lyric/7661355/Walter+Chancellor%2C+Jr./Staying+Power
"Walter Chancellor, Jr.",Can't Take My Eyes Off of You,/lyric/8167530/Walter+Chancellor%2C+Jr./Can%27t+Take+My+Eyes+Off+of+You
"Walter Chancellor, Jr.",Todd Burrell,artist/Todd-Burrell/326804
"Walter Chancellor, Jr.",Killing Me Softly,/lyric/8167522/Walter+Chancellor%2C+Jr./Killing+Me+Softly
"Walter Chancellor, Jr.",Todd Burrell,artist/Todd-Burrell/326804
"Walter Chancellor, Jr.",The Best,/lyric/7712146/Walter+Chancellor%2C+Jr./The+Best
"Walter Chancellor, Jr.",I Can't Stand the Rain,/lyric/7712154/Walter+Chancellor%2C+Jr./I+Can%27t+Stand+the+Rain
"Walter Chancellor, Jr.",Missing You,/lyric/7712148/Walter+Chancellor%2C+Jr./Missing+You
Walter Clevenger,Rock and Roll Is King,/lyric/26294116/Walter+Clevenger/Rock+and+Roll+Is+King
Walter Davis,Blue Ghost Blues,/lyric/4872587/Walter+Davis/Blue+Ghost+Blues
Walter Davis,Am I Blue,/lyric/7605107/Walter+Davis/Am+I+Blue
Walter Davis,Dinah Washington,artist/Dinah-Washington/7773
Walter Davis,Paul Quinichette,artist/Paul-Quinichette/116352
Walter Davis,Embraceable You,/lyric/8864335/Walter+Davis/Embraceable+You
"Walter Davis, Jr.",All God's Chillun Got Rhythm,/lyric/1878860/Walter+Davis%2C+Jr./All+God%27s+Chillun+Got+Rhythm
"Walter Davis, Jr.",Skylark,/lyric/2212333/Walter+Davis%2C+Jr./Skylark
"Walter Davis, Jr.",Just One of Those Things,/lyric/29234978/Gigi+Gryce/Just+One+of+Those+Things
"Walter Davis, Jr.",Gigi Gryce,artist/Gigi-Gryce/6634
"Walter Davis, Jr.",Hank Mobley,artist/Hank-Mobley/7149
"Walter Davis, Jr.",Franklin Skeete,artist/Franklin-Skeete/125777
Walter Delgado,Nothing You Can Do To Me,/lyric/31668103/Stick+to+Your+Guns/Nothing+You+Can+Do+To+Me
Walter Delgado,Stick to Your Guns,artist/Stick-to-Your-Guns/867494
Walter Donaldson,It's Been So Long,/lyric/6998821/Walter+Donaldson/It%27s+Been+So+Long
Walter Donaldson,Harold Adamson,artist/Harold-Adamson/305975
Walter Egan,Blonde in the Blue T-Bird,/lyric/214933/Walter+Egan/Blonde+in+the+Blue+T-Bird
Walter Egan,Finally Find a Girlfriend,/lyric/214932/Walter+Egan/Finally+Find+a+Girlfriend
Walter Egan,Hot Summer Nights,/lyric/214939/Walter+Egan/Hot+Summer+Nights
Walter Egan,Just the Wanting,/lyric/214938/Walter+Egan/Just+the+Wanting
Walter Egan,Make It Alone,/lyric/214936/Walter+Egan/Make+It+Alone
Walter Egan,Star in the Dust,/lyric/214934/Walter+Egan/Star+in+the+Dust
Walter Egan,Unloved,/lyric/214937/Walter+Egan/Unloved
Walter Egan,Magnet and Steel,/lyric/937111/Walter+Egan/Magnet+and+Steel
Walter Egan,Beats the Devil,/lyric/4400161/Walter+Egan/Beats+the+Devil
Walter Egan,The Bias of Love,/lyric/4400163/Walter+Egan/The+Bias+of+Love
Walter Egan,Drawn to the Flame,/lyric/4400155/Walter+Egan/Drawn+to+the+Flame
Walter Egan,Goin' Home,/lyric/4400165/Walter+Egan/Goin%27+Home
Walter Egan,Happy Home,/lyric/4400159/Walter+Egan/Happy+Home
Walter Egan,Land of the Living,/lyric/4400154/Walter+Egan/Land+of+the+Living
Walter Egan,Let Go,/lyric/4400152/Walter+Egan/Let+Go
Walter Egan,Nobody Dreams Anymore,/lyric/4400162/Walter+Egan/Nobody+Dreams+Anymore
Walter Egan,Strange Love Affair,/lyric/4400156/Walter+Egan/Strange+Love+Affair
Walter Egan,There Goes My Girl,/lyric/4400153/Walter+Egan/There+Goes+My+Girl
Walter Egan,The Tide and the Sea,/lyric/4400158/Walter+Egan/The+Tide+and+the+Sea
Walter Egan,The Truth,/lyric/4400160/Walter+Egan/The+Truth
Walter Egan,Vergin' on Tears,/lyric/4400157/Walter+Egan/Vergin%27+on+Tears
Walter Egan,Waitin' for Fred,/lyric/4400166/Walter+Egan/Waitin%27+for+Fred
Walter Egan,Challenger,/lyric/4205148/Jackson+Browne/Challenger
Walter Egan,Jackson Browne,artist/Jackson-Browne/3784
Walter Egan,The Faces People Make,/lyric/4205142/Walter+Egan/The+Faces+People+Make
Walter Egan,Hard Love,/lyric/4205139/Walter+Egan/Hard+Love
Walter Egan,Invisible Man,/lyric/4205145/Randy+California/Invisible+Man
Walter Egan,Randy California,artist/Randy-California/16254
Walter Egan,Jean,/lyric/4205141/Lindsey+Buckingham/Jean
Walter Egan,Lindsey Buckingham,artist/Lindsey-Buckingham/3792
Walter Egan,Only Love Is Left Alive,/lyric/4205140/Walter+Egan/Only+Love+Is+Left+Alive
Walter Egan,Christine McVie,artist/Christine-McVie/19273
Walter Egan,Pistols of Power,/lyric/4205147/Walter+Egan/Pistols+of+Power
Walter Egan,Silvery Sleep,/lyric/4205143/Walter+Egan/Silvery+Sleep
Walter Egan,Someone Like You,/lyric/4205144/Lindsey+Buckingham/Someone+Like+You
Walter Egan,Lindsey Buckingham,artist/Lindsey-Buckingham/3792
Walter Egan,Stop Don't Stop,/lyric/4205149/Walter+Egan/Stop+Don%27t+Stop
Walter Egan,Magnet & Steel (Live) (Bonus Track),/lyric/18306064/Walter+Egan/Magnet+%26+Steel+%28Live%29+%28Bonus+Track%29
Walter Egan,Better Days,/lyric/5605149/Walter+Egan/Better+Days
Walter Egan,Far and Away,/lyric/5605143/Walter+Egan/Far+and+Away
Walter Egan,Love Is in Your Veins,/lyric/5605144/Walter+Egan/Love+Is+in+Your+Veins
Walter Egan,Rain in Tennessee,/lyric/5605152/Walter+Egan/Rain+in+Tennessee
Walter Egan,Stubborn Girl,/lyric/5605146/Walter+Egan/Stubborn+Girl
Walter Egan,Ten Years Ago,/lyric/5605145/Walter+Egan/Ten+Years+Ago
Walter Egan,Time and the Rain,/lyric/5605147/Walter+Egan/Time+and+the+Rain
Walter Egan,Wanting You,/lyric/5605151/Walter+Egan/Wanting+You
Walter Egan,You Pay for Love,/lyric/5605153/Walter+Egan/You+Pay+for+Love
Walter Egan,You're Gonna Miss Me,/lyric/5605154/Walter+Egan/You%27re+Gonna+Miss+Me
