Band,Lyrics,Song,Year
The Orchestra,"Driftin' Dreamin'
In an Azure mood,
Stardust gleamin' 
Thru my solitude:
Here in my seclusion, 
You're a blue illusion 
While I'm in this Azure interlude.
I'm not wanted I'm so all alone;
Always haunted
By the dreams I own;
But, though Im tormented
I must be contented 
Driftin' Dreamin' 
In an Azure mood!
Driftin' Dreamin'
In an Azure mood,
Star dust gleamin'
Thru my solitude:
Here in my seclusion, 
You're a blue illusion
While I'm in this Azure interlude!
",Azure,1962
The Orchestra,"Funny the way I feel now
Can't keep my feet on the ground
Everything seems unreal now
When you're not around

Day Dream
Why do you haunt me so?
Deep in a rosy glow 
The face of my love you show

Day Dream
I walk along on air
Building a castle there
For me and my love to share

Don't know the time
Lordy, I'm in a daze
Sun in the sky
While I moon around, feeling hazy

Day Dream
Don't break my reverie
Until I find that he
Is day dreaming just like me

Day Dream
Why do you haunt me so?
Deep in a rosy glow
The face of my love you show

Day Dream
I walk along on air
Building a castle there
For me and my love to share

Don't know the time
Lordy, I'm in a daze
Sun in the sky
While I moon around, feeling hazy

Day Dream
Don't break my reverie
Until I find that he
Is day dreaming just like me",Day Dream,1962
The Orchestra,"Missed the Saturday dance
Heard they crowded the floor
Couldn't bear it without you
Don't get around much anymore
 
Though I'd visit the club
Got as far as the door
They'd have asked me about you
Don't get around much anymore
 
Darling, I guess my mind's more at ease
But nevertheless why stir up memories?
 
Been invited on dates
Might have gone but what for?
Awf'lly diff'rent without you
Don't get around much anymore",Don't Get Around Much Anymore,1962
The Orchestra,"
Way down at Mister Joe's Cafe
They're takin' someone far away,
And if you hear a song today.
It's a sad tune that you'll be playin':
 
She's leavin' and folks are feelin' so low,
They're grievin' and they're consolin' poor Joe;
Gonna miss her song
Gonna miss her smile
She'll be travlin' alone down that last long mile
They're sighin'
With all their trouble and woes
They're cryin' 'cause they all loved 
The Gal From Joe's
 
She's leavin' and folks are feelin' so low,
They're grievin' and they're consolin' poor Joe;
Gonna miss her song
Gonna miss her smile
She'll be travlin' alone down that last long mile
They're sighin'
With all their trouble and woes
They're cryin' 'cause they all loved 
The Gal From Joe's
 





",The Gal from Joe's,1962
The Orchestra,"Though folks with good intentions
Tell me to save my tears
Well I'm so mad about him
I can't live without him

Never treats me sweet and gentle
The way he should
I've got it bad
And that ain't good

My poor heart is so sentimental
Not made of wood
I've got it so bad
And that ain't good

But when the fish are jumpin'
And Friday rolls around
My man an' I, we gin some
We pray some, and sin some

He don't love me like I love him
The way he should
I've got it bad
And that ain't good
Yes I've got it bad
And that ain't good",I Got It Bad (And That Ain't Good),1962
The Orchestra,"And now the purple dusk of twilight time
Steals across the meadows of my heart
High up in the sky the little stars climb
Always reminding me that we're apart
You wander down the lane and far away
Leaving me a song that will not die
Love is now the stardust of yesterday
The music of the years gone by.
 
Sometimes I wonder, how I spend
The lonely nights
Dreaming of a song
The melody 
Haunts my reverie
And I am once again with you
When our love was new 
And each kiss an inspiration
But that was long ago
And now my consolation is in the stardust of a song

Besides the garden wall, when stars are bright
You are in my arms
The nightingale 
Tells his fairytale
Of paradise, where roses grew
Though I dream in vain
In my heart it will remain
My stardust melody
The memory of love's refrain.",Stardust,1962
The Orchestra,"Anyone can whistle, that's what they say, easy
Anyone can whistle any old day, easy
It's all so simple, relax, let go, let fly
Someone tell me why can't I

I can dance a Tango, I can read Greek, easy
I can slay a dragon any old week, easy

What's hard is simple, what's natural comes hard
Maybe you can show me how to let go
Lower my guard, learn to be free
Maybe if you whistle, whistle for me

It's all so simple, relax, let go, let fly
Someone tell me why, why can't I
I can dance a Tango, I can read Greek, easy
I can slay a dragon any old week, easy

What's hard is simple, what's natural comes hard
Maybe you can show me how to let go
Lower my guard, learn to be free
Maybe if you whistle, whistle for me
Whistle for me

",Prelude,1964
The Orchestra,"Our Father, which art in heaven, 
Hallowed be thy name. 
Thy kingdom come, 
Thy will be done, 

On earth as it is in heaven. 
Give us this day our daily bread; 
And forgive us our debts, 
As we forgive our debtors; (As we forgive our debtors!) 

And lead us not into temptation, 
But deliver us from evil. 
For thine is the kingdom, 
And the power, and the glory, forever! 
Amen",The Lord's Prayer,1969
The Orchestra,"What's it all about, this crazy love
How did our two worlds entwine
How do I fit in to your life
How did you get into mine
I belong to someone else we know

Back when first we met
Oh, we thought for fun
One night together might be nice
Oh...oh...but fun turned into love for both of us
So now we pay forbidden lover's price

Oh, ‘cause love like ours is never, ever free (Free)
You pay some agony for the ecstasy (For the ecstasy)
Oh, love like ours is never, ever free (Free)
You got to pay some agony for the ecstasy (For the ecstasy), oh…oh…

Nights when you're alone, you know that I
Laid with someone else beside me
Oh, but you love me still and I love you
You know I would no matter where I'd be

Hey, but love like ours is never, ever free (Free)
You got to pay some agony for the ecstasy (For the ecstasy)
Oh, love like ours is never, ever free (Free)
We got to pay some agony if we wanna have ecstasy (For the ecstasy), oh...

Hey, got to pay some agony
If we wanna have an ecstasy, yeah…eah…
And we need each other desperately, don't we, baby
And I'll never from you be free, no, no
So you'll have to do the leavin' me, yeah
And you'll have to do the leavin' me, oh, baby
‘Cause I'm gonna pay the agony, yeah
‘Cause, oh, lovin' you is ecstasy, that's what it is
And I'm willin' to pay the price, oh
‘Cause I'll make it a sacrifice, oh, yes, I will
And I'll never, never, never, never, never, never, never be free
From agony",Main Title,1975
The Orchestra,"Like the beat beat beat of the tom-tom
When the jungle shadows fall
Like the tick tick tock of the stately clock
As it stands against the wall
Like the drip drip drip of the raindrops
When the summer shower is through
So a voice within me keeps repeating you, you, you

Night and day, you are the one
Only you beneath the moon or under the sun
Whether near to me, or far
It's no matter darling where you are
I think of you

Day and night, night and day, why is it so
That this longing for you follows wherever I go
In the roaring traffic's boom 
In the silence of my lonely room 
I think of you

Day and night, night and day
Under the hide of me
There's an oh such a hungry yearning burning inside of me
And this torment won't be through 
Until you let me spend my life making love to you

Day and night, night and day",Night and Day,1984
