Band,Lyrics,Song,Year
The Black Maria,"Rats

Rats in the prison
Sentenced to obey
Broken by the slaves
Masquerading beyond the lights

I am constantly in wonder
What kind of an animal can live in this filth
And you, you're the kind of cheap whore
Who's forever been living for
Sucking the life out of me

We're rats in the prison
For one last hopeless day
The glass tomb's not escapable
Forever buried in it's grave

I am constantly in wonder
What kind of an animal can live in this filth
And you, you're the kind of cheap whore
Who's forever been living for
Sucking the life out of me

Rats, rats, rats, rats
Rats, rats, rats, rats
Rats, rats, rats

I am constantly in wonder
What kind of an animal can live in this filth
And you, you're the kind of cheap whore
Who's forever been living for
Sucking the life out of me

I am constantly in wonder
What kind of an animal can live in this filth
And you, you're the kind of fucking whore
Who'll sell your heart and soul for a dollar bill

Rats
",Rats in the Prison,2005
The Black Maria,"Smothered you suffocate,
Choke on me,
Confused you isolate all your intensions,
There's no vaccination...

Gardens that burn from fires,
Evacuate the Angels,
Who stand on funeral pyres,
To escape temptation,
Nothing has been consistent,
Not your life or your vision,
When two hearts burn as one,
Who is the victim?

You're my siren,
Entice my heart 'til it's yours,
You're my siren,
Entice my heart 'til it's yours

These bars are getting to me,
This gray box so isolating,
I've paced in it everyday,
For too long it's been my sentance...

You're my siren
Entice my heart 'til it's yours,
You're my siren,
Entice my heart 'til it's yours

Enjoy your time inside my mind and heart they're yours
Enjoy your time inside my mind and heart they're yours
Enjoy your time inside my mind and heart they're yours

You're my siren,
Entice my heart 'til it's yours
You're my siren,
Entice my heart 'til it's yours

This is yours,
This is yours,
This is yours,
This is my heart",Sirens,2005
The Black Maria,"Close your eyes and just let go
And find the beauty outside of your front door
You've been lost in the dark
Inside your apartment with a broken heart
Because it hurt too much to let go

And you have lost all your self-control
You wake up miserable
A broken heart in a box you buried away
Six feet under to get rid of all the pain

Because it hurts too much to let go
Of the life you always have known
You've been lost in yourself
Your imagination is a crippling hell
To have loved is to let go

And you have lost all your self-control
You wake up miserable
A broken heart in a box you buried away
Six feet under to get rid of all the pain

You have lost all control
You wake up miserable
A broken heart in a box you buried away
Six feet under to get rid of all the pain

You said you'd never change
And you can't seem to bring us back to the place of
Where we first started from
And you swore that you'd never leave and forever be
Mine and that you'd die beside me
So where are those forgotten promises now?

You have lost all control
You wake up miserable
A broken heart in a box you buried away
Six feet under to get rid of all the pain

You have lost all control
You wake up miserable
A broken heart in a box you buried away
Six feet under to get rid of all the pain

My light is my hope that won't stop burning
For a love that is more than just a passing thing
How long? How much more?
How long? How long will this take?
",To Have Loved,2005
The Black Maria,"Don't say goodbye
'Cause I'm still right here
And don't you give up
My love for you
Is stronger than this

I'm a tightrope walker
And a vagabond poet
Who was killed
For an artist's guilt

Time will disappear
And kill you
Without any conscience
But I'll still always be here

You know I know how much
This hurts you my dear
Just give it time
I promise we'll meet again

I'm a tightrope walker
And a vagabond poet
Who was killed
For an artist's guilt

Time will disappear
And kill you
Without any conscience
But I'll still always be here

The highway is a ghost town
And the roads are paved with glass
The moon is our spotlight
And the stars our final crowd

There's blood in the backseat
And our screams the only sound
And soon they'll be nobody here
",11:11,2006
The Black Maria,"Shots ring out like a bell
As they're running away from the scene
The sweat leaking down to my pillow
Makes it so much harder and harder to sleep

The blast gets a little bit louder
To the point that it's deafening
To see the last of the undead soldiers falling faster
And faster down to their knees

Wake up, do you believe in this honestly?

This is a call to arms, revenge is ours
We need to destroy the songs
That feed the beast in the radio
That spread like a gas leak in suburban homes

Shackled and ready to go
My army sounds like a symphony
A chant and a screaming war siren
Makes it so much harder for you to sleep at night

The blackout of an industry full of tyranny
The blackout of an industry
Is what we need to bring them down
To their knees

This is a call to arms, revenge is ours
We need to destroy the songs
That feed the beast in the radio
That spread like a gas leak in suburban homes

Wake up, turn it off
This is a breakout and the inmates are about to revolt
Take it back and take it back for good
Do you believe in this honestly?

This is a call to arms, revenge is ours
We need to destroy the songs
That feed the beast in the radio
That spread like a gas leak in suburban homes

Because this is a call to arms
",A Call to Arms,2006
The Black Maria,"


So take a minute and ask yourself why
Every second you're after just seems to pass.
Take a minute and ask why you ran away from it.
And every moment, thereafter, is a relapse.
From the memory before to the one that just passed.
Take a minute and ask yourself why.
It's easier to appease me when you are down on your knees,
And you're begging for me.
To take it easy on you, it's easier to
Leave you when you're down...

These are just wasted intentions.
They're mixed up and they're all pretentious.
Yesterday seemed so long ago,
And the best of me is almost too hard to find...
These are just wasted intentions.
They're mixed up and they're all pretentious.
Why do you face this alone?

So now you've watched the playback in your mind.
Would you agree that you let it all slip past?
I just had to ask why it got away from you.
Does every regret burn from the inside?
From the memory before to the one that just passed,
Watch it again and ask yourself why?
It's easier to appease me when you are down on your knees and alone.

These are just wasted intentions.
They're mixed up and they're all pretentious.
Yesterday seemed so long ago,
And the best of me is almost too hard to find...
These are just wasted intentions.
They're mixed up and they're all pretentious.
Why do you face this alone?

These are just wasted intentions.
They're mixed up and they're all pretentious.
Yesterday seemed so long ago,
And the best of me is almost too hard to find...
These are just wasted intentions.
They're mixed up and they're all pretentious.
Why do you face this alone?






",The Concubine,2006
The Black Maria,"


There's a machine in my head.
There's a grinding in my brain.
The best part is that it turns you on.
The grinding penetrates
Under the sheets, my dear.
We lie in love, but with fool's gold.
I want to give you the plans
Just to make you stop.
I want you to get out of here for good.
It's in my bed, but my bed is a plot.
And the shovel is anchored down to the floor.

And I won't need to see you pushing up dirt again.
And I won't need to see you gagging on sincerity.
Daylight kills us.
KO'd by it and counting to ten.
Faced with choices
To pack it in or stand up and fight again.

There's something in my hand
Pushing into my veins.
The tablature is for a death march.
I can't miss you
Because you're already gone.
This is the climax to our love song.
You're in my head, but gone for good.
Your sonnet's melody plays on.

And I won't need to see you pushing up dirt again.
And I won't need to see you gagging on sincerity.
Daylight kills us.
KO'd by it and counting to ten.
Faced with choices
To pack it in or stand up and fight again.

We lie in love but with fool's gold.






",Fool's Gold,2006
The Black Maria,"


Paralyzed between these metal walls.
And how I wish I had something more than this.
Is this success?
'Cause when I'm home, it's just another day.
A piece of the furniture with nothing to say.
Your jester who lives to fail.

Everything that was written by me is complicated.
I swear I give you my words.
They get mixed up sometimes,
And everything that was written by me,
What's the meaning? I swear I give you my words.
They get lost sometimes.

Oh, it's cute to kiss and tell.
But the craziest part is that you all will never know for sure,
Did I mean it all?
Any part at all?
They lyrics are just a fragile wall to keep me guarded from you.

Everything that was written by me is complicated.
I swear I give you my words.
They get mixed up sometimes,
And everything that was written by me,
What's the meaning?
You think you see it, the words.
They get lost sometimes.

Oh, how I bleed for you.
I wear my heart on my sleeve.
I live and bleed for only you.

With everything that was written by me,
You'll never see it,
You'll never get it.
This world gets me down sometimes...






",Living Expenses,2006
The Black Maria,"


I stocked up on the ropes and the chains.
Can we keep things together now?
My mind is a broken shell and the last pieces
Are covering the bathroom...
Which way to the door.
I'm being chased by doctors.

Lucid and tranquil.
I've got my sanity.
Everything I ever was in mapped out on the whiteboard,
For everyone and anyone.
Someone please show me the door.

To sanctity my sanctuary
Is hidden deep inside from most.
And the secrets in the locket I wear,
They've been prescribed by doctors.
I need more.

Lucid and Tranquil.
I've got my sanity.
Everything I ever was is mapped out on the whiteboard,
For everyone and anyone.
Someone please show me the room.
Where I lost my innocence
Into a vacuum of paranoid secrecy.
Is everybody after me?
Someone please show me more,
Show me more...






",Lucid,2006
The Black Maria,"Your beauty forced a change in me
Vivid and pure, it will always be haunting me
Burnt out by the temptress of old
Reborn, you're constantly challenging me

It never seemed so easy
For you to put me back together again
Lost in your eyes, the time flies by
Soon I'll be gone, left without a trace
I need you, to put me back together again

I ache for you constantly
Through my veins, I yearn for you hopelessly
And when it's my time to go
If all else fails, I desperately want you to know

It never seemed so easy
For you to put me back together again
Lost in your eyes, the time flies by
Soon I'll be gone, left without a trace
I need you, to put me back together again

Have I ever been so scared to be lost without a trace?
My heart broken in two, your memory erased
I'm so scared to be alone, you made me whole

I will always miss you
You will always have a place inside my heart

You make me whole
",Nothing Comes Easy but You,2006
The Black Maria,"This love is a curse that's fading away
If I could only see your eyes
I swear, it may just change my mind

That this wasn't a dream, a diamond I can't see
When we had everything but time
Why did we let it pass us by?

The scent of your perfume left me consumed
And every promise that you made
Were they pure and true?

'Cause when I looked beyond the mattress
I saw you for what you really were
And from that moment you've been a stranger and I've been a fool

This love is a curse that's fading away
If I could only see your eyes
I swear, it may just change my mind

That this wasn't a dream, a diamond I can't see
When we had everything but time
Why did we let it pass us by?

There's a contract in a shoe box
And a ring that comes with a veil
You've shattered all my dreams, you're a liar too

With there being so many ghosts inside
My stored past that haunts me
Will I be the one destroyed after this?

Is it a sign of weakness
Can't do it anymore
I was drowning in the ocean
Now I'm floating to the shore

You left me to die there
Sinking in the core
This love is a sequence in a series of failures

This love is a curse that's fading away
If I could only see your eyes
I swear, it may just change my mind

That this wasn't a dream, a diamond I can't see
When we had everything but time
Why did we let it pass us by?

You left me to die there
Sinking in the core
This love is a sequence in a series of failures
",The Perilous Curse,2006
The Black Maria,"


Your desperation
Your inspiration

When you finally became a mute,
While a sad song plays,
You lie helpless and lost,
Infected by the truth
That was fabricated by you.
Your image shattered in the eye of the storm.
We would never reach out to you.
How could you?

Your desperation to look like a victim
Is such a cop-out.
You're fooling yourself.
Your inspiration is your contradictions.
You've lost the concept of what's the real truth.

That it's you who is the thief.
Who should by humbled by the
Sheer size of your crimes.
We befriended you.
It was abuse.
There's no better time then the present time
To finally forget you.
How could you?

Your desperation to look like a victim
Is such a cop-out.
You're fooling yourself.
Your inspiration is your contradictions.
You've lost the concept
Of what's the real truth.

Close your eyes, and pretend that it's alright.
Do you feel it tonight?
Can you feel it tonight?
It's all crashing down.

Lately you know you've seen it.
The face, in the mirror never lies.
You're fading.
Fading...






",A Thief in the Ranks (Your Bike),2006
The Black Maria,"Give away all that you have inside
Every last moment that you're alive
Until your body is cold
Sure, as he peels away your skin
You see the monster is intent
To see this to the end

it would be easier to die...
Just easier sometimes
Because the light is a sober reminder of what he did
Your body can't get over it

life has been keeping you awake
Asphyxiated by the hate
And it never calms
Sew the aching in your veins
That no one ever sees
With the blade in the sheets

it would be easier to die...
Just easier sometimes
Because the light is a sober reminder of what he did
Your body can't get over it

it's over...it's over
Except the scars that last forever

it would be easier to die...
Just easier sometimes
Because the light is a sober reminder of what he did
Your body can't get over it



",Van Gogh,2006
The Black Mighty Orchestra,"I can't seem to face up to the facts
I'm tense and nervous and I can't relax
I can't sleep cause my bed's on fire
Don't touch me I'm a real live wire

Psycho Killer, qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away
Psycho Killer, qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away

You start a conversation you can't even finish it
You're talkin' a lot, but you're not sayin' anything
When I have nothing to say, my lips are sealed
Say something once, why say it again?

Psycho Killer
Qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away
Psycho Killer
Qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away

Ce que j'ai fait, ce soir-là
Ce qu'elle a dit, ce soir-là
Réalisant mon espoir
Je me lance, vers la gloire OK
We are vain and we are blind
I hate people when they're not polite

Psycho Killer, qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away
Psycho Killer, qu'est-ce que c'est
Fa fa fa fa fa fa fa fa fa far better
Run run run run run run run away",Psycho Killer,2006
The Black Mountain Boys,"You sit there a-crying, crying in your beer
You think you got troubles, my friend listen here 
Don't tell me your troubles, I've got enough of my own
Be thankful you're living, drink up and go home
I'm fresh out of prison, six years in the pen
Lost my wife and family, no one to call friend
Don't tell me your troubles, I've got enough of my own
Be thankful you're living, drink up and go home

Now there sits a blind man, so blind he can't see
Do you think he's complaining, why should you and me?
Don't tell me your troubles, I've got enough of my own
Be thankful you're living, drink up and go home

I'm fresh out of prison, six years in the pen
Lost my wife and family, no one to call friend
Don't tell me your troubles, I've got enough of my own
Be thankful you're living, drink up and go home",Drink Up and Go Home,2018
The Black Note Quartet,"Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yule-tide carols being sung by a choir
And folks dressed up like Eskimos.

Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight.

They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly.

And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you!",Christmas Song,2006
The Black Note Quartet,"Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight
Have yourself a merry little Christmas
Make the Yuletide gay
From now on, our troubles will be miles away
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more
Through the years we all will be together
If the fates allow
So hang a shining star upon the highest bough
And have yourself a merry little Christmas now
 
Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight
Have yourself a merry little Christmas
Make the Yuletide gay

From now on, our troubles will be miles away
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more
Through the years we all will be together
If the fates allow
So hang a shining star upon the highest bough
And have yourself a merry little Christmas now",Have Yourself a Merry Little Christmas,2006
The Black Sea,"Don't look so sad
I know it's over
But life goes on
And this old world will keep on turning
Let's just be glad
We had some time to spend together
There's no need to watch the bridges
That were burning

Lay your head upon my pillow
Hold your warm and tender body
Close to mine
Hear the whisper of the rain drops
Blowing soft against the window
And make believe you love me
One more time
For the good times

I'll get along
You'll find another
And I'll be here
If you should find you ever need me
Don't say a word about tomorrow
Or forever
There'll be time enough for sadness
When you leave me

Lay your head upon my pillow
Hold your warm and tender body
Close to mine
Hear the whisper of the rain drops
Blowing soft against the window
And make believe you love me
One more time",The Goods,2004
