Band,Lyrics,Song,Year
Graham Bickley,"Passarino - go away!
For the trap is set and waits for
Its prey!

You have come here
In pursuit of
Your deepest urge,
In pursuit of 
That wish,
Which till now
Has been silent,
Silent...

I have brought you,
That our passions
May fuse and merge - 
In your mind
You've already
Succumbed to me,
Dropped all defences,
Completely succumbed to me -
Now you are here with me:
No second thoughts,
You've decided,
Decided...

Past the point
Of no return -
No backward glances:
The games we've played
Till now are at
An end...
Past all thought
Of ""if"" or ""when"" -
No use resisting:
Abandon thought
And let the dream
Descend...

What raging fire
Shall flood the soul?
Which rich desire
Unlocks its door?
What sweet seduction
Lies before
Us...?

Past the point
Of no return,
The final threshold - 
What warm,
Unspoken secrets
Will we learn?
Beyond the point
Of no return...

CHRISTINE
You have brought me
To that moment
Where words run dry,
To that moment
Where speech
Disappears
Into silence,
Silence...

I have come here,
Hardly knowing
The reason why...
In my mind,
I've already
Imagined our
Bodies entwining,
Defenceless and silent -
And now I am
Here with you:
No second thoughts,

I've decided,
Decided...

Past the point 
Of no return - 
No going back now:
Our passion-play
Has now, at last
Begun...
Past all thought
Of right or wrong -
One final question:
How long should we
Two wait, before
We're one...?

When will the blood
Begin to race,
The sleeping bud
Burst into bloom?
When will the flames,
At last consume
Us...?

BOTH
Past the point
Of no return,
The final threshold -
The bridge
Is crossed, so stand
And watch it burn...
We've passed the point
Of no return...

PHANTOM
Say you'll share with
Me one
Love, one lifetime...
Lead me, save me
From my solitude...

Say you want me
With you,
Here beside you...
Anywhere you go
Let me go too - 
Christine,
That's all I ask of...

CARLOTTA
(spoken)
What is it? What has happened? Ubaldo!

ANDRÉ
(spoken)
Oh, my God...my God...

FIRMIN
(spoken)
We're ruined, André - ruined!

GIRY
(spoken)
Monsieur le Vicomte! Come with me!

CARLOTTA
(spoken)
Oh my darling, my darling...who has
Done this...?

You! Why did you let this happen?

GIRY
(spoken)
Monsieur le Vicomte, I know where they
Are.

RAOUL
(spoken)
But can I trust you?

GIRY
(spoken)
You must. But remember: your hand at
The level of your eyes!

RAOUL
(spoken)
But why...?

GIRY
(spoken)
Why? The Punjab lasso, monsieur. First
Buquet. Now Piangi.

MEG
(spoken)
Like this, monsieur. I'll come with you.

GIRY
(spoken)
No, Meg! No, you stay here!

Come with me, monsieur. Hurry, or we
Shall be too late",The Point of No Return,2002
Graham Bickley,"Don't know why I'm frightened
I know my way around here
The cardboard trees, the painted scenes, the sound here
Yes a world to rediscover
But I'm not in any hurry
And I need a moment

The whispered conversations in overcrowded hallways
The atmosphere as thrilling here as always
Feel the early morning madness
Feel the magic in the making
Why everything's as if we never said goodbye

I've spent so many mornings
Just trying to resist you
I'm trembling now
You can't know how I've missed you
Missed the fairy-tail adventures
In this ever-spinning playground
We were young together

I'm coming out of make-up
The lights already burning
Not long until the camera's will start turning
And the early morning madness
And the magic in the making
Yes, everything is as if we never said goodbye

I don't want to be alone that's all in the past
This world's waited long enough
I've come home at last

And this time will be bigger
And brighter than we knew it
So watch me fly, we all know I can do it
Could I stop my hand from shaking?
Has there ever been a moment with so much to live for?

The whispered conversations in overcrowded hallways
So much to say not just today but always
We'll have early morning madness
We'll have magic in the making
Yes, everything is as if we never said goodbye
Oh, please don't ever ever make me say goodbye",As If We Never Said Goodbye [From Sunset Boulevard],2002
Graham Bickley,"Whistle down the wind
Let your voices carry
Drown out all the rain
Light a patch of darkness
Treacherous and scary

Howl at the stars
Whisper when you're sleeping
I'll be there to hold you
I'll be there to stop
The tears and all the weeping

Make it clear and strong
So the whole night long
Every signal that you send
Until the very end
I will not abandon you 
My precious friend

So try and stand the time
Then your ways abandon
Send a flare up in the sky
Try to burn a torch

And try to build a bonfire
Every signal that you send
Until the very end out there
So whistle down the wind
For I have always been right there

Howl at the stars
Whisper when you're sleeping
I'll be there to hold you
I'll be there to stop
The tears and all the weeping

Make it clear and strong
So the whole night long
Every signal that you send
Until the very end
I will not abandon
You my precious friend

Try and stand the time
Then your ways abandon
Send a flare up in the sky
Try to burn a torch

And try to build a bonfire
Every signal that you send
Until the very end out there
So whistle down the wind
For I have always been
Right there",Whistle Down the Wind [From Whistle Down the Wind],2002
Graham Bickley,"Younger than springtime are you
Softer than starlight are you
Warmer than winds of June
Are the gentle lips you gave me

Gayer than laughter are you
Sweeter than music are you
Sunlight and moon beans
Heaven and earth
Are you to give me
And when your youth and joy
Invade my soul
And fill my heart
As now they do, then

Younger than springtime am I
Gayer than laughter am I
Sunlight and moon beans
Heaven and earth
Am I with you",Younger Than Springtime [From South Pacific],2004
Graham Bickley,"When I was a kid, I played on this street
I always loved illusion
I thought make-believe was truer than life
But now it's all confusion

Please, can you tell me what's happening?
I just don't know anymore
If this is real, how should I feel?
What should I look for?

If you were smart, you would keep on walking
Out of my life as fast as you can
I'm not the one you should pin your hopes on
You're falling for the wrong kind of man

This is crazy, you know we should call it a day
Sound advice, great advice
Let's throw it away

I can't control all the things I'm feeling
I haven't got a prayer
If I'm a fool, well
I'm too much in love to care

I knew where I was, I'd given up hope
Made friends with disillusion
No one in my life, but I look at you
And now it's all confusion

Please, can you tell me what's happening?
I just don't know anymore
If this is real, how should I feel?
What should I look for?

I thought I had everything I needed
My life was set, my dreams were in place
My heart could see, way into the future
All of that goes when I see your face

I should hate you
There I was, the world in my hand
Can one kiss, kiss away
Everything I planned?

I can't control all the things I'm feeling
I'm floating in mid-air
I know it's wrong, but
I'm too much in love to care

I thought I had everything I needed
My life was set, my dreams were in place
My heart could see way into the future
All of that goes when I see your face
This is crazy, you know we should call it a day

Sound advice
Great advice
Let's throw it away

I can't control all the things I'm feeling
We're floating in mid-air
If we are fools, well
We're too much in love to care
If we are fools, well
We're too much in love to care",Too Much in Love to Care [From Sunset Boulevard],2004
Graham Bond Organisation,"Hear that whistle, it's ten o'clock.
Don't let go, Don't let go.
Come on, baby, it's time to rock,
Don't let go, Don't let go.
I'm so happy I got you here,
Don't let go, Don't let go.
Keeps me grinnin' from ear to ear.
Don't let go, Don't let go.
Oo-wee, This feelin's killin' me;
Ah shucks, I wouldn't stop for a million bucks.
I love you so, Just hold me tight.
Don't let go!

Thunder, lightening, wind and rain,
Don't let go, Don't let go.
Love is stormin' inside my brain,
Don't let go, Don't let go.
I'm so eager, I'm nearly dyin',
Don't let go, Don't let go.
You've been keepin' your lips from mine.
Oo-wee, This feelin's killin' me;
Ah shucks, I wouldn't stop for a million bucks.
I love you so, Just hold me tight.
Don't let go!

Hound dog barkin' up side the hill,
Don't let go, Don't let go.
Love is draggin' him thru the mill,
Don't let go, Don't let go.
If it wasn't for havin' you,
Don't let go, Don't let go.
I'd be barkin' and howlin' too.
Oo-wee, This feelin's killin' me;
Ah shucks, I wouldn't stop for a million bucks.
I love you so, Just hold me tight.
Don't let go!

One day, baby, you'll quit me yet,
Don't let go, Don't let go.
I'll be cryin' and soakin' wet,
Don't let go, Don't let go.
One thing, baby, I'll never stand,
Don't let go, Don't let go.
Your lips kissin' some other man.
Oo-wee, This feelin's killin' me;
Ah shucks, I wouldn't stop for a million bucks.
I love you so, Just hold me tight.
Don't let go!
Just hold me tight, Don't let go!",Don't Let Go,1999
Graham Bonnet,"Oh
Come to me baby, I got something to say
I've been changing your direction every step of the way
I bring you motion and I bring desire
And I bring the potion to set you on fire

I know you need me, there can be no doubt
You've got me held inside your love and I can't get out
We must surrender to the powers that be
The angel in you and the devil in me

Warm ride, war-are-arm ride
Baby that's the way you are (that's the way you are)
Warm ride, war-are-arm ride
We can reach the highest star (ooh-ooh-ooh-ooh-ooh-ooh-ooh)

Now I warn you woman, we are two of a kind
And we both know what's comin', we got one thing in mind
I give the pleasure, satisfaction you learn
And I got the strength to make you burn, burn, burn

Warm ride, war-are-arm ride
Baby that's the way you are (woh-oh-woh-oh-woh-oh)
Warm ride, war-are-arm ride
We can reach the highest star

Why are we waiting for this love on the ri-i-ise
Why am I searching for the magic, it's in your eyes
We must surrender to the powers that be-ee-ee
The angel in you and the devil in me, Hoh

Warm ride, war-are-arm ride
Baby that's the way you are (it's just the way you are-are)
Warm ride, war-are-arm ride
We can reach the highest star

Warm ride, war-are-arm ride
Baby that's the way you are (the way you are-are)
Warm ride, war-are-arm ride
We can reach the highest star (the highest star-ar)
Warm ride, war-are-arm ride
Baby that's the way you are (just the way you are-are)
Warm ride, war-are-arm ride
We can reach the highest star (yeah-eah)
Warm ride, war-are-arm ride
Baby that's the way you are (just the way you are)",Warm Ride,1976
Graham Bonnet,"Tonight you're mine, completely
You give your soul so sweetly
Tonight the light of love is in your eyes
But will you love me tomorrow

Is this a lasting treasure
Or just a moment's pleasure
Can I believe the magic in your sighs
And will you still love me tomorrow

Tonight with words unspoken
You say that I'm the only one
But will my heart be broken
When the night meets the morning sun

I'd like to know if your love
Is a love I can be sure of
So tell me now and I won't ask again
Will you still love me tomorrow
Will you still love me tomorrow
Will you still love me tomorrow",Will You Still Love Me Tomorrow,1977
Graham Bonnet,"Ten little Indians standing around
I bet there are many but how would I know
As she was only one woman
Only one woman

And I've got a picture
Of the woman I love
Who sees my lonely face, who sees my shame
Nobody in my place, can tell me her name

'Cause she was only one woman
Only one woman
And I've got a picture
Of the woman I love

Ten little Indians, now there are none
I bet there are many, but her love still goes on
She was only one woman
Only one woman

And I've got a picture
Of the woman I love
Only one woman
Only one woman

And I've got a picture
Of the woman I love
Only one woman
Only one woman.

And I've got a picture
Of the woman I love. Only one woman
Only one woman
And I've got a picture
Of the woman I love",Only One Woman,1994
Graham Bonnet,"Darlin' darlin' 
If I could have you to call my very own 
I work my fingers to the bone, I am alone 
To you I'd always come home 

'Cause there's something about you, baby 
That makes me keep loving you 
There's something about you, baby 
Makes me love you just a little bit more 
Truly does, just a little bit more 

Sweet sweet thing, I'm satisfied 
Sweet sweet thing, you set my soul on fire 
I need you, yeah, badly 
I know what price I have to pay 
'Cause without you, darlin', I'd worry hard 
I love you anyway 

'Cause there's something about you, baby 
That makes me keep loving you 
There's something about you, baby 
Makes me love you just a little bit more 
Truly does, just a little bit more 

Sweet sweet thing, I'm satisfied 
Sweet sweet thing, you're my only desire 

I'm just yours puppet on a string 
And tears sometimes it brings 
Do me any way you wanna when you wanna 
I'll keep you just the same 

'Cause there's something about you, baby 
That makes me keep loving you 
There's something about you, baby 
Makes me love you just a little bit more 
Truly does, just a little bit more 

You're a real heartbreaker 
You will never let me sit down 
There's something about you, baby 
That shakes me all up inside 
You're a real heartbreaker 
But I need you just the same 

 

 

 
",Something About You,1994
