Band,Lyrics,Song,Year
Luis Russell,"[Instrumental]
",West End Blues,2001
Luis Russell & His Orchestra,"I can't give you anything but love
Baby
That's the only thing I've plenty of
Baby
Dream awhile, scheme awhile, baby
We're sure to find, ba-ba-ba-ba-ba-ba
Happiness and I guess
All those things you, have ba-ba-ba-be-boo 

Gee, I'd like to see you looking swell, ba-baby
Ba-ba-ba-be-boo
Diamond bracelets
Woolworth does not sell, baby
My little ba-ba-bay-ba-doe
Till that lucky day
Lucky day, you know darned well
Ba-be-bay, ba-ba-ba
I can't give you anything but love",I Can't Give You Anything But Love,1991
Luis Russell & His Orchestra,"When they begin the beguine
It brings back the sound of music so tender
It brings back a night of tropical splendor
It brings back a memory ever green

I'm with you once more under the stars
And down by the shore an orchestra's playing
And even the palms seem to be swaying
When they begin the beguine

To live it again is past all endeavor
Except when that tune clutches my heart
And there we are, swearing to love forever
And promising never, never to part

What moments divine, what rapture serene
Till clouds came along to disperse the joys we had tasted
And now when I hear people curse the chance that was wasted
I know but too well what they mean

So don't let them begin the beguine
Let the love that was once a fire remain an ember
Let it sleep like the dead desire I only remember
When they begin the beguine

Oh yes, let them begin the beguine, please make them play
Till the stars that were there before return above you
Till you whisper to me once more, ""Darling, I love you""
Then we suddenly know what heaven we're in
When they begin the, begin the, begin the beguine

When they begin the, begin the, begin the beguine
When they begin the beguine",Begin the Beguine,1999
Luis Russell & His Orchestra,"I hate to see de evenin' sun go down, 
Hate to see de evenin' sun go down
'Cause ma baby, he done lef' dis town.
Feelin' tomorrow like I feel today, 
Feel tomorrow like I feel today, 
I'll pack my trunk, make ma git away.

Saint Louis woman wid her diamon' rings 
Pulls dat man 'roun' by her apron strings.
'Twant for powder an' for store-bought hair, 
De man ah love would not gone nowhere, nowhere.
Got de Saint Louis Blues jes as blue as ah can be. 
That man got a heart lak a rock cast in the sea.

Or else he wouldn't have gone so far from me. Doggone it!
I loves day man lak a schoolboy loves his pie, 
Lak a Kentucky Col'nel loves his mint an' rye. 
I'll love ma baby till the day ah die.

Been to de gypsy to get ma fortune tole, 
To de gypsy, done got ma fortune tole, 
Cause I'm most wile 'bout ma Jelly Roll.
Gypsy done tole me, ""Don't you wear no black."" 
Yes, she done told me, ""Don't you wear no black.

Go to Saint Louis, you can win him back."" 
Help me to Cairo, make Saint Louis by maself, 
Git to Cairo, find ma old friend Jeff, 
Gwine to pin maself close to his side;
If ah flag his train, I sho' can ride.
Got de Saint Louis Blues jes as blue as ah can be. 
That man got a heart lak a rock cast in the sea.

Or else he wouldn't have gone so far from me. Doggone it!
I loves day man lak a schoolboy loves his pie, 
Lak a Kentucky Colonel loves his mint an' rye. 
I'll love ma baby till the day I die.

You ought to see dat stovepipe brown of mine, 
Lak he owns de Dimon' Joseph line, 
He'd make a cross-eyed o'man go stone blin'.
Blacker than midnight, teeth lak flags of truce, 
Blackest man in de whole of Saint Louis, 
Blacker de berry, sweeter am de juice.
About a crap game, he knows a pow'ful lot, 
But when worktime comes, he's on de dot.
Gwine to ask him for a cold ten-spot, 
What it takes to git it, he's cert'nly got.

Got de Saint Louis Blues jes as blue as ah can be.  
Dat man got a heart lak a rock cast in the sea.
Or else he wouldn't have gone so far from me. Doggone it!
I loves day man lak a schoolboy loves his pie, 
Lak a Kentucky Col'nel loves his mint an' rye. 
I'll love ma baby till the day ah die.

A black-headed gal makes a freight train jump the track, said a black-headed
Gal makes a freight train jump the track,
But a long tall gal makes a preacher ball the jack.

Lawd, a blonde-headed woman makes a good man leave the town, I said
Blonde-headed woman makes a good man leave the town,
But a red-headed woman makes a boy slap his papa down.

Oh, ashes to ashes and dust to dust, I said ashes to ashes and dust to dust,
If my blues don't get you, my jazzing must.",St. Louis Blues,1999
Luis Russell & His Orchestra,"I always thought that I'd prefer single-blessed-ness
Thought that I'd like to stay free
I never thought my time would come to marry
No wedding bells for me, I've changed my mind after all
You are the one made me fall, for

I used to smile at all the songs that were popular
Nothing but love in each song
I used to think those kind of songs were foolish
Now I admit I'm wrong: love songs are part of my plan
Show me the minister man, for

I never knew I could love anybody, honey, like I'm loving you
I couldn't realize what a pair of eyes and a baby smile could do
I can't sleep, I can't eat
I never knew a single soul could be so sweet
I never knew I could love anybody, honey, like I'm loving you",I Never Knew,2000
Luis Russell & His Orchestra,"When your money's gone
Friends have turned you down
And you wander 'round
Just like a hound
(A lonesome houn')

Then you stop to say
""Let me go away from this old town
(This awful town)

There's a place I know
Folks won't pass me by
Dallas, Texas, that's the town
I cry
(Oh, hear me cry)

And I'm going back
Going back to stay there 'til I die
(Until I die)

I've got the Dallas blues
And the Main Street heart disease
(It's buzzin' 'round)

I've got the Dallas blues
And the Main Street heart disease
(It's buzzin' 'round)

Buzzin' 'round my head
Like a swarm of little honey bees
(Of honey bees)

When I got up north
Clothes I had to spare
Sold 'em all to pay my railroad fare
(My railroad fare)

Just to come back there
Ridin' in a Pullman parlor chair
(A parlor chair)

Sent a telegram, this is what I said
""Baby, bring a cold towel for my head
(My achin' head)

Got the Dallas blues
And your lovin' man is almost dead
(Is almost dead)

I'm goin' put myself on a Santa Fe and go
(I'm goin' to go)
I'm goin' to put myself on a Santa Fe and go
(I'm goin' to go)

To that Texas town
Where you never see the ice and snow
(The ice and the snow)
",Dallas Blues,2003
Luis Russell & His Orchestra,"Thanks a million, a million thanks to you 
For everything that love could bring you brought me
Each tender love-word you happened to say
Is hidden away
In memory's bouquet
Thanks a million for I remember too 
The tenderness that your caresses taught me
You made a million dreams come true and so I'm saying
Thanks a million to you
 
Thanks a million, a million thanks to you 
For every thing that love could bring you brought me
Each tender love-word you happened to say
Is hidden away
In memory's bouquet
Thanks a million for I remember too 
The tenderness that your caresses taught me
You made a million dreams come true and so I'm saying
 Thanks a million to you
",Thanks a Million,2003
Luis Russell & His Orchestra,"Sisters and brothers
This is reverend Satchmo gettin' ready to beat out this mellow sermon for you
My text this evenin's ""When The Saints Go Marching In"" 
Here come brother Higginbotham down the aisle with his trombone, blow it, boy!

O when the Saints (when the saints)
Go marching in (marching in)
Now, when the Saints go marching in (marching in)
Yes, I want to be in that number
When the Saints go marching in

Blow it, brother Holmes!

Now when the Saints (when the saints)
Go marching in (marching in)
Oh, when the Saints go marching in (marching in)
Yes, I want to be in that number
When the Saints go marching in",When the Saints Go Marching In,2003
Luis Russell & His Orchestra,"Ol' man river
That ol' man river
He don't say nothing
But he must know something
Cause he just keeps rolling
He keeps rolling along
Rollin' along
He don't plant tators
He don't plant cotton
Them that plants 'em is soon forgotten
But ol' man river
He keeps rolling along
You and me
We sweat and strain
Body all aching
And wracked with pain
Tote that barge
Lift that bale
Get a little drunk
And you land in jail
I gets weary
Sick of trying
I'm tired of living
Feared of dying
But ol' man river
He's rolling along",Ol' Man River,2007
Luis Salinas,"You are the sunshine of my life
That's why I'll always be around
You are the apple of my eye
Forever you'll stay in my heart 
I feel like this is the beginning

Though I've loved you for a million years
And if I thought our love was ending
I'd find myself drowning in my own tears 

You are the sunshine of my life
That's why I'll always stay around
You are the apple of my eye
Forever you'll stay in my heart 

You must have known that I was lonely
Because you came to my rescue
And I know that this must be heaven
How could so much love be inside of you? 

You are the sunshine of my life, yeah
That's why I'll always stay around
You are the apple of my eye
Forever you'll stay in my heart 

Love has joined us
Love has joined us
Let's think sweet love",You Are the Sunshine of My Life,2003
