Band,Lyrics,Song,Year
Kristin Hersh,"Oh no don't you put me in that box
You know what you can do with those locks
Bet your life I'll come crawling out again
You'll have to deal with me then
You'll hear me in the wind.
I been on the other side of the Blue Ridge
Seen the Shenandoah rolling there
I stepped off the mountain's edge
Just to climb the golden stair
I seen the streets up there
I been on the mount transfiguration
Been there with my ma and my pa
On the mountain of commandment
I been handed down the law
You should have seen what I saw.

I fell to the bottom of Thales' well
Caught like a thief with a lamb
You know those stars they can cast a spell
I been caught with red hands.

I scaled the mountains skied the valleys
I've done the highs and the lows
I don't feel like work today
Hell I won't go.
Bess I won't go.

Just let me at their locks
We should all be free
Oh Bess I swear I'll call
When I'm free from me
We should all be free.",Houdini Blues,1994
Kristin Hersh,"Some store I'm not going back there any more
Wandered in don't think I'll do that again
No I don't think I'll do that again.

I swear you look at me cross-eyed
And I don't know what to do
No I don't know what to do crazy loon.

There's a room in his pallet
There's a pillow for his head
Sees an offshoot in his bottle
When he wants to see me dead
Heirlooms a loon.
Never thought I'd see that silly grin
Never thought I'd see that fool again
Never thought I'd like that lunatic.

Nothing left to dance around
What a hero
What a black and blue bird
What a loon a loon
What a loon a loon.",A Loon,1994
Kristin Hersh,"You can come back when you want to
Just know that I'll be here
I haven't left this step
And when the lights go out
I pick the angel up
I only have two hands

Is she here? is she here right now?
Drive her off; don't bother to call
I'm checking out today

Me and My charms
When I kiss the angel I have a taste of you
When I take the angel I have a piece of you
I have a piece

You can come back
I haven't left you yet
And when the lights go out
I pick the angel up
I only have two left feet
All I have in my hands, me and my charms

When I kiss the angel I have a taste of me and my charms
Me and my charms down on the ground
You can't leave me now
I haven't left you yet",Me and My Charms,1994
Kristin Hersh,"You can't get any more sunshine
I can't get over how it rains down
Oh no no no.

You can't get any more sunshine
you can't get any more broken down
Oh no no no.

Is the car parked downtown
leave it while the sun beats down
we can walk and walk and walk
walk and walk and walk.

You can't get any more sunshine 
barefoot while the heat rains down
Oh no no no.

There's nothing I forgot
I left that paper heart where it belonged
who it belonged to,
I never knew I never never knew.

Paper burns and my heart melts
when I tear at you.

Sun drops down down now now now now.",Sundrops,1994
Kristin Hersh,"Lying all night, screaming in pain
Defending the cross in the Belfast rain
The billy saw me at the end of the street
So I lit up my torch and embraced him with heat 

Town of Aintab in 340 A.D.
Threw me in a quarry, no way to get free
I called on Hate to give me my life
And he came on his black horse, obsidian knife 

Happened one night, I was lying in bed
Eyes wide open, I could have been dead
The sky lady came with her eyes shining bright
And the bears and the billies and the bullies took flight 

But I called them all back
And the sky lady too
The bears and the billies and the bullies
Me and you
We laid down our bombs and bows
And drank to their health on the Anatolian plateau 

From New Scotland to Calgary
The geese are high and so are we
We don't even need a map
We're way too fast for the highway trap 

So hit the road and shine a light
I think we're gonna find the path tonight
Shooting star and the moon is bad
It's the best damn omen that we ever had",Uncle June and Aunt Kiyoti,1994
Kristin Hersh,"If I walk down this hallway, tonight,
It's too quiet,
So I Pad through the dark
And call you on the phone
Push your old numbers
And let your house ring
Til I wake you ghost.
Let him walk down your hallway
It's not this quiet
Slide down your receiver
Sprint across the wire
Follow my number
Slide into my hand.

It's the blaze across my nightgown
It's the phone's ring.

I think last night
You were driving circles around me.

I can't drink this coffee
Til I put you in my closet
Let him shoot me down
Let him call me off
I take it from his whisper
You're not that tough.",Your Ghost,1994
Kristin Hersh,"Start with your fingers they finger the change
That carries you home in our evening
You're bee stung there.
Press your palm to your snow-coated thought cage
Carries me over your thinking
You're bee stung there.

Between the tall buildings are snow-coated alleys
Between us is nothing but grace
Snow rides the wind down and drives past the window
Falling over your face I fly out the window
And then ride the wind down
You fit me into my place
You're bee stung here.

Start with your eyes when they eye me in twilight
Picking up pieces of mine
Tie me up with twine in your eye light
String me from heaven to time you bee stung.

Between the tall buildings are snow-coated alleys
Between us is nothing but grace
Help me up when you hear me behind you falling
All over the place it's not too late.",Beestung,1994
Kristin Hersh,"Lightning and foam make a pelican fly
Copper and snow make a dusky blue boy
Your hair looks like copper
Your eyes look the same 

We dance all night
We dance all night 

You don't inspire a metric ton of trust
'Cause I'm on fire and so is all my stuff 

And we dance all night
And we dance all night 

Lightning and foam make a pelican fly
Copper and snow make a dusky blue boy
Your hair looks like copper
Your eyes look the same 

We dance all night
We dance all night 

If I lived in a pumpkin shell
I'd have the key
And if I had a daughter
She'd look a lot like me 

And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night
And we dance all night (dance all night)
And we dance all night...",The Key,1994
Kristin Hersh,"Amazing Grace
How sweet the sound
That saved a wretch like me 

I was once lost
But now am found
Was blind but now I see 

'Tis Grace that taught
My heart to fear
And Grace my fears relieved 

Now precious dear
That Grace appear
The hour I first believed 

Through many dangers
Toils and snares
I have already come 

'Tis Grace has brought
Me safe this far
And Grace will lead me home 

When we've been there
Ten thousand years
Bright shining as a sun 

We've no less days
To sing God's praise
Than when we first begun 

Amazing Grace
How sweet the sound
That saved a wretch like me 

I was once lost
But now am found
Was blind but now I see",Amazing Grace,1995
Kristin Hersh,"(One, two) 

I was standing
By the window
On a dark and cloudy day
When I saw the
Hearse come rolling
For to take my mother away 

Can the circle be unbroken
By and by, Lord, by and by
There's a better home awaiting
In the sky, Lord, in the sky 

Lord, I told the
Undertaker,
""Undertaker,
Please drive slow
For the body you are taking
Lord, I hate to see her go"" 

Can the circle be unbroken
By and by, Lord, by and by
There's a better home awaiting
In the sky, Lord, in the sky 

I followed
Close behind her
Tried to hold up and be brave
But I could not
Hide my sorrow
When they laid her in the grave 

Can the circle be unbroken
By and by, Lord, by and by
There's a better home awaiting
In the sky, Lord, in the sky 

Can the circle be unbroken
By and by, Lord, by and by
There's a better home awaiting...",Can the Circle Be Unbroken,1995
