Band,Lyrics,Song,Year
Nat Su Quartet,"All or nothing at all
Half a love, never appealed to me
If your heart, never could yield to me
Then I'd rather (rather) have nothing at all

All or nothing at all
If it's love, there is no in between
Why begin then cry, for something that might have been
No I'd rather (rather) have nothing at all

But please don't bring your lips so close to my cheek
Don't smile or I'll be lost beyond recall
The kiss in your eyes, the touch of your hand makes me weak
And my heart may go dizzy and fall

And if I fell (I fell) under the spell of your call
I would be, caught in the undertow
So you see, I've got to say no, no
All or nothing at all",All or Nothing at All,1997
Nat W. Finston & His Orchestra,"I've never met you, yet never doubt, dear;
I can't forget you, I've thought you out, dear.
I know your profile and I know the way you kiss,
just the things I miss on a night like this.
If dreams are made of imagination
I'm not afraid of my own creation.
With all my heart, my heart is here for you to take.
Why should I quake? I'm not awake.

Isn't it romantic?
Music in the night, a dream that can be heard.
Isn't it romantic?

Moving shadows write the oldest magic word.
I hear the breezes playing in the trees above
while all the world is saying you were meant for love.
Isn't it romantic
merely to be young on such a night as this?
Isn't it romantic?
Every note that's sung is like a lover's kiss.
Sweet symbols in the moonlight,
do you mean that I will fall in love per chance?
Isn't it romance?

My face is glowing, I'm energetic.
The art of sewing I found poetic.
My needle punctuates the rhythm of romance.
I don't give a stitch if I don't get rich.
A custom tailor who has no custom
is like a sailor, no one will trust 'em.
But there is magic in the music of my shears.
I shed no tears, lend me your ears.

Isn't it romantic?
Soon I will have found some girl that I adore.
Isn't it romantic?
While I sit around my love can scrub the floor.
She'll kiss me every hour or she'll get the sack
and when I take a shower she can scrub my back.
Isn't it romantic?
On a moonlight night she'll cook me onion soup.
Kiddies are romantic
and if we don't fight we soon will have a troupe.
We'll help the population,
it's a duty that we owe to dear old France.
Isn't it romance?",Isn't It Romantic,2002
Nat Wolff,"Sleep now, the sun is out
Sleep now, the sun is out
I'll meet you in the evening
Meet you in the evening
We'll do it all again
Sleep now, don't mind the birds
Sleep now, don't mind the birds
I'll meet you when it's dark out
Meet you when it's dark out
We'll do it all again

And ah, it's not so bad
Ah, it's alright
Ah, it's not so bad
Ah, look outside
Look outside
Look outside

Wake up, it's time to laugh
Wake up, it's time to laugh
Everyone is winding down
We're just getting started
We're just getting started
Wake up, I got your back
Wake up, I got your back
I can hold you up when you're feeling down
And you can do the same

And ah, it's not so bad
Ah, it's alright
Ah, it's not so bad
Ah, look outside
Look outside
Look outside
Look outside
Look outside",Look Outside,2015
Natacha Atlas,"Fun, baby
Fun, baby, does not exist
Fun, baby, does not exist
Does not exist
Does not exist, does not exist

An aysh ashan
A choufek dani
An aysh ashan
A choufek dani

Chouf el halek
Wit azeb bi zanour
Chouf el halek
Wit azeb bi zanour

Ooh, ooh

Fun, baby

Ana, ooh, ana
Ana, ya sawa
Ya leyl ya

Fun, baby, does not exist
Fun, baby, does not exist
Now it ever does exist

",Fun Does Not Exist,1995
Natacha Atlas,"Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Ismar albek, ou y'arlef al haia

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa

Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia

Ismar albek, ou y'arlef al haia
Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa

Fi l'mahaba fi salaam
(Ismar albek, bi t'ralef fil l'haia)

Fi salaam fi l'mahaba
(Ismar albek, ou y'arlef al haia)

Yalla nat'salih irna irwaa
Mara lahma mi baraka
Allah

Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Ismar albek, ou y'arlef al haia

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa

Yalla narga li salaam
(Bini ou binek, aya tawila)

Yalla narga li marhaba
(Bini ou binek, aya tawila)

Ma lehmat allah yalla
Anatsalih t'arna irwa
Wi alham allah wi barek

Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Ismar labek, ou y'arlef fil haia

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa

Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Ismar albek, ou y'arlef fil haia

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa
Leysh

Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Leysh
Ismar albek, ou y'arlef fil haia

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa
Fi salaam

Leysh nat'arak, ounahna koulna sawa
Fi l'mahaba
Leysh nat'arak, ounahna koulna sawa
Ismar albek, bi t'ralef fil haia
Ismar albek, ou y'arlef fil haia
Fi salaam

Bini ou binek, aya tawila
Leysh nat'arak, ounahna koulna sawa
Leysh nat'arak, ounahna koulna sawa

",Leysh Nat'arak,1995
Natacha Atlas,"the rhythm of hands 
the heartbeat of drums
the rhythms of the universe
that which has been and will always be
a sacred dance
let's go!

lets play with love you and me and walk with love
together, you and me
you with me

together, you and me
we walk with love

let's go lets go lets go (repeated)

and i give my life to you...

",Yalla Chant,1995
Natacha Atlas,"ya bou alb agib
mahma t'rouh, t'rouh, wo taghib
ya bou alb agib
mahma t'rouh, t'rouh, wo taghib
albi i'oul lek ya habibi
dah min ghirek da ma ifiq
albi i'oul lek ya habibi
dah min ghirek da ma ifiq
'oul li wenta rah ila ani
ya habibi arrab minni
'oul li wenta rah ila ani
ya habibi arrab minni
refrain:
nefsi achoufek, achoufek gami
dah enta ya rohi albi, wo omri
nefsi achoufek, achoufek gami
dah enta ya rohi albi, wo omri
ya bou... ya bou... alb agib...
ya bou... ya bou... alb agib...
ya habibi, ed-dounya ma̢k helwa
denta, fiha, alha ghenoua
ya habibi, ed-dounya ma̢k helwa
denta, fiha, alha ghenoua
nefsi, achoufek, koulli sania
ya... ya... bou alb agib.......
ya bou alb agib
mahma t'rouh, t'rouh, wo taghib
ya bou alb agib
mahma t'rouh, t'rouh, wo taghib
alb i'oul lek ya habibi
dah min ghirek da ma ifiq
alb i'oul lek ya habibi
dah min ghirek da ma ifiq
'oul li wenta rah ila ani
ya habibi arrab minni
'oul li wenta rah ila ani
ya habibi arrab minni
repeat refrain
ya... bou... alb agib...
ya... bou... alb agib...
ya..... bou... alb agib.....
ya..... ya..... bou alb agib...",Agib,1997
Natacha Atlas,"Lish, habibi lish
Habibi lish kidda wana
Bahebak

Ya rohi ana

Habibi lish kidda wana
Bahebak
",Kidda,1997
Natacha Atlas,"Moustahil ansalikaan
Ansalikaan, ayam zaman
Ahbab couna sawa
Couna sawa, ana winta sawa

Moustahil ansalikaan
Ansalikaan, ayam zaman
Ahbab couna sawa
Couna sawa, ana winta sawa

Feen el ghofraan, feen el ghofraan
Wil alb el malyan
Ayam ayam bit eaddi
Zay el hawa, zay el hawa

Feen el ghofraan, feen el ghofraan
Wil alb el malyan
Ayam ayam bit eaddi
Zay el hawa, zay el hawa

Balash, balash, balash
Balash asif el kalamna amal
Khalli, khalli, khalli
Khalli sada't werken el amal
Balash asif el kalamna amal
Balash asif el kalamna amal

Wenashidna el monaa
Wenashidna el monaa
Wenashidna el monaa
Wenashidna el monaa

Wenashidna el monaa
Wenashidna el monaa
Wenashidna el monaa
Wenashidna el monaa
",Moustahil,1997
Natacha Atlas,"qalat ya weledi
qalat ya ebeni

chouftek betebki
chouftek fi khayeli

qalat ya weledi
qalat ya ebeni

chouftek fi zekeri
chouftek betebki x3

ka'anek mafakel
ka'anek masrour
isma l haqiyqa
itfataha ala nour
itfataha ala nour

ma tensaach asdiqa ek
ma tensaach asdiga ek

wo lli fekrou fik
wo lli fekrou fik
ma t'darch min amammak
ma tfouq min tareq
(repeat)

el haya mech sahla
ma t'khafchi mmin dalam
wo koul al asrar, mektoub fi l ahlam

wo koul al asrar mektoub fi l ahlam
itfataha ala nour
mektoun fi l ahlam
qalat ya weledi
qalat ya ebeni
mektoub fi ahlamek
mektoub fi l ahlam...

ya ebeni...",Ya Weledi,1997
