Band,Lyrics,Song,Year
Marcia,"Young, gifted and black
Oh what a lovely precious dream
To be young, gifted and black
Open your heart to what I mean

In the whole world you know
There are billion boys and girls
Who are young, gifted and black
And that's a fact!

Young, gifted and black
We must begin to tell our young
There's a world waiting for you
This is a quest that's just begun

When you feel really low
Yeah, there's a great truth you should know
To be young, gifted and black
Your soul's intact

(Oh young) young, gifted and black
Oh how I long to know the truth
There are times when I look back
And I am haunted by my youth

Oh but my joy of today
Is that we can all be proud to say
To be young, gifted and black
Is where it's at

Young, gifted and black
We must begin to tell our young
There's a world waiting for you
This is a quest that's just begun

When you feel really low
Yeah, there's a great truth you should know
When you are young, gifted and black
Your soul's intact

(Oh young) young, gifted and black
Oh how I long to know the truth
There are times when I look back
And I am haunted by my youth

Oh but my joy of today
Is that we can all be proud to say
To be young, gifted and black
Is where it's at

Is where it's at
Is where it's at
Is where it's at
Is where it's at
Is where it's at
Is where it's at",To Be Young Gifted And Black,2009
Marcia A. Cole,"Whadda you do in the evening
When you don't know what to do?
Read a book?
Play a game?
Every night it's just the same!

Whadda you say if I tell you
How to keep from feeling blue?
My advice is good to take,
And it's easier to do!

When you're all alone, any old night,
And you're feeling mighty blue,
Pick up your hat,
Close up your flat,
Get out, get under the moon.

Underneath the bright silvery light,
You'll be feeling better soon!
Pick up your hat,
Close up your flat,
Get out, get under the moon.

Ba-da-da-da-da-da,
Look, look, look at those stars above,
Ah look, look, look at those sweeties love!
Oh boy, give me a night in June,
I mean it!

When you're all alone, any old night,
And you're feeling out of tune,
Pick up your hat,
Close up your flat,
Get out, get under the moon.

When you make a date, any old night,
You're gonna meet your sweetie soon?  (are yuh, huh?)
Well then pick up your hat,
Close up that flat,
Get out, get under the moon.

Underneath that bright silvery light,
You'll be feelin' better soon!
Pick up your hat,
Close up your flat,
Get out, get under the moon.

Ba-da-da-da-da-da,
Walk, walk, kiss me then
Walk again,
And talk, talk, kiss and then
Talk again,
Oh boy, sweethearts are all in tune,
I mean it!

When it's raining out,
Oh stay in your flat,
But on a lovely night in June,
Pick up your hat,
Close up your flat,
Get out, get under the moon.",Get out and Get Under the Moon,2006
Marcia Ball,"Something told me it was over
When I saw you and him talking
Something deep down in my soul said ""Cry boy""
When I saw you and him out walking
I would rather, I would rather go blind girl
Than to see you walk away from me child
So you see I love you so much
I don't want to see you leave me baby
Most of all I just don't, I just don't want to be free

I was just, I was just sitting here thinking
Of your kiss and your warm embrace child
When the reflection in the glass
That I been held to my lips now baby
Revealed the tears I had on my face
I would rather, I would rather be blind child
Than to see you walk away from me
Baby, baby, baby I would rather go blind
Than to see you walk away from me",I'd Rather Go Blind,1984
Marcia Ball,"Well I could play with Tom, Dick and Harry
But for me you're the only one
Who makes me me shiver, makes me tingle
And who brings my loving down

I played the love game before I met him
It's a game I've always won
But now you set my soul on fire
And I really had my fun

With other boyfriends, the good-time men friends
I still had to walk this road all by myself
I was their play girl, a careless gay girl
But I put them all on the shelf

I found my true love with you forever
And my life has just begun
'Cause now you set my soul on fire
And I really had my fun

Good bye to play boys, those hey hey boys
Good bye to everyone but you my love
Well no more heart aches, no more heart breaks
I swear by all the stars above

Well, well on my soul, my love, my heart
Miss you darling from now on
'Cause now you set my soul on fire
And I really had my fun",Soul on Fire,1984
Marcia Ball,"Nightfall follows the day
You fight with me
Fill me with patience
I was so brave once
You rescued me
Got in my way

A thousand times
Dumbfounded lies
In tidy lines
Let blood flood the town

Thoughts that dwell
On how we fell
That time will tell
A bedside story of

We've heard it before
Unsettled sleep
When will it all stop?
I hear a pin drop
You've answered me
Loud and clear

So know your fate
The time and date
We escalate
We fall on holy ground

Thoughts that dwell
On how we fell
That time will tell
A bedside story of

I'm here
Leave me to wait near
You recognise me
Get in my way, dear
The price to pay, dear
You'll recognise me
I'll be laying

Where your golden light
Where your golden light

A thousand times
In tidy lines
Let blood flood the town

Thoughts that dwell
On how we fell
That time will tell
A bedside story of",A Thousand Times,1984
Marcia Ball,"Well my sister got married at very early age
Momma got her ready for her wedding day
Everybody came to see the beautiful bride
She was so young that everybody cried
Daddy said I wish it wouldn?t happen to a child of mine

Now they moved to a town not too far away
My sister stayed home, her husband worked all day
Sister got tired of having nothing to do
So she thought that she?d like to have a baby or two
Daddy said babies having babies is an awful crime

But she had her one and another came along
And she was so happy like nothing was wrong
Everybody waited for the axe to fall
They said she never had a chance to live her life at all
Daddy said trouble, it?s just a matter of time

Now babies grew to children as babies will do
They added four more to the original two
Til the house was so full it was busting at the seams
They had a half a dozen little mouths to feed
Daddy said that poor girl must be going out of her mind

They had to work hard just to make ends meet
But they always had shoes and plenty to eat
So much love in that little bitty house
Nobody thought that they were doing without
Daddy said I say a little prayer for them every night

Well the years went by so happily
Sister was a momma like she wanted to be
Making home for her husband and her family 
With the babies bouncing on their Paw Paw?s knee
Daddy said I knew everything would work out fine

Daddy said I knew everything would work out fine",Daddy Said,1989
Marcia Ball,"Whoa...There's something on my mind
Won't somebody please, please tell me what's wrong

You're just a fool, you know you're in love
You've got to face it to live in this world
You take the good along with the bad
Sometimes you're happy and sometimes you're sad
You know you love him, you can't understand
Why he treats you like he do when he's such a good man

He's got me smilin' when I should be ashamed
Got me laughing when my heart is in pain
Oh no, I must be a fool
But I'll do anything you ask me to
 
You're just a fool, you know you're in love
You've got to face it to live in this world
You take the good along with the bad
Sometimes you're happy and sometimes you're sad
You know you love him, you can't understand
Why he treats you like he do when he's such a good man

Without my man I don't wanna live
You think I'm lying but I'm telling you like it is
He's got my nose open and that's no lie
And I, I'm gonna keep him satisfied
 
You're just a fool, you know you're in love
You've got to face it to live in this world
You take the good along with the bad
Sometimes you're happy and sometimes you're sad
You know you love him, you can't understand
Why he treats you like he do when he's such a good man

A wave of action speaks louder than words
The truest thing that I ever heard
I trust my man and all that he do
And I, and I'll do anything he wants me to do
 
You're just a fool, you know you're in love
You've got to face it to live in this world
You take the good along with the bad
Sometimes you're happy and sometimes you're sad
You know you love him, you can't understand
Why he treats you like he do when he's such a good man",A Fool in Love,1990
Marcia Ball,"It hurts to be in love, when the only one you love
turns out to be someone who's not in love with you.
It hurts to love her so
when deep down inside you know,
she will never love you, no matter what you do.

And so you cry a little bit (hurts to be in love)
Oh you die a little bit (hurts to be in love)
Day and night, night and day
It hurts to be in love this way.

How long can I exist?
Wanting lips I've never kissed
She gives all her kisses to somebody else.
She thinks I'm just a friend
now it hurts, I must pretend
The only way to keep her, is to keep it to myself.

And so I cry a little bit (hurts to be in love)
Oh I die a little bit (hurts to be in love)
Day and night, night and day
It hurts to be in love this way.

Yes I cry a little bit (hurts to be in love)
Oh I die a little bit (hurts to be in love)
Day and night, night and day
It hurts to be in love this way.

It hurts to be in love, day and night, night and day
it hurts to be in love. night and day, day and night
it hurts to be in love, day and night, night and day......
",It Hurts to Be in Love,1990
Marcia Ball,"Sometimes I get a good feeling
I get a feeling that I never, never had before
And I got to tell you right now
I believe, I really do believe that

Something's got a hold on me
(Oh, it must be love)
Something's got a hold on me right now child
(Yeah, it must be love)

Let me tell you now
I never felt like this before
Something's got a hold on me that won't let go
I believe I'd die if I only could
I sure feel strange, but I sure feel good
I said, oh yeah
It must be love
(You know it must be love)

Let me tell you now
Something's got a hold on me
(Oh, it must be love)
Something's got a hold on me right now child
(Yeah, it must be love)

Let me tell you now
I got a feeling, I feel so strange
Everything about me seems to have changed
Step by step, I got a brand new walk
I even sound sweeter when I talk
I said, oh yeah
It must be love
(You know it must be love)

Let me tell you now
My heart feels heavy, my feet feel light
I shake all over, but I feel alright
I never felt like this before
Something's got a hold on me that won't let go
I never thought it could happen to me
My heart was heavy when in misery
I never thought it could be this way
Love's sure gonna put a hurting on me

I said oh yeah
It must be love
(You know it must be love)
Yeah he walks kike love
(Yeah he walks like love)
And he talks like love
(And he talks like love)
Makes me feel alright
(Makes me feel alright)
In the middle of the night
(In the middle of the night)
Na na na na!",Something's Got a Hold on Me,1992
Marcia Ball,"It's a heart breaking situation
I can almost feel the pain
When my loves starts to crumble in
Puts a woman under strain

That's what I get for falling in love
Trying to push and shove my way through
That's what I get for falling in love
Falling in love with you

When the rains came, they came a little too strong
We talked too much and too long about it
But I think about you each and every day
What can I do, what can I say?

That's what I get for falling in love
Trying to push and shove my way through
That's what I get for falling in love
Falling in love with you

I pray to Heaven each and every day
Our love will take away restraints
But if you wanna be brave, honey, listen to this one thing
God don't wanna hear no complaints

That's what I get for falling in love
Trying to push and shove my way through
That's what I get for falling in love
Falling in love with you

It's a heart breaking situation
I can almost feel the pain
When my loves starts to crumble
Puts a woman under strain

That's what I get for falling in love
Trying to push and shove my way through
That's what I get for falling in love
Falling in love with you

That's what I get for falling in love
Trying to push and shove my way through
That's what I get for falling in love
Falling in love with you",That's What I Get,1994
