Band,Lyrics,Song,Year
Keaton Henson,"And It seems as though
I'm on my own
And time transcends, oh!

And it seems I speak
Like waters leak
And I'm losing friends, oh!

And there'll be coins on my eyes
There'll be coins on my eyes
To pay Charon
Before I let you near my son

And I don't feel well
Oh, couldn't you tell,
From the way I touch my face?

My thoughts are low
And I cannot grow
In this small space, oh!

But there'll be coins on my eyes
There'll be coins on my eyes
To pay Charon,
Before I let you near my son

And I ain't no,
And I ain't no,
And I ain't no Hercules
I ain't no Hercules",Charon,2010
Keaton Henson,"I am alone, so don't speak
I find war, and I find peace
I find no heat, no love in me

And I am low and unwell
This is love, this is hell
This sweet plague that follows me

And my body's weak
Feel my heart giving up on me
I'm worried it might just be
And my body's weak
Feel my lungs giving up on me
I'm worried it might just be
Something my soul needs

And I see a war on the screen,
And it is is cruel and unclean
But I still worry more about you

And I am rude and unkind
Have no thought, and have no time
Have no eyes, so no point of view

And my body's weak,
I feel my heart giving up on me,
I'm worried it might just be
My body's weak,
Feel my lungs giving up on me
I'm worried it might just be
Something my soul needs
Something my soul needs
Something my soul needs

And I am more than this frame,
I feel hurt and I feel shame
I just wish you would feel the same

And I am more than these bones
I feel love, I feel alone
I just wish you would come home

My body's weak
I feel my heart giving up on me
I'm worried it might just be
My body's weak,
Feel my lungs giving up on me
I'm worried it might just be
Something my soul needs
Something my soul needs
Something my soul needs

Is you, lying next to me.
And it's you, lying next to me.",Flesh and Bone,2010
Keaton Henson,"Oh mama, she broke my head
It's been four years and it does not end
Oh mama I lost my mind
But you must've heard that a dozen times
Yeah, you must've heard that a dozen times,
Today, today, today

On the way to my hotel
I found myself wishing I lived there
On the way to my own home
I still felt alone but I knew that you'd be there, oh

Oh mama, there's no one else
I loved her more than I love myself
Oh mama, I cannot cry
And oh mama, make me go outside
And Oh mama, make me go outside
Today, today, today

On the way to that hotel
I found myself wishing I lived there
And on the way to my own home
I felt alone, but I knew that you'd be there, oh

Oh mama, she broke my head
It's been four years and it does not end
Oh mama, I cannot cry

Mama, she is with another guy
Mama, she is with another guy",Nests,2010
Keaton Henson,"I won't see til you come back
I won't sing til you know that
And it won't be long
Til you know my songs

Then I'll know, and you'll come back

I won't move til you love me
I won't dance til you hold me
And it won't be long
Til you know my songs

Then you'll know, and you'll come back

And I won't see a light til you come back to me
And I won't feel a breeze til I hear your house key
And I won't hear a sound til you fall to my knees,
Sayin' ""please, don't leave me""

I won't breathe til you're with me,
And my heart won't beat, Lord forbid me
And it won't be long
Til you hear this song

And you'll turn to me

And I won't see a light til you come back to me
And I won't feel a breeze til I hear your house key
And I won't hear a sound til you fall to my knees,
Sayin' ""please, don't leave me""
Sayin' ""please, don't leave me""

And I'll leave you, Marie
With your bags at your feet
And your frame dropped to your knees

I think we'll be even then, don't you agree?
I think we'll be even then, don't you agree?
Yeah, I think we'll be even then,
Don't you agree?",Not That You'd Even Notice,2010
Keaton Henson,"I'm sorry,
Can't make your party
I'll be busy burning

And I'm afraid
I'd kill your lover
While your back was turned

Oh

So this is where you wanted to be
And it's a goddamn shamed that you're not here with me
And I can't see your face anymore
But if I could, it wouldn't look like before
Look like

The thought of your hands 
On his chest
Makes my stomach itch

And I see pictures now
Of the two of you
And it makes me sick

Damn, I love you
Damn, I love you
Damn, I love you
Damn, I love
Damn, I love
Damn, I love
Damn, I love
You",Party Song,2010
Keaton Henson,"And I know that there's friction
Between me and you,
I know that you're uncomfortable,
Believe me, I do.
I know that it's hard for you to tell me the truth.
But while we are doing so,
Sarah, I love you.

And though your skin's sheet white
And your arms carry scars.
Your hair isn't clean much,
Your lungs black with tar.
And god, you love to argue,
You can't play guitar.
But still, let me tell you
That I love who you are
Still let me tell you
That I love who you are.

Love, young love
I hope you are well
At least we now both
Have a story to tell
Young love, I feel
You know me better than most
In spite of real distance, we'll always be close,
In spite of real distance, we'll always be close.

Golden Brown was our soundtrack
A long time ago
We spent all our days in the lines
Outside shows
And I still remember this day,
A long time ago
I walked through the rain for you,
You said to ""go home,""

Young love, young love
I hope you are well
At least we now both
Have a story to tell
Young love, I feel
You know me better than most
In spite of real distance, we'll always be close,
In spite of real distance, we'll always be close.",Sarah Minor,2010
Keaton Henson,"Miss you terribly already,
Miss the space between your eyelids,
Where I'd stare through awkward sentences
And avoid through awkward silence

Miss your teeth when they chatter,
When we smoked out in my garden
When we couldn't sleep for all the heat,
Soft talk began to harden.

Miss your small hands in the palm of mine
The fact they're good at making,
Miss your sitting up incessantly,
And the fact you're always waking in the night, night.

And I,
I hope for your life
You forget about mine
Forget about mine

Miss your teeth dug in my shoulder,
As we rolled in early morning,
Miss your arm dying beneath me,
As I lay there simply yawning

Please forget me, you were right dear,
I am cold and self-involved,
And though I'll miss you, recent lover
I am weak and therefore fold

Get distracted by my music,
Think of nothing else but art
I'll write my loneliness in poems,
If I can just think how to start

Dot my I's with eyebrow pencils,
Close my eyelids, hide my eyes,
I'll be idle in my ideals,
Think of nothing else but I.

I, and I

And I,
I hope for your life
You can forget about mine
Just forget about mine
Oh, mine.",Small Hands,2010
Keaton Henson,"Does he know who you are?
Does he laugh, just to know
What he has?

Does he know not to talk
About your dad?
Does he know when you're sad?

You don't like to be touched,
Let alone kissed.

Does he know where your lips begin?

Do you know who you are?
Do you laugh, just to think
What I lack?

Do you know your lip shakes
When you're mad?
And do you notice when you're sad?

You don't like to be touched,
Let alone kissed.

Does his love make your head spin?",You Don't Know How Lucky You Are,2010
Keaton Henson,"He was a captain of industry
He was a captain of the sea, oh
He was a gentle man
With cracks and lines across his hands, oh

Iron waves crashed on his face,
Made him feel less alone, oh

She was engaged to be a bride
With eyes so true, he could have cried, oh
She watched him cry on his knees
""Dear Ollie, please let me be,"" oh

Iron waves crashed on his face,
Made him feel less alone, oh

""Ollie,"" she said, ""leave me be""
""Ollie,"" she said, ""leave me be""

She left him, and he left everything
She left him, he left everything
She left him, he left everything",Oliver Dalston Browning,2010
Keaton Henson,"I've been looking for you all year long
Just to tell me I have not been wrong
Is this all that you can give me back?
Come on, woman, you'll have to do less than that

And now I see that waking everyday
Always leads straight to feeling this way
And if you have no more to say than that
Oh well, I'll be leaving and I won't come back

I'd give you all I have
If I could get it back
This has been the best of me
I hope you end up missing me
And I'll hold on to that 
And I'll hold on to that
And I'll hold on to that

Is the water dragging at your feet
Urging you to slip down underneath
Are you gonna let me take your soul
My god, you lead me on, I'm gonna eat you whole

You son of a bitch,
Stop writing songs like this
You think you're better than them
But they don't have to pretend

I give you all I have
If I could get it back
This has been the best of me
I hope you end up missing me
And I'll hold on to that 
And I'll hold on to that
And I'll hold on to that
And I'll hold on to that
And I'll hold on to that",Kronos,2012
