Band,Lyrics,Song,Year
James Kirkland,"Last night was the worst night of my life no doubt
Cause while I stayed at home someone else took you out
I cried cause I love you with all of my might
And I missed me how I missed me at your house last night
I missed holding hands walking out on your lawn
I missed the sweet kiss that was mine for so long
Were you happy with new arms wrapped around you so tight
I missed me how I missed me at your house last night

Did the neighbors say they noticed anything strange
Like a different car parked in your drive for a change
Did they watch as he kissed you beneath the porch light
Did they miss me like I missed me at your house last night
I missed holding hands",I Missed Me [#],1987
James Kirkland,"I walked by the river
Where we said goodbye,
Thought of your kisses,
And didn't even cry
I'm gettin' better, I'm gettin' better

I talked with an old friend,
He asked about you
I managed to tell him
With just a tear or two
I'm gettin' better, I'm gettin' better

I know I'll never be the same
I was standin' too close to the flame
But it doesn't hurt so much
To hear your name
I think I'll make it, I'm gettin' better",I'm Getting Better [#],1987
James Kohono,"I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die",St. Louis Blues,1998
James L. Dean,"All or nothing at all
Half a love, never appealed to me
If your heart, never could yield to me
Then I'd rather (rather) have nothing at all

All or nothing at all
If it's love, there is no in between
Why begin then cry, for something that might have been
No I'd rather (rather) have nothing at all

But please don't bring your lips so close to my cheek
Don't smile or I'll be lost beyond recall
The kiss in your eyes, the touch of your hand makes me weak
And my heart may go dizzy and fall

And if I fell (I fell) under the spell of your call
I would be, caught in the undertow
So you see, I've got to say no, no
All or nothing at all",All or Nothing at All,2005
James L. Dean,"Whenever skies look gray to me
And trouble begins to brew,
Whenever the Winter winds become too strong,
I concentrate on you.

When fortune cries ""Nay! Nay!"" to me
And people declare ""You're through!"",
Whenever the blues become my only song,
I concentrate on you.

On your smile so sweet, so tender,
When at first your kiss I decline.
On the light in your eyes when I surrender,
And once again our arms intertwine

And so, when wise men say to me
That love's young dream never comes true,
To prove that even wise men can be wrong,
I concentrate on you.",I Concentrate on You,2005
James L. Dean,"I hear music when I look at you,
A beautiful theme of every
Dream I ever knew.
Down deep in my heart I hear it play.
I feel it start, then melt away.

I hear music when I touch your hand,
A beautiful melody
From some enchanted land.
Down deep in my heart, I hear it say,
Is this the day?

I alone have heard this lovely strain,
I alone have heard this glad refrain:
Must it be forever inside of me,
Why can't I let it go,
Why can't I let you know,
Why can't I let you know the song
My heart would sing?

That beautiful rhapsody
Of love and youth and spring,
The music is sweet,
The words are true 
The song is you.",The Song Is You,2005
James L. Venable,"It's magic you know
Never believe it's not so
It's magic you know
Never believe it's not so

Never been awake
Never seen a day break
Leaning on my pillow in the morning
Lazy day in bed music in my head
Crazy music playing in the morning light

It's magic you know
Never believe it's not so
It's magic you know
Never believe it's not so

I love my sunny day
Dream of far away
Dreaming on my pillow in the morning
Never been awake
Never seen a day break
Leaning on my pillow in the morning light

It's magic you know
Never believe it's not so
It's magic you know
Never believe it's not so

It's magic you know
Never believe it's not so
It's magic you know
Never believe it's not so",Magic,2006
James LaBrie,"Well you're just seventeen - all you wanna do is disappear
You know what I mean there's a lot of space
Between your ears
The way that you touch don't feel nu nu nothin'
Hey hey hey hey, it was the D.N.A.
Hey hey hey hey, that made me this way
Do you know, do you know, do you know, just how I feel ?
Do you know, do you know, do you know, just how I feel ?

Sheer heart attack
Sheer heart attack
Real cardiac

I feel so inar, inar, inar, inar, inar, inar, inar, inar - ticulate

Gotta feelin', gotta feelin', gotta feelin', like a paralyse
It ain't no, it ain't no, it ain't no, it ain't no surprise
Turn on the T.V. let it drip right down in your eyes
Hey hey hey hey, it was the D.N.A.
Hey hey hey hey hey, that made me this way
Do you know, do you know, do you know, just how I feel ?
Do you know, do you know, do you know, just how I feel ?

Sheer heart attack
Sheer heart attack
Real cardiac

I feel so inar, inar, inar, inar, inar, inar, inar, inar - ticulate
Just how I feel
Do you know, do you know, do you know. do you know, just how I feel ?

Do you know, do you know, do you know, just how I feel ?
Do you know, do you know, do you know, do you know, just how I feel ?

Sheer heart attack
Sheer heart attack
Real cardiac",Sheer Heart Attack,2001
James LaBrie,"A thousand years of sleep
I've missed the rising sun
Wish I could change this
Always the same
With each one, every night
I'd watch as the light
Slowly fades from their eyes

Oh so long
Long ago
What he took
Then gave to me
There is no end
It's not what I thought it'd be

Left drained felt impaired
The eyes drew me inside
Hypnotic waltz from his stare
Letting go

Oh I still love
With the night will arrive
The cobblestones
Light misty air
The brief caress
Our sweet affair

Oh so long
Long ago
I was just like any of you
A Simple Man
There was nothing I could do

But I've grown so tired
There's no need to hold on
If you hear me
Just wanna be
Be the man I was

Please believe
If I could
I would change
One thousand years
And still I am
Looking like the day
This all began

Oh so long
Long ago
What he took
Then gave to me
Take it back
And give back the man in me

I'm going on my way
I'm going where there's no desire
Goin' on where I'll stay higher than now

I want what you have taken
My life has been forsaken
Many nights I lay torn I'm breaking down
Why all this began
What's there to care for
Fade away",A Simple Man,2001
James LaBrie,"Father watch me fall
Witness my mistakes
I have lost it all
I'm about to break

Before the sound of dawn
I turned my back on you
The life in me was gone
My consciousness withdrew

Fear
Tormenting me
Guilt
Won't let me be

I chose a different way
But there's nowhere I could hide
From one end of the world
To the other side

I've never felt as cold
As I do today
There's nothing here to hold
No reason I should stay

Crucify
Resist, deny
Kill the pain that dwells inside
Send your word
From on high
So this part of me will die

Can you hear my thoughts
I know what I have done
You are all I've got
And I don't want to run

Surrender to your will
From the ashes I am new
Your presence is revealed
Showing all that's true

Fear
Tormenting me
Guilt
Won't let me be

Crucify
Resist, deny
Kill the pain that dwells inside
Send your word
From on high
So this part of me will die

Crucify
Resist, deny
Kill the pain that dwells inside
Send your word
From on high
So this part of me will die",Crucify,2005
