Band,Lyrics,Song,Year
Lu Watters' Yerba Buena Jazz Band,"I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die",St. Louis Blues,2000
Lu Watters' Yerba Buena Jazz Band,"Where's that tiger! Where's that tiger!
Where's that tiger! Where's that tiger!
Hold that tiger! Hold that tiger ! Hold that tiger! 
Choke him, poke him, kick him and soak him!
Where's that tiger? Where's that tiger?
Where oh where can he be?
Low or highbrow, they all cry now
""Please play that Tiger Rag for me""
 
Where's that tiger! Where's that tiger!
Where's that tiger! Where's that tiger!
Hold that tiger! Hold that tiger ! Hold that tiger! 
Choke him, poke him, kick him and soak him!
Where's that tiger? Where's that tiger?
Where oh where can he be?
Low or highbrow, they all cry now
""Please play that Tiger Rag for me""",Tiger Rag,2005
Lua E Garoto Band,"I, Yi, Yi, Yi, Yi I, Yi, Yi, Yi, Yi
I, Yi, Yi, Yi, Yi I, Yi, Yi, Yi, Yi
 
There's a girl in Rio de Janeiro
Who sings in a cafe
With a smile that's so entrancing
So sweet, so cute, so gay
When you go to Rio de Janeiro
Say you'll enjoy your stay
When she sings an American love song
In a South American way
 
I, Yi, Yi, Yi, Yi, I like you very much
I, Yi, Yi, Yi, Yi, I think you're grand
Why, why, why is it that when I feel your touch
My heart starts to beat, to beat the band
I, Yi, Yi, Yi, Yi, like you to hold me tight
You are too, too, too, too, too, divine
If you want to be in someone's arms tonight
Just be sure the arms you're in are mine
Oh, I like your lips and I like your eyes
Would you like my hips to hips-notize you
Si, Si, Si, Si, Si, Si, see the moon above
Way, way, way, way, way, up in the blue
Si, Si, Si, senor I think I fall in love and when I fall
I think I fall for you
I, Yi, Yi, Yi, Si, Si, Si, Si
I, Yi, Yi, Yi can see, see that you're for me
 
I, Yi, Yi, Yi, Yi, I like you very much
I, Yi, Yi, Yi, Yi, I think you're grand
Why, why, why is it that when I feel your touch
My heart starts to beat, to beat the band
I, Yi, Yi, Yi, Yi, like you to hold me tight
You are too, too, too, too, too, divine
If you want to be in someone's arms tonight
Just be sure the arms you're in are mine
Oh, I like your lips and I like your eyes
Would you like my hips to hips-notize you
Si, Si, Si, Si, Si, Si, see the moon above
Way, way, way, way, way, up in the blue
Si, Si, Si, senor I think I fall in love and when I fall
I think I fall for you
I, Yi, Yi, Yi, Si, Si, Si, Si","I, Yi, Yi, Yi, Yi (I Like You Very Much)",2000
Lua E Garoto Band,"Ai, ai, ai, ai
Have you ever danced in the tropics?
With that hazy lazy
Like, kind of crazy
Like South American way
Ai, ai, ai, ai
Have you ever kissed in the moonlight
In the grand and glorious
Gay notorious",South American Way,2012
Lua E. Garoto & His Band,"I, Yi, Yi, Yi, Yi I, Yi, Yi, Yi, Yi
I, Yi, Yi, Yi, Yi I, Yi, Yi, Yi, Yi
 
There's a girl in Rio de Janeiro
Who sings in a cafe
With a smile that's so entrancing
So sweet, so cute, so gay
When you go to Rio de Janeiro
Say you'll enjoy your stay
When she sings an American love song
In a South American way
 
I, Yi, Yi, Yi, Yi, I like you very much
I, Yi, Yi, Yi, Yi, I think you're grand
Why, why, why is it that when I feel your touch
My heart starts to beat, to beat the band
I, Yi, Yi, Yi, Yi, like you to hold me tight
You are too, too, too, too, too, divine
If you want to be in someone's arms tonight
Just be sure the arms you're in are mine
Oh, I like your lips and I like your eyes
Would you like my hips to hips-notize you
Si, Si, Si, Si, Si, Si, see the moon above
Way, way, way, way, way, up in the blue
Si, Si, Si, senor I think I fall in love and when I fall
I think I fall for you
I, Yi, Yi, Yi, Si, Si, Si, Si
I, Yi, Yi, Yi can see, see that you're for me
 
I, Yi, Yi, Yi, Yi, I like you very much
I, Yi, Yi, Yi, Yi, I think you're grand
Why, why, why is it that when I feel your touch
My heart starts to beat, to beat the band
I, Yi, Yi, Yi, Yi, like you to hold me tight
You are too, too, too, too, too, divine
If you want to be in someone's arms tonight
Just be sure the arms you're in are mine
Oh, I like your lips and I like your eyes
Would you like my hips to hips-notize you
Si, Si, Si, Si, Si, Si, see the moon above
Way, way, way, way, way, up in the blue
Si, Si, Si, senor I think I fall in love and when I fall
I think I fall for you
I, Yi, Yi, Yi, Si, Si, Si, Si","I, Yi, Yi, Yi, Yi (I Like You Very Much)",1995
Lua Hadar,"Out of the tree of life I just picked me a plum
You came along and everything's startin' to hum
Still, it's a real good bet, the best is yet to come

Best is yet to come and babe, won't that be fine?
You think you've seen the sun, but you ain't seen it shine

A-wait till the warm-up's underway
Wait till our lips have met
And wait till you see that sunshine day
You ain't seen nothin' yet

The best is yet to come and babe, won't it be fine?
Best is yet to come, come the day you're mine

Come the day you're mine
I'm gonna teach you to fly
We've only tasted the wine
We're gonna drain the cup dry

Wait till your charms are right for these arms to surround
You think you've flown before, but baby, you ain't left the ground

A-wait till you're locked in my embrace
Wait till I draw you near
A-wait till you see that sunshine place
Ain't nothin' like it here

The best is yet to come and babe, won't it be fine?
The best is yet to come, come the day you're mine

Come the day you're mine
And you're gonna be mine",The Best Is Yet to Come,2005
Luan Santana,"Ai, que perfume gostoso
Deixa eu sentir mais de perto
A sua boca na minha tem destino certo

Bora fazer uma loucura
Cair sem destino na estrada
Só vai dar eu e você em plena madrugada

Fecha os olhos e se solta, que o som te faz
Esquecer tudo a sua volta e não olhar pra trás
Quando você 'tá comigo, todo dia vira festa, aah

Ah, eu vou dançar até a noite acabar
(Hasta la vista, hasta la vista, hasta la vista, baby)
Ah, eu vou dançar até a noite acabar
(Hasta la vista, hasta la vista, hasta la vista, baby)

Fecha os olhos e se solta, que o som te faz
Esquecer tudo a sua volta e não olhar pra trás
Quando você 'tá comigo, todo dia vira festa, aah

Ah, eu vou dançar até a noite acabar
(Hasta la vista, hasta la vista, hasta la vista, baby)
Ah, eu vou dançar até a noite acabar
(Hasta la vista, hasta la vista, hasta la vista)

(Hey) 
(Hey) 

Hasta la vista, hasta la vista, hasta la vista, baby
Hey, hey, hey, hey, hey
Hasta la vista, hasta la vista, hasta la vista, baby",Hasta La Vista,
Luan Santana,"Te dei o sol
Te dei o mar
Pra ganhar seu coração
Você é raio de saudade
Meteoro da paixão
Explosão de sentimentos
Que eu não pude acreditar aah
Como é bom poder te amar

Depois que eu te conheci
Fui mais feliz
Você é exatamente o que eu sempre quis
Ela se encaixa perfeitamente em mim
O nosso quebra-cabeça teve fim

Se for sonho, não me acorde
Eu preciso flutuar
Pois só quem sonha
Consegue alcançar

Te dei o sol
Te dei o mar
Pra ganhar seu coração
Você é raio de saudade
Meteoro da paixão
Explosão de sentimentos
Que eu não pude acreditar aah
Como é bom poder te amar

Depois que eu te conheci
Fui mais feliz
Você é exatamente o que eu sempre quis
Ela se encaixa perfeitamente em mim
O nosso quebra-cabeça teve fim

Se for sonho, não me acorde
Eu preciso flutuar
Pois só quem sonha
Consegue alcançar
Te dei o sol
Te dei o mar
Pra ganhar seu coração
Você é raio de saudade
Meteoro da paixão
Explosão de sentimentos
Que eu não pude acreditar aah
Como é bom poder te amar

Tão veloz quanto a luz
Pelo universo eu viajei
Vem me guia, me conduz
E pra sempre te amarei

Te dei o sol
Te dei o mar
Pra ganhar seu coração
Você é raio de saudade
Meteoro da paixão
Explosão de sentimentos
Que eu não pude acreditar aah
Como é bom poder te amar

Te dei o sol
Te dei o mar
Pra ganhar seu coração
Você é raio de saudade
Meteoro da paixão
Explosão de sentimentos
Que eu não pude acreditar aah
Como é bom poder te amar aah

Como é bom poder te amar",Meteoro,2009
Luan Santana,"Vi seu sorriso em meu sonho
Segui seu rastro na areia do deserto
Eu escutei sua voz ao vento
Senti seu cheiro cada vez de mim mais perto

Virei um louco, meio obcecado
Pra te encontrar em algum lugar do mundo
E mesmo sem nunca ter te tocado
Me pertencia, bem lá no fundo

Sinais, me mostraram o caminho até você
Vaga-lumes guiam me sem perceber
E no fim da estrada uma luz parece ser você

Sinais, me ajudaram a perceber que o meu
Caminho é você e ninguém no mundo
Vai fazer eu me sentir de novo assim

Sinais, vindos de um lugar tão longe as
Vezes se escondem no farol em
Uma ilha, numa noite tão vazia
Eu beijei você até o amanhecer

Vi seu sorriso em meu sonho
Segui seu rastro na areia do deserto
Eu escutei sua voz ao vento
Senti seu cheiro cada vez de mim mais perto

E meio louco, meio obcecado
Pra te encontrar em algum lugar do mundo
E mesmo sem nunca ter te tocado
Me pertencia, bem lá no fundo

Sinais, me mostraram o caminho até você
Vaga-lumes guiam me sem perceber
E no fim da estrada uma luz parece ser você

Sinais, me ajudaram a perceber que o meu
Caminho é você e ninguém no mundo
Vai fazer eu me sentir de novo assim

Sinais, vindos de um lugar tão longe as vezes
Se escondem no farol em uma ilha, numa noite
Tão vazia eu beijei você

Sinais, me ajudaram a perceber que o meu
Caminho é você e ninguém no mundo
Vai fazer eu me sentir de novo assim

Sinais, vindos de um lugar tão longe as vezes
Se escondem no farol em uma ilha, numa noite
Tão vazia eu beijei você até o amanhecer",Sinais,2009
Luan Santana,"Não sei se foi real mas vi você chegar
Por entre as flores brancas, num lindo lugar
Magia de outro planeta
Sem igual
Amor descontrolado
Fora do normal
Sobrenatural, sobrenatural!

Foi como se dois mundos se encontrassem
Num elo de paixão
Saiu de uma simples fantasia
E entrou no meu coração
Mesmo sem te conhecer
O meu olhar já encontrava o seu
E mesmo sem saber o que eu sentia
Eu já sabia
Sabia que uma hora a gente iria se encontrar
E dois mundos diferentes
Fossem pra sempre se juntar

Abre a janela do seu coração
Venha ver o lindo dia que eu fiz pra nós dois
Deixe que eu te leve por um universo
Onde não exista bem ou mal
Onde mais nada seja normal
Amor sobrenatural

Foi como se dois mundos se encontrassem
Num elo de paixão
Saiu de uma simples fantasia
E entrou no meu coração
Mesmo sem te conhecer
O meu olhar já encontrava o seu
E mesmo sem saber o que eu sentia
Eu já sabia
Sabia que uma hora a gente iria se encontrar
E dois mundos diferentes
Fossem pra sempre se juntar

Abre a janela do seu coração
Venha ver o lindo dia que eu fiz pra nós dois
Deixe que eu te leve por um universo
Onde não exista bem ou mal
Onde mais nada seja normal
Amor
Abre a janela do seu coração
Venha ver o lindo dia que eu fiz pra nós dois
Deixe que eu te leve por um universo
Onde não exista bem ou mal
Onde mais nada seja normal
Amor sobrenatural",Sobrenatural,2009
