Band,Lyrics,Song,Year
Claire Moore,"You were once
My one companion
You were all
That mattered
You were once
A friend and father
Then my world
Was shattered

Wishing you were
Somehow here again
Wishing you were
Somehow near
Sometimes it seemed
If I just dreamed,
Somehow you would
Be here

Wishing I could
Hear your voice again
Knowing that I
Never would
Dreaming of you
Won't help me to do
All that you dreamed
I could

Passing bells
And sculpted angels,
Cold and monumental,
Seem, for you,
The wrong companions
You were warm and gentle

Too many years
Fighting back tears
Why can't the past
Just die?

Wishing you were
Somehow here again
Knowing we must
Say goodbye
Try to forgive
Teach me to live
Give me the strength
To try

No more memories,
No more silent tears
No more gazing across
The wasted years
Help me say
Goodbye.",Wishing You Were Somehow Here Again,1995
Claire Moore,"No more talk of darkness,
Forget these wide-eyed fears;
I'm here, nothing can harm you,
My words will warm and calm you.

Let me be your freedom,
Let daylight dry your tears;
I'm here, with you, beside you,
To guard you and to guide you.

Say you love me every waking moment,
Turn my head with talk of summertime.
Say you need me with you now and always;
Promise me that all you say is true,
That's all I ask of you.

Let me be your shelter,
Let me be your light;
You're safe, no one will find you,
Your fears are far behind you.

All I want is freedom,
A world with no more night;
And you, always beside me,
To hold me and to hide me.

Then say you'll share with me one love, one lifetime;
Let me lead you from your solitude.
Say you need me with you, here beside you,
Anywhere you go, let me go too,
Christine, that's all I ask of you

Say you'll share with me one love, one lifetime;
Say the word and I will follow you.

Share each day with me,
Each night, each morning.

Say you love me!
RAOUL
You know I do.

Anywhere you go, let me go to
Love me, that's all I ask of you.
(they kiss)

I must go
They'll wonder where I am
Wait for me Raoul!

Christine I love you!

Order your fine horses!
Be with them at the door!

And soon you'll be beside me!

You'll guard me and you'll guide me
(they hurry off and the phantom emerges from behind the statue)

I gave you my music
Made your song take wing
And now how you've repaid me
Denied me and betrayed me
He was bound to love you when he heard you sing
Christine
Christine

Say you'll share with me one love,
One lifetime say the word and I will follow you
Share each day with me, each night, each morning

You will curse the day you did not do
All that the Phantom asked of you!

Go!","All I Ask of You (from The Phantom of the Opera) [""Phantom of the Opera",1996
Claire Moore,"You were once
My one companion
You were all
That mattered
You were once
A friend and father
Then my world
Was shattered

Wishing you were
Somehow here again
Wishing you were
Somehow near
Sometimes it seemed
If I just dreamed,
Somehow you would
Be here

Wishing I could
Hear your voice again
Knowing that I
Never would
Dreaming of you
Won't help me to do
All that you dreamed
I could

Passing bells
And sculpted angels,
Cold and monumental,
Seem, for you,
The wrong companions
You were warm and gentle

Too many years
Fighting back tears
Why can't the past
Just die?

Wishing you were
Somehow here again
Knowing we must
Say goodbye
Try to forgive
Teach me to live
Give me the strength
To try

No more memories,
No more silent tears
No more gazing across
The wasted years
Help me say
Goodbye.",Wishing You Were Somehow Here Again [From Phantom of the Opera],1996
Claire Moore,"Passarino - go away!
For the trap is set and waits for
Its prey!

You have come here
In pursuit of
Your deepest urge,
In pursuit of 
That wish,
Which till now
Has been silent,
Silent...

I have brought you,
That our passions
May fuse and merge - 
In your mind
You've already
Succumbed to me,
Dropped all defences,
Completely succumbed to me -
Now you are here with me:
No second thoughts,
You've decided,
Decided...

Past the point
Of no return -
No backward glances:
The games we've played
Till now are at
An end...
Past all thought
Of ""if"" or ""when"" -
No use resisting:
Abandon thought
And let the dream
Descend...

What raging fire
Shall flood the soul?
Which rich desire
Unlocks its door?
What sweet seduction
Lies before
Us...?

Past the point
Of no return,
The final threshold - 
What warm,
Unspoken secrets
Will we learn?
Beyond the point
Of no return...

CHRISTINE
You have brought me
To that moment
Where words run dry,
To that moment
Where speech
Disappears
Into silence,
Silence...

I have come here,
Hardly knowing
The reason why...
In my mind,
I've already
Imagined our
Bodies entwining,
Defenceless and silent -
And now I am
Here with you:
No second thoughts,

I've decided,
Decided...

Past the point 
Of no return - 
No going back now:
Our passion-play
Has now, at last
Begun...
Past all thought
Of right or wrong -
One final question:
How long should we
Two wait, before
We're one...?

When will the blood
Begin to race,
The sleeping bud
Burst into bloom?
When will the flames,
At last consume
Us...?

BOTH
Past the point
Of no return,
The final threshold -
The bridge
Is crossed, so stand
And watch it burn...
We've passed the point
Of no return...

PHANTOM
Say you'll share with
Me one
Love, one lifetime...
Lead me, save me
From my solitude...

Say you want me
With you,
Here beside you...
Anywhere you go
Let me go too - 
Christine,
That's all I ask of...

CARLOTTA
(spoken)
What is it? What has happened? Ubaldo!

ANDRÉ
(spoken)
Oh, my God...my God...

FIRMIN
(spoken)
We're ruined, André - ruined!

GIRY
(spoken)
Monsieur le Vicomte! Come with me!

CARLOTTA
(spoken)
Oh my darling, my darling...who has
Done this...?

You! Why did you let this happen?

GIRY
(spoken)
Monsieur le Vicomte, I know where they
Are.

RAOUL
(spoken)
But can I trust you?

GIRY
(spoken)
You must. But remember: your hand at
The level of your eyes!

RAOUL
(spoken)
But why...?

GIRY
(spoken)
Why? The Punjab lasso, monsieur. First
Buquet. Now Piangi.

MEG
(spoken)
Like this, monsieur. I'll come with you.

GIRY
(spoken)
No, Meg! No, you stay here!

Come with me, monsieur. Hurry, or we
Shall be too late",Point of No Return [From Phantom of the Opera],1997
Claire Moore,"You were once
My one companion
You were all
That mattered
You were once
A friend and father
Then my world
Was shattered

Wishing you were
Somehow here again
Wishing you were
Somehow near
Sometimes it seemed
If I just dreamed
Somehow you would
Be here

Wishing I could
Hear your voice again
Knowing that I
Never would
Dreaming of you
Won't help me to do
All that you dreamed
I could

Passing bells
And sculpted angels
Cold and monumental
Seem, for you
The wrong companions
You were warm and gentle

Too many years
Fighting back tears
Why can't the past
Just die?

Wishing you were
Somehow here again
Knowing we must
Say goodbye
Try to forgive
Teach me to live
Give me the strength
To try

No more memories
No more silent tears
No more gazing across
The wasted years
Help me say
Goodbye",Wishing you were Somehow Still here Again [From Phantom of the Opera],2001
Claire Moore,"Passarino - go away!
For the trap is set and waits for
Its prey!

You have come here
In pursuit of
Your deepest urge,
In pursuit of 
That wish,
Which till now
Has been silent,
Silent...

I have brought you,
That our passions
May fuse and merge - 
In your mind
You've already
Succumbed to me,
Dropped all defences,
Completely succumbed to me -
Now you are here with me:
No second thoughts,
You've decided,
Decided...

Past the point
Of no return -
No backward glances:
The games we've played
Till now are at
An end...
Past all thought
Of ""if"" or ""when"" -
No use resisting:
Abandon thought
And let the dream
Descend...

What raging fire
Shall flood the soul?
Which rich desire
Unlocks its door?
What sweet seduction
Lies before
Us...?

Past the point
Of no return,
The final threshold - 
What warm,
Unspoken secrets
Will we learn?
Beyond the point
Of no return...

CHRISTINE
You have brought me
To that moment
Where words run dry,
To that moment
Where speech
Disappears
Into silence,
Silence...

I have come here,
Hardly knowing
The reason why...
In my mind,
I've already
Imagined our
Bodies entwining,
Defenceless and silent -
And now I am
Here with you:
No second thoughts,

I've decided,
Decided...

Past the point 
Of no return - 
No going back now:
Our passion-play
Has now, at last
Begun...
Past all thought
Of right or wrong -
One final question:
How long should we
Two wait, before
We're one...?

When will the blood
Begin to race,
The sleeping bud
Burst into bloom?
When will the flames,
At last consume
Us...?

BOTH
Past the point
Of no return,
The final threshold -
The bridge
Is crossed, so stand
And watch it burn...
We've passed the point
Of no return...

PHANTOM
Say you'll share with
Me one
Love, one lifetime...
Lead me, save me
From my solitude...

Say you want me
With you,
Here beside you...
Anywhere you go
Let me go too - 
Christine,
That's all I ask of...

CARLOTTA
(spoken)
What is it? What has happened? Ubaldo!

ANDRÉ
(spoken)
Oh, my God...my God...

FIRMIN
(spoken)
We're ruined, André - ruined!

GIRY
(spoken)
Monsieur le Vicomte! Come with me!

CARLOTTA
(spoken)
Oh my darling, my darling...who has
Done this...?

You! Why did you let this happen?

GIRY
(spoken)
Monsieur le Vicomte, I know where they
Are.

RAOUL
(spoken)
But can I trust you?

GIRY
(spoken)
You must. But remember: your hand at
The level of your eyes!

RAOUL
(spoken)
But why...?

GIRY
(spoken)
Why? The Punjab lasso, monsieur. First
Buquet. Now Piangi.

MEG
(spoken)
Like this, monsieur. I'll come with you.

GIRY
(spoken)
No, Meg! No, you stay here!

Come with me, monsieur. Hurry, or we
Shall be too late",The Point of No Return,2002
Claire Moore,"Bravi, bravi, bravissimi!

Where in the world
Have you been hiding?
Really - you were perfect
I only wish
I knew your secret
Who is this new
Tutor?

Father once spoke of an angel
I used to dream he'd appear
Now as I sing I can sense him
And I know he's here

Here in this room he calls me softly
Somewhere inside, hiding
Somehow I know he's always with me
He, the unseen genius

Christine, Christine you must have been dreaming
Stories like this can't come true
Christine, you're talking in riddles
And it's not like you

Angel of music, guide and guardian
Grant to me your glory

Who is this angel?
This

Angel of music, hide no longer
Secret and strange angel

He's with me even now

Your hands are cold

All around me

Your face, Christine, it's white

It frightens me

Don't be frightened",Angel of Music [From Phantom of the Opera],2002
Claire Moore & Chorus,"The day is my enemy, the night my friend,
For I'm always so alone till the day draws to an end,
But when the sun goes down and the moon comes through,
To the monotone of the evening's drone I'm all alone with you.

All through the night,
I delight in your love,
All through the night you're sio close to me!
All through the night,
From a height far above,
You and your love brings me ecstasy!

When dawn comes to waken me,
You're never there at all!
I know you've forsaken me
Till the shadows fall,
But then once again I can dream, I've the right
To be close to you all through the night.",All Through the Night,1991
Claire Pelletier,"Était-ce femme ou bien rivière?
Était-ce la vie à la mort
Mêlée ainsi que l’âme au corps?
Laquelle chantait la première?
C’était la femme et la rivière
Et l’amour mêlé à la mort

Ils ont dit que c’était une fille
Moi, je dis que c’était la Manikoutai
L’oeil en feuille et la dent de coquille
Telle était la Manikoutai

C’était plus haut que la plaine
Il fallait pour aller là
La patience et l’aviron
Et connaissance de la chute
Du portage et du courant
Où et comment l’eau culbute
Les oreilles de charrue
Et l’eau morte et les cirés
Les corps morts et les écumes
Veille à gauche et veille à droite
À la pince et au ballant
Sans vouloir te commander
Tiens-toi bien pis laisse aller
Pas grande eau mais c’est assez
Pour te dire qu’à l’eau douce
On finit par dessaler
Et ça, c’était pour l’été

Ils diront que c’était une femme
Je dirai que c’était la Manikoutai
Le dos souple et la danse dans l’âme
Telle était la Manikoutai

Fatiguée de la semaine
En rapides et gros bouillons
Elle faisait son dimanche
En amont du quatrième
Vive encore et paresseuse
Avec du sable en dorure
Et les beaux cailloux tout ronds
À deux pas c’est une source
À trois pas c’est un brûlé
Le foin haut pis les framboises
Les bleuets pis les béris
Et le petit bois d’argent
Prends ton temps, prends pas ta course
C’est piquant pis déchirant
Pas si vite, assis-toi là
On va compter les cailloux

Ça, c’était pour le beau temps

Ils croyaient que c’était une fée
Moi, je dis que c’était la Manikoutai
De feu, d’or et d’automne attifée
Telle était la Manikoutai

Aux premiers jours de gelée
Elle a déjà le gros dos
Les manchons pis les manteaux
Et tout en blanc et beau et chaud
Elle a la race et la grâce
Elle est de chasse et de glace
Les renards et les visons
Les rats musqués, les castors
Le loup-cervier puis la loutre
Lui font dentelle de trace
Et quand la glace est trop mince
Pour la tenir enfermée
Elle saute la fenêtre
Elle est noire et douce-froide
Et c’est le froid qui la dompte
À la tombée de la nuit

Et c’est le temps de l’hiver

Ils croiront que c’était une amante
Moi, je dis que c’était la Manikoutai
Jeune et vieille et muette et parlante
Telle était la Manikoutai

C’était le temps du trappeur
Et le temps des compagnies
On partait le vingt d’octobre
On revenait vingt janvier
Quand un homme est à la chasse
Sa blonde a des cavaliers
Sont partis le même jour
Mais chacun de son côté
On a trouvé par les traces
Qu’une fois rendus aux pièges
Avaient chassé tous les deux
Jusqu’à ce trou dans la neige
Attention! la glace est mince
Tu la salueras pour moi
Non, viens pas, tiens-toi, j’arrive
Les chiens sont r’venus tout seuls

Ça, c’était pour le printemps

Ils ont dit que c’était la Julie
Moi, je dis que c’était la Manikoutai
Ils diront qu’avec l’âge on oublie
Telle était la Manikoutai",La  Manikoutai,2011
Claire Trevor,"Moanin' low, my sweet man, I love him so
Though he's mean as can be
He's the kind of man needs the kind
Of a woman like me

Gonna die if my sweet man should pass me by
If I die where'll he be
He's the kind of a man needs the kind
Of a woman like me

Don't know any reason why
He treats me so poorly
What have I gone and done
Makes me troubles double with his worries
When surely I ain't deserving of none

Moanin' low
My sweet man is gonna go
When he goes, oh Lordy
He's the kind of a man needs the kind
Of a woman like me
Moanin' low, my sweet man, I love him so
Though he's mean as can be
He's the kind of man needs the kind
Of a woman like me

Gonna die if my sweet man should pass me by
If I die where'll he be
He's the kind of a man needs the kind
Of a woman like me

Don't know any reason why
He treats me so poorly
What have I gone and done
Makes me troubles double with his worries
When surely I ain't deserving of none

Moanin' low
My sweet man is gonna go
When he goes, oh Lordy
He's the kind of a man needs the kind
Of a woman like me",Key Largo (Main Titles)/Moanin' Low,1997
