Band,Lyrics,Song,Year
The Beatles,"Is there anybody going to listen to my story
All about the girl who came to stay?
She's the kind of girl
You want so much, it makes you sorry
Still you don't regret a single day
Ah, girl, girl

When I think of all the times
I tried so hard to leave her
She will turn to me and start to cry
And she promises the earth to me
And I believe her
After all this time I don't know why
Ah, girl, girl

She's the kind of girl who puts you down
When friends are there
You feel a fool
When you say she's looking good
She acts as if it's understood
She's cool, ooh, ooh, ooh
Girl, girl, girl

Was she told when she was young
That pain would lead to pleasure?
Did she understand it when they said
That a man must break his back
To earn his day of leisure?
Will she still believe it when he's dead?
Ah, girl, girl, girl
Ah, girl, girl",Girl,1965
The Beatles,"I'm looking through you, where did you go 
I thought I knew you, what did I know
You don't look different, but you have changed 
I'm looking through you, you're not the same 

Your lips are moving, I cannot hear
Your voice is soothing, but the words aren't clear
You don't sound different, I've learned the game
I'm looking through you, you're not the same

Why, tell me why, did you not treat me right? 
Love has a nasty habit of disappearing overnight 

You're thinking of me the same old way
You were above me, but not today
The only difference is you're down there
I'm looking through you and you're nowhere

Why, tell me why, did you not treat me right? 
Love has a nasty habit of disappearing overnight 

I'm looking through you, where did you go 
I thought I knew you, what did I know 
You don't look different, but you have changed
I'm looking through you, you're not the same

(Yeah, ah baby, you've changed)
(I'm a-lookin' through you, yeah)
(I'm lookin' through you)
(You've changed, you've changed, you've changed)",I'm Looking Through You,1965
The Beatles,"If I needed someone to love
You're the one that I'd be thinking of
If I needed someone

If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love

Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ah, ah, ah

If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love

Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ah",If I Needed Someone,1965
The Beatles,"There are places I'll remember
All my life, though some have changed
Some forever, not for better
Some have gone and some remain
All these places have their moments
With lovers and friends I still can recall
Some are dead and some are living
In my life, I've loved them all

But of all these friends and lovers
There is no one compares with you
And these memories lose their meaning
When I think of love as something new
Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life, I love you more

Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life, I love you more
In my life-- I love you more",In My Life,1965
The Beatles,"Michelle, ma belle
These are words that go together well
My Michelle
Michelle, ma belle
Sont les mots qui vont tres bien ensemble
Tres bien ensemble
I love you, I love you, I love you
That's all I want to say
Until I find a way
I will say the only words I know that you'll understand

Michelle, ma belle
Sont les mots qui vont tres bien ensemble
Tres bien ensemble
I need to, I need to, I need to
I need to make you see
Oh, what you mean to me
Until I do, I'm hoping you will know what I mean
I love you...

I want you, I want you, I want you
I think you know by now
I'll get to you somehow
Until I do, I'm telling you so you'll understand
Michelle, ma belle
Sont les mots qui vont tres bien ensemble
Tres bien ensemble
And I will say the only words I know that you'll understand
My Michelle",Michelle,1965
The Beatles,"I once had a girl
Or should I say she once had me
She showed me her room
Isn't it good Norwegian wood?

She asked me to stay
And she told me to sit anywhere
So I looked around
And I noticed there wasn't a chair

I sat on a rug biding my time
Drinking her wine
We talked until two and then she said
""It's time for bed""

She told me she worked
In the morning and started to laugh
I told her I didn't
And crawled off to sleep in the bath

And when I awoke I was alone
This bird had flown
So I lit a fire
Isn't it good Norwegian wood?",Norwegian Wood (This Bird Has Flown),1965
The Beatles,"He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody

Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man please listen
You don't know what you're missing
Nowhere man, The world is at your command

He's as blind as he can be
Just sees what he wants to see
Nowhere man, can you see me at all
Nowhere man don't worry
Take your time, don't hurry
Leave it all till somebody else
Lends you a hand
Ah, la, la, la, la

Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man please listen
You don't know what you're missing
Nowhere man, The world is at your command
Ah, la, la, la, la

He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody",Nowhere Man,1965
The Beatles,"I've got a word or two
To say about the things that you do
You're telling all those lies
About the good things that we can have
If we close our eyes

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you

I left you far behind
The ruins of the life that you had in mind
And though you still can't see
I know your mind's made up
You're gonna cause more misery

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you

Although your mind's opaque
Try thinking more if just for your own sake
The future still looks good
And you've got time to rectify
All the things that you should

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you
Think for yourself
'Cause I won't be there with you",Think for Yourself,1965
The Beatles,"It's been a long time
Now I'm coming back home
I've been away now
Oh how I've been alone
Wait till I come back to your side
We'll forget the tears we've cried

But if your heart breaks
Don't wait, turn me away
And if your heart's strong
Hold on, I won't delay
Wait till I come back to your side
We'll forget the tears we've cried

I feel as though
You ought to know
That I've been good
As good as I can be
And if you do
I'll trust in you
And know that you
Will wait for me

It's been a long time
Now I'm coming back home
I've been away now
Oh how I've been alone
Wait till I come back to your side
We'll forget the tears we've cried

I feel as though
You ought to know
That I've been good
As good as I can be
And if you do
I'll trust in you
And know that you
Will wait for me

But if your heart breaks
Don't wait, turn me away
And if your heart's strong
Hold on, I won't delay
Wait till I come back to your side
We'll forget the tears we've cried

It's been a long time
Now I'm coming back home
I've been away now
Oh, how I've been alone",Wait,1965
The Beatles,"What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind

The other day I saw you
As I walked along the road
But when I saw him with you
I could feel my future fold
It's so easy for a girl like you to lie
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind

I met you in the morning
Waiting for the tides of time
But now the tide is turning
I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?

I used to think of no on else
But you were just the same
You didn't even think of me
As someone with a name
Did you mean to break my heart and watch me die
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind",What Goes On,1965
The Beatles,"Say the word and you'll be free
Say the word and be like me
Say the word I'm thinking of
Have you heard the word is love?

It's so fine, it's sunshine
It's the word, love

In the beginning I misunderstood
But now I've got it, the word is good

Spread the word and you'll be free
Spread the word and be like me
Spread the word I'm thinking of
Have you heard the word is love?

It's so fine, it's sunshine
It's the word, love

Every where I go I hear it said
In the good and bad books that I have read

Say the word and you'll be free
Say the word and be like me
Say the word I'm thinking of
Have you heard the word is love?

It's so fine, it's sunshine
It's the word, love

Now that I know what I feel must be right
I'm here to show everybody the light

Give the word a chance to say
That the word is just the way
It's the word I'm thinking of
And the only word is love

It's so fine, it's sunshine
It's the word, love

Say the word love
Say the word love
Say the word love
Say the word love",The Word,1965
