Band,Lyrics,Song,Year
Martial Solal's Dodecaband,"It don't mean a thing
If it ain't got that swing
(doo wah, doo wah, doo wah, doo wah
Doo wah, doo wah, doo wah, doo wah)
It don't mean a thing
All you got to do is sing
(doo wah, doo wah, doo wah, doo wah
Doo wah, doo wah, doo wah, doo wah)
It makes no diff'rence 
If it's sweet or hot
Just give that rhythm 
Ev'rything you got
Oh, it don't mean a thing
If it ain't got that swing
(doo wah, doo wah, doo wah, doo wah
Doo wah, doo wah, doo wah, doo wah)",It Don't Mean a Thing (If It Ain't Got That Swing),2008
Martie Bicardii 151,"[Sideways]
Yeah
This goes to all them folks
Who like them nasty girls
Now I ain't talkin' about these
""Make love to me""
""Take care of me"" lil' thangs
I'm talkin' about buck sessions
Late night creepin's
Straight nasty girls

[Chorus: x 2]
A nasty girl is what I need and what I want
A nasty girl is super bad, I'd love the flaunt
Nasty girls creep in the back seat
Nasty girls stay nasty everyday of the week

[Sideways]
They say the freaks come out at night time
Written rhymes, lookin' fine
Make some pimp lines wit dollar signs
Brown hair, deriair thick
Took her to my lair
And I swear that I hit this
She said somethin' about a man but that's irrelavent
Had her suckin' on my trunk like I was an elephant
Low tail, [?], 60, feelin' tipsy
Breakin' out the hatters on the ladder
Better miss me
Sicky Sideways only came for one thang
Gettin' bomb headshots in the leftlane
I'm 'bout to cave in
Playa like gold and I'm engravin'
Makin' my toes pop high, freaky relations

[Martie Bacardii 151]
Martie I'm Bacardii is back again
Wit these raps that you haters just don't understand
I spot you at the party
""Do you have a man"" [Girl: ""No""]
She replied ""No""
Another fuck friend
I lace her up with game
She asked from where I came
I tell her Yoc Town friends ""Germany and Spain""
She started goin' low
You know how the story goes
I had it all sold
Picture perfect frame
I ain't ashamed
'cause this girl is jockin' for my name
I turned around and asked you girls
What this street bacame
[Girl: Oh my God]

[Chorus: x 2]
[Sideways]
Chalk up another statty, rollin' fatties
Call me Sugar Daddy, 2003 Caddy
As I skywalk
Left for drag on the sidewalk
Low pro, low key
Your hoes and me
Those hoes in heat
Slow platinum game through her earlobes
Moanin' so loud
I had her face in the pillow
Diary of a pimp
I got a glimps of my movato
Seen her lookin' tasty in Chevy Sirverado
So I paused
""Excuse me miss, what's your name
[Girl: ""Candy""]
I couldn't quite catch it
But heard somethin' 'bout a candy cane

[Martie Bacardii 151]
Scene two, me and you up at the rendezvous
I had the glass of Henn
This girl had the attitude
I thought to shoot and score
But then decided to ignore
She sat down next to me
I'm gonna get her [?]
[Girl: ""My name is Candy""]
She said: [Girl: ""This bar is such a bore""]
I fed her Brandy
Next scene I'm in a Super Sport
Where we're goin' but I'm knowin'
Back to her fort
And for a long time
I wasn't comin' up short
Difference to what a girl will give up, Chassy
But for true happiness
Finally that's nasty

[Chorus: x 2]

[Sideways]
Me and my folks like nasty freaks
And we peepin'
Call the Mexican, Perto Rican
Somethin' 'bout caucasians
Lovin' on them Asians
All the freaky deekies keep my bed squeaky
From U.S.S.R. freaks to the Middle East
To Eastern Greek, Italy, and France [?] capish
Love them mixed girls
The big hips girls
The big girls wit twigs girls
That make their limbs twirl
Them ghetto mamies
To not to name Ivana
The late night love session freakies [?]
Out
I love them freaky deeky girls no doubt

[Chorus: x 6]",Nasty Girl,2001
Martie Seidel,"The sweet pretty things are in bed now of course
The city fathers they're trying to endorse
The reincarnation of Paul Revere's horse
But the town has no need to be nervous

The ghost of Belle Starr she hands down her wits
To Jezebel the nun she violently knits
A bald wig for Jack the Ripper who sits
At the head of the chamber of commerce

[Chorus]
Mama's in the fact'ry
She ain't got no shoes
Daddy's in the alley
He's lookin' for the fuse
I'm in the streets
With the tombstone blues

The hysterical bride in the penny arcade
Screaming she moans, ""I've just been made""
Then sends out for the doctor who pulls down the shade
Says, ""My advice is to not let the boys in""

Now the medicine man comes and he shuffles inside
He walks with a swagger and he says to the bride
""Stop all this weeping, swallow your pride
You will not die, it's not poison""

[Chorus]

Well, John the Baptist after torturing a thief
Looks up at his hero the Commander-in-Chief
Saying, ""Tell me great hero, but please make it brief
Is there a hole for me to get sick in?""

The Commander-in-Chief answers him while chasing a fly
Saying, ""Death to all those who would whimper and cry""
And dropping a bar bell he points to the sky
Saving, ""The sun's not yellow it's chicken"" Chorus

The king of the Philistines his soldiers to save
Put jawbones on their tombstones and flatters their graves
Puts the pied pipers in prison and fattens the slaves
Then sends them out to the jungle

Gypsy Davey with a blowtorch he burns out their camps
With his faithful slave Pedro behind him he tramps
With a fantastic collection of stamps
To win friends and influence his uncle

[Chorus]

The geometry of innocence flesh on the bone
'Causes Galileo's math book to get thrown
At Delilah who sits worthlessly alone
But the tears on her cheeks are from laughter

Now I wish I could give Brother Bill his great thrill
I would set him in chains at the top of the hill
Then send out for some pillars and Cecil B. DeMille
He could die happily ever after

[Chorus]

Where Ma Raney and Beethoven once unwrapped their bed roll
Tuba players now rehearse around the flagpole
And the National Bank at a profit sells road maps for the soul
To the old folks home and the college

Now I wish I could write you a melody so plain
That could hold you dear lady from going insane
That could ease you and cool you and cease the pain
Of your useless and pointless knowledge

[Chorus]",Tombstone Blues,1999
Martie Seidel,"God, I feel like hell tonight
Tears of rage I cannot fight
I'd be the last to help you understand
Are you strong enough to be my man? 

Nothing's true and nothing's right
So let me be alone tonight
Cause you can't change the way I am
Are you strong enough to be my man? 

Lie to me
I promise I'll believe
Lie to me
But please don't leave 

I have a face I cannot show
I make the rules up as I go
It's try and love me if you can
Are you strong enough to be my man? 

When I've shown you that I just don't care
When I'm throwing punches in the air
When I'm broken down and I can't stand
Will you be strong enough to be my man? 

Lie to me
I promise I'll believe
Lie to me
But please don't leave",Strong Enough [Live],2004
Martika,"This has got to stop
I am not gonna put up with this any more
So tell me what's your excuse this time
No never mind I don't wanna hear it

So many times you pushed me aside
I'm getting sick and tired of your alibis
All alone sleepless nights
Trying to pretend our love would be alright

I could've changed my mind
If you cared enough to just apologize
But now it's much too late
Your license to my heart has met it's expiration date

Alibis
Tell me no lies
I don't wanna listen to the reasons why
Alibis
Don't act surprised
When I walk away from you and
All your alibis

You gave to me a little teddy bear
To keep me company the nights you were not there
wanting to say baby please stay
Now I don't wanna deal with all the games you play

I gave you all I had
But now I know that loving me was just a fad
There's nothing more to take
If love is just a test then you're my big mistake ",Alibis,1989
Martika,"Hypnotized
With just one look at you I'm paralyzed
I can't explain
Why just one touch from you drives me insane

You've got me head over heels
Better believe it baby
And I love how it feels

Cross my heart hope to die
May lightning strike me if I'm telling a lie
Cross my heart I swear it's true
I've never loved anyone more than I'm loving you
Cross my heart it's true

Believe me

Oh oh 
Heavenly something happens
When you're next to me
I get chills
You can ask me anything and babe I will

You've got me out of control
Better believe it baby
Form my head to my toes

Cross my heart hope to die
May lightning strike me
If I'm telling a lie 
Cross my heart I swear it's true
I've never loved anyone more than I'm loving you
Cross my heart it's true

You're my valentine
Every month of the year
Baby rain or shine
I'm so happy when you're here
I want you all the time
Am I making myself clear?
My love's gonna last forever
Cross my heart

Cross my heart

I've never loved anyone more than I'm loving you

Cross my heart hope to die
May lightning strike me
If I'm telling a lie
Cross my heart I swear it's true
I've never loved anyone more than I'm loving you

Cross my heart hope to die
May lightning strike me
If I'm telling a lie
Cross my heart I swear it's true
I've never loved anyone more than I'm loving you

Cross my heart hope to die
May lightning strike me if I'm telling a lie
Cross my heart I swear it's true
I've never loved anyone more than I'm loving you",Cross My Heart,1989
Martika,"I feel the earth move under my feet
I feel the sky tumbling down
I feel my heart start to trembling
Whenever you're around

Ooh, baby, when I see your face
Mellow as the month of May
Oh, darling, I can't stand it
When you look at me that way

I feel the earth move under my feet
I feel the sky tumbling down
I feel my heart start to trembling
Whenever you're around

Oh, darling, when you're near me
And you tenderly call my name
I know that my emotions
Are something I just can't tame
I've just got to have you, baby

I feel the earth move under my feet
I feel the sky tumbling down
I feel the earth move under my feet
I feel the sky tumbling down
I just lose control
Down to my very soul
I get hot and cold all over
I feel the earth move under my feet
I feel the sky tumbling down, tumbling down, tumbling down",I Feel the Earth Move,1989
Martika,"Why do you touch me, then turn away
Is there something you're afraid to feel
Boy, if you want me, it's getting late
Come and show me if your love is real

Cause I heard it from a friend
Who heard it from another friend
About the good things you do for me
I don't believe it 'cause I've never seen it
Now's the right time, prove it to me

I don't know what you've been told
But love has gotta come from the heart
You better shape up

It's not what you're doing
It's what you're not doing, baby
It's not what you're doing
It's what you're not doing, baby

You've got emotions like everyone else
But you've gotta learn to let 'em show
I can't be in love all by myself
It takes two to make love grow

Make your move, I'm waiting for you
Actions speak louder than words

It's not what you're doing
It's what you're not doing, baby
It's not what you're doing
It's what you're not doing, baby

Come on baby, show me your love is real

It's not what you're doing
It's what you're not doing, baby
It's not what you're doing
It's what you're not doing, baby
Come on

Candlelight and a dance or two
That's all I need from you tonight
Softly whispering, I love you
Can only make me feel so right

Make your move, I'm waiting for you
Actions speak louder than words

It's not what you're doing
It's what you're not doing, baby
It's not what you're doing
It's what you're not doing, baby

It's not what you're doing
It's what you're not doing, baby
Show me real love

It's not what you're doing
It's what you're not doing, baby
Show me real love
(Show me, show me)

It's not what you're doing
It's what you're not doing, baby
Show me real love
(Come on, I know you can do it)

It's not what you're doing
It's what you're not doing, baby
Show me real love
I know that you can do it

It's not what you're doing
It's what you're not doing, baby
Show me real love
(Come on baby, prove it to me)

It's not what you're doing
It's what you're not doing, baby
Show me real love
Prove it to me

It's not what you're doing
Show me real love
Show me

It's not what you're doing
Show me real love
(Show me real love)
It's not what you're doing",It's Not What You're Doing,1989
Martika,"If there's a fire in my eyes
It should come as no surprise to you
If I've shown you once or twice
How I feel it's because it's the truth
(You know that it's true)

Wanted to tell you so many times
How I feel when you're with me
Now that I found you
I know that you are my destiny

I love you more than you know
This feeling's so strong inside
I won't let you go
I'm afraid to show it
'Cause I don't want to blow it
I love you more than you know

You know you've got me hypnotized
But that's something I should hide from you
If I feel so mesmerized
It's because of the things that you do
(The things that you do)

I only wish I could read your mind
So I'd know just how you feel
Send me a signal
Tell me your feelings are just as real

I don't mean to put you under pressure
But it's something that I can't control
And though I'd give you the world if I could
I'm afraid to let you know
'Cause I don't want to lose your love",More Than You Know,1989
Martika,"Like water you see into me
You reach into me and I ripple round in circles
Reflections of my dreams in yours
Bring me to the shores of desire

I have been like a desert creature
Wandering on this earth so cracked and dry
But now your love is bringing me alive

Like water, how could I do without you?
My body heat will not cool down
Like water, I could not live without you
I want to dive so deep into you, I might drown

Tu eres como el agua

You know me, an invisible line connects us in time
And now there is no distance between us
You see what I feel
And all I am feeling is you

Like water, how could I do without you?
My body heat will not cool down
Like water, I could not live without you
I want to dive so deep into you, I might drown

Tu eres como el agua
No se que haria sin ti mi amor
Yo no pudiera vivir sin ti

Quiero ahogarme en ti why nunca
Regresar

Como el agua me ves tan clara
Siempre puedes tu llegar a mi
Tu amor me da razon para vivir

Like water, how could I do without you?
My body heat will not cool down
Like water, I could not live without you
I want to dive so deep into you, I might drown

Like water
Like water
Like water
Nana nana na
Like water
Like water
Dive so deep into you, I might drown

Like water
Like water",Water,1989
