Band,Lyrics,Song,Year
Ron Goodwin,"No, no, no

I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you so I must replace you (oh)
Easier said than done
I thought you were the one
Listening to my heart instead of my head
You found another one, but
I am the better one
I won't let you forget me
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you so I must replace you (oh)
Easier said than done
I thought you were the one
Listening to my heart instead of my head
You found another one, but
I am the better one
I won't let you forget me

You left me falling and landing inside my grave
I know that you want me dead
I take prescriptions to make me feel a-okay
I know it's all in my head

I have these lucid dreams where I can't move a thing
Thinking of you in my bed
You were my everything
Thoughts of a wedding ring
Now I'm just better off dead
I'll do it over again
I didn't want it to end
I watch it blow in the wind
I should've listened to my friends
Did this shit in the past
But I want it to last
You were made outta plastic (fake)
I was tangled up in your drastic ways
Who knew evil girls have the prettiest face?
You gave me a heart that was full of mistakes
I gave you my heart and you made heart break

You made my heart break
You made my heart ache (I still see your shadows in my room)
You made my heart break
You made my heart ache (can't take back the love that I gave you)
You made my heart break (were made outta plastic, fake)
You made my heart ache (I still see your shadows in my room)
You made my heart break again (I was tangled up your drastic ways)
(Who knew evil girls have the prettiest face?)

I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you so I must replace you (oh)
Easier said than done
I thought you were the one
Listening to my heart instead of my head
You found another one, but
I am the better one
I won't let you forget me
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you so I must replace you (oh)
Easier said than done
I thought you were the one
Listening to my heart instead of my head
You found another one, but
I am the better one
I won't let you forget me

Did this shit in the past but I want it to last
You were made outta plastic (fake)
I was tangled up in your drastic ways
Who knew evil girls have the prettiest face?

Easier said than done
I thought you were
(Instead of my head, you found another)
I won't let you forget me",Maxwell's silver hammer,2018
Ron Goodwin,"I believe for every drop of rain that falls 
A flower grows
I believe that somewhere in the darkest night
A candle glows
I believe for everyone that goes astray
Someone will come to show the way
I believe
I believe
I believe above the storm the smallest prayer
Will still be heard
I believe that someone in the great somewhere
Hears every word
Every time I hear a newborn baby cry
Or touch a leaf
Or see the sky
Then I know why 
I believe
Every time I hear a newborn baby cry
Or touch a leaf
Or see the sky
Then I know why
I believe (Why I believe)",I Believe,2012
Ron Goodwin,"I would walk behind you 
on your wedding day
and I'll hear you promise to love and obey
Though you may forget me you're still on my mind
Look over your shoulder I'm walking behind

Maybe I'll kiss again with a love that is new
That I shall wish again I was kissing you
Cos I always love you wherever you row
We could have been happy like Dabby and Joe
So if things go 

Unkind look over your shoulder I'm walking behind",Theme From Limelight,2012
Ron Goodwin,"Come on let's twist again 
Like you did last summer 
Yeah, let's twist again 
Like you did last year 

Do you remember when 
Things were really hummin' 
Yeah let's twist agin 
Twist the time is here 

Well, around and round and up and down 
We go again 
Come on baby make me know you love me so 

Let's twist again 
Like you did last summer 
Yeah, let's twist again 
Like you did last year 

Well, around and round and up and down 

We go again 
Come on baby make me know you love me so 

Let's twist again 
Like you did last summer 
Yeah, let's twist again 
Like you did last year 

Oh come on and let's twist again 
Like you did last year",I Say A Little Prayer,2012
Ron Goodwin,"Do you know the way to San Jose?
I've been away so long. I may go wrong and lose my way.
Do you know the way to San Jose? 
I'm going back to find some peace of mind in San Jose.

L.A. is a great big freeway. 
Put a hundred down and buy a car. 
In a week, maybe two, they'll make you a star
Weeks turn into years. How quick they pass 
And all the stars that never were 
Are parking cars and pumping gas

You can really breathe in San Jose
They've got a lot of space. There'll be a place where I can stay
I was born and raised in San Jose
I'm going back to find some peace of mind in San Jose.

Fame and fortune is a magnet.
It can pull you far away from home
With a dream in your heart you're never alone.
Dreams turn into dust and blow away
And there you are without a friend 
You pack your car and ride away

L.A. is a great big freeway. 
Put a hundred down and buy a car. 
In a week, maybe two, they'll make you a star
Weeks turn into years. How quck they pass 
And all the stars that never were 
Are parking cars and pumping gas

I've got lots of friends in San Jose
Do you know the way to San Jose?
Can't wait to get back to San Jose.",Do You Know the Way to San Jose?,2013
Ron Goodwin's Orchestra,"First the tide rushes in, plants a kiss on the shore
Then rolls out to sea and the sea is very still once more
So I rush to your side like the oncoming tide 
With one burning thought, will your arms open wide?
At last face to face, and as we kiss through an embrace 
I can tell, I can feel you are love, you are real
Really mine in the rain, in the dark, in the sun
Like the tide at its ebb I'm at peace in the web of your arms
 
First the tide rushes in, plants a kiss on the shore
Then rolls out to sea and the sea is very still once more
So I rush to your side like the oncoming tide 
With one burning thought, will your arms open wide?
At last face to face, and as we kiss through an embrace 
I can tell, I can feel you are love, you are real
Really mine in the rain, in the dark, in the sun
Like the tide at its ebb I'm at peace in the web of your arms",Ebb Tide,2006
Ron Goodwin's Orchestra,"Darling, you will see
I can move mountains
If you have faith in me

Faith can work magic
This I find with you
Yours is the magic
To make my wishes come true

So tell me again you love me
Kiss me and I'll be strong
What couldn't I do when I know that you
Are here to help me along?

Yes, faith can move mountains
Darling, you will see
I can move mountains
If you have faith in me



So tell me again you love me
Kiss me and I'll be strong
What couldn't I do when I know that you
Are here to help me along?

Yes, faith can move mountains
Darling, you will see
I can move mountains
If you have faith in me

Yes, I can move mountains
If you have faith in me
",Faith Can Move Mountains,2006
Ron Goodwin's Orchestra,"I thought of you last night
I thought of you and thought of you
Until the morning light
I couldnt sleep I couldnt sleep last night

I wanted you last night
I wanted you and wanted you
And wished with all my might
Youd come to me youd come to me last night

Darling my darling I cant live without you
Im lonely so lonely when youre out of sight

Ill wait for tonight
Ill wait for you and wait for you
And long to hold you tight
Bring your love to me your love to me tonight

Chorus

Ill wait for tonight
Ill wait for you and wait for you
And long to hold you tight
Bring your love to me your love to me tonight
Bring your love to me your love to me tonight",I Thought of You Last Night,2006
Ron Goodwin's Orchestra,"They try to tell us were too young
Too young to really be in love
They say that loves a word
A word weve only heard
But cant begin to know the meaning of

And yet were not too young to know
This love will last though years may go
And then some day they may recall
We were not too young at all



And yet were not too young to know
This love will last though years may go
And then some day they may recall
We were not too young at all",Too Young,2006
Ron Goodwin's Orchestra,"Why do birds suddenly appear?
Every time you are near
Just like me, they long to be
Close to you

Why do stars fall down from the sky?
Every time you walk by
Just like me, they long to be
Close to you

On the day that you were born
And the angels got together
And decided to create a dream come true

So they sprinkled moon dust
In your hair of gold
And starlight in your eyes of blue
That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you

On the day that you were born
And the angels got together
And decided to create a dream come true

So they sprinkled moon dust
In your hair of gold
And starlight in your eyes of blue
That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you
Just like me, they long to be
Close to you",(They Long to Be) Close to You,2006
