Band,Lyrics,Song,Year
Brenton Banks,"I hadn't anyone till you,
I was a lonely one 'til you,
I used to lie awake and wonder if there could be
A someone in the wide world just made for me,
Now I see

I had to save my love for you, (I saved my love for you)
I never gave my love 'til you, (I saved it all for you)
And through my lonely heart demanding it,
Cupid took a hand in it,
I hadn't anyone till you.

I kept my love in secrecy,
I put it under lock and key,
I had to save my love for you!
I never gave my love away,
I waited for that lucky day
When I could give it to you

And through my lonely heart demanding it,
Cupid took a hand in it,
I hadn't anyone till you.",I Hadn't Anyone Till You,2001
Brenton Banks,"I remember sky
It was blue as ink
Or at least I think
I remember sky

I remember snow
Soft as feathers
Sharp as thumb tacks
Coming down like lint
And it made you squint
When the wind would blow

And ice like vinyl
On the streets
Cold as silver
White as sheets
Rain like strings
And changing things
Like leaves

I remember leaves
Green as spearmint
Crisp as paper
I remember trees
Bare as coat racks
Spread like broken umbrellas

And parks and bridges
Ponds and zoos
Ruddy faces
Muddy shoes
And light and noise and
Bees and boys
And days

I remember days
Or at least I try
But as years go by
They're a sort of haze
And the bluest ink
Isn't really sky
And at times I think
I would gladly die
For a day of sky",I Remember Sarah,2001
Brenton Banks,"If you could see me now, you'd know how blue I've been
One look is all you'd need to see the mood I'm in.
Perhaps then you'd realize I'm still in love with you.
If you could see me now, you'd find me being brave
And trying awfully hard to make my tears behave
But that's quite impossible, I'm still in love with you.
 
You'll happen my way on some mem'rable day
And the month will be May for a while.
I'll try to smile but can I play the part
Without my heart behind the smile?
 
The way I feel for you I never could disguise
The look of love is written plainly in my eyes.
I think you'd be mine again if you could see me now.",If You Could See Me Now,2001
Brenton Banks,"Lullaby of Birdland, that's what I 
Always hear when you sigh
Never in my wordland 
Could there be ways to reveal
In a phrase how I feel

Have you ever heard two turtle doves
Bill and coo when they love?
That's the kind of magic 
Music we make with our lips when we kiss

And there's a weepy old willow
He really knows how to cry
That's how I'd cry in my pillow
If you should tell me farewell and goodbye

Lullaby of Birdland whisper low
Kiss me sweet and we'll go
Flyin' high in Birdland
High in the sky up above
All because we're in love",Lullaby of Birdland,2001
Brenton Banks,"Isn't it rich?
Are we a pair?
Me here at last on the ground,
you in mid-air.
Where are the clowns?

Isn't it bliss?
Don't you approve?
One who keeps tearing around,
one who can't move.
Where are the clowns?
There ought to be clowns.

Just when I'd stopped
opening doors,
finally knowing 
the one that I wanted was yours,
Making my entrance again,
with my usual flair,
Sure of my lines,
no one is there.

Don't you love farce?
My fault, I fear.
I thought that you'd want what I want 
sorry, my dear.
And where are the clowns?
Quick, send in the clowns.
Don't bother, they're here.

Isn't it rich?
Isn't it queer?
Losing my timing this late
in my career?
And where are the clowns?
There ought to be clowns.
Well, maybe next year",Send in the Clowns,2001
Brenton Banks,"Speak low when you speak, love
Our summer day withers away too soon, too soon
Speak low when you speak, love
Our moment is swift, like ships adrift, we're swept apart, too soon
Speak low, darling, speak low
Love is a spark, lost in the dark too soon, too soon
I feel wherever I go that tomorrow is near, tomorrow is here and always too soon
Time is so old and love so brief
Love is pure gold and time a thief
We're late, darling, we're late
The curtain descends, ev'rything ends too soon, too soon
I wait, darling, I wait
Will you speak low to me, speak love to me and soon",Speak Low,2001
Brenton Brown,"Your love is amazing
Steady and unchanging
Your love is a mountain 
Firm beneath my feet
Your love is a mystery 
How You gently lift me
When I am surrounded
Your love carries me

Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

Your love is surprising
I can feel it rising
All the joy that's growing 
Deep inside of me
And every time I see you
All Your goodness shines through
And I can feel this God song 
Rising up in me

Hallelujah hallelujah hallelujah 
Your love makes me sing

Hallelujah hallelujah hallelujah 
Your love makes me sing

Your love is amazing, steady and unchanging
Your love is a mountain firm beneath my feet
Your love is a mystery how you gently lift me
When I am surrounded, your love carries me

Hallelujah hallelujah hallelujah 
Your love makes me sing

Hallelujah hallelujah hallelujah 
Your love makes me sing

Yes, You make me sing
Lord, You make me sing, sing, sing
How You make me sing

Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

And Hallelujah hallelujah hallelujah 
Your love makes me sing

Lord, You make me sing
How You make me sing",Hallelujah (Your Love Is Amazing),2001
Brenton Brown,"Holy holy, God Almighty, who was and is to come

God of glory, you're so worthy, all the saints bow down

Holy holy, God Almighty, who was and is to come

God of glory, you're so worthy, all the saints bow down

Holy is your name in all the earth

Righteous are your ways O merciful
Everything you've done is just and true
Holy Holy God are you, Holy Holy God are you
All blessing, all honor, belongs to you
All power, all wisdom is yours
All blessing, all honor, belongs to you
All power, all wisdom is yours",Holy,2002
Brenton Brown,"Your love is amazing
Steady and unchanging
Your love is a mountain
Firm beneath my feet

Your love is a mystery
How you gently lift me
When I am surrounded
Your love carries me

Hallelujah, hallelujah
Hallelujah
Your love makes me sing
Hallelujah, hallelujah
Hallelujah
Your love makes me sing

Your love is surprising
I can feel it rising
Oh the joy that's glowing
Deep inside of me

Everytime I see you
All your goodness shines through
I can feel this God song
Rising up in me

Yes you make me sing
How you make me sing, sing, sing
The love you make me sing",Hallelujah (Your Love's So Amazing),2006
Brenton Brown,"We can hear it growing louder
Songs from every nation
Rising to your throne
Saints in every generation
Singing for your glory
Telling what you've done

from the north and south, we are crying out
There is hope in Jesus' name

You're amazing God, You're amazing God
You can bear the weight of every heavy heart
You can heal the pain, you can clean the stain
You can turn our tears into songs of praise
You're amazing God

Beauty rises from the ashes
Sorrow turns to gladness
When our God is near
You speak light into our darkness
You heal the broken-hearted
You wipe away our tears

songs of praise surround us, songs of praise surround us
Hear it growing louder, we are growing louder",Amazing God,2008
