Band,Lyrics,Song,Year
Matt Catingub Orchestra of Hawaii,"My love must be a kind of blind love
I can't see anyone but you
Sha bop sha bop

Are the stars out tonight
I don't know if it's cloudy or bright
I only have eyes for you dear

The moon may be high
But I can't see a thing in the sky
I only have eyes for you

I don't know if we're in a garden
Or on a crowded avenue

You are here and so am I
Maybe millions of people go by
But they all disappear from view
And I only have eyes for you",I Only Have Eyes for You,2007
Matt Catingub Orchestra of Hawaii,"Each time I look at you is like the first time
Each time you're near me the thrill is new
And there is nothing that I wouldn't do for
The rare delight of the sight of you for

The more I see you, the more I want you
Somehow this feeling just grows and grows
With every sigh I become more mad about you
More lost without you and so it goes

Can you imagine how much I love you?
The more I see you as years go by
I know the only one for me can only be you
My arms won't free you, my heart won't try

I know the only one for me can only be you
My arms won't free you, my heart won't try",The More I See You,2007
Matt Catingub Orchestra of Hawaii,"Have I a hope for half a chance,
To even ask if I could dance with you? you hoo!
Would you greet me or politely turn away?
Would there suddenly be sunshine on a cold and rainy day?
Oh, babe! what would you say?

For there are you, sweet lollipop,
Here am I with such a lot to say, hey, hey!
Just to walk with you along the Milky Way.
To caress you through the night time, bring you flowers every day
Oh, babe! what would you say?

Guess, though, baby, I know,
I know I could be so in love with you!
And I know that I could make you love me too.
And if I could only hear you say you do, ooh, ooh, ooh, ooh!
But anyway, what would you say?

Guess, though, baby, I know,
I know I could be so in love with you!
And I know that I could make you love me too.
And if I could only hear you say you do, ooh, ooh, ooh, ooh!
But anyway, what would you say?","Oh Babe, What Would You Say?",2007
Matt Cavenaugh,"TONY: (Spoken) I, Anton, take thee, Maria . . . 
MARIA: (Spoken) I, Maria, take thee, Anton . . . 
TONY: For richer, for poorer . . . 
MARIA: In sickness and in health . . . 

TONY: To love and to honor . . . 
MARIA: To hold and to keep . . . 
TONY: From each sun to each moon . . . 
MARIA: From tomorrow to tomorrow . . . 

TONY: From now to forever . . . 
MARIA: Till death do us part. 
TONY: With this ring, I thee wed. 
MARIA: With this ring, I thee wed. 

[Tony Sings] 
Make of our hands one hand, 
Make of our hearts one heart, 
Make of our vows one last vow: 
Only death will part us now. 

[Maria]
Make of our lives one life, 
Day after day, one life. 

[Both]
Now it begins, now we start 
One hand, one heart; 
Even death won't part us now. 
Make of our lives one life, 

Day after day, one life. 
Now it begins, now we start 
One hand, one heart, 
Even death won't part us now.","Act 1. Scene 7. One Hand, One Heart",2009
Matt Clohesy,"How much do I love you?
I'll tell you no lie
How deep is the ocean?
How high is the sky?

How many times a day do I think of you?
How many roses are sprinkled with dew?

How far would I travel
To be where you are?
How far is the journey
From here to a star?

And if I ever lost you, how much would I cry?
How deep is the ocean?
How high is the sky?

How far would I travel
To be where you are?
How far is the journey
From here to a star?

And if I ever lost you, how much would I cry?
How deep is the ocean?
How high is the sky?
How high is the sky?",How Deep Is The Ocean,
Matt Clohesy,"Long ago and far away
I dreamed a dream one day
And now that dream is here beside me

Long the skies were overcast
But now the clouds have passed
You're here at last

Chills run up and down my spine
Aladdin's lamp is mine
The dream I dreamed was not denied me

Just one look and then I knew
That all I longed for long ago was you

Long ago and far away
I dreamed a dream one day
And now that dream is here beside me

Long the skies were overcast
But now the clouds have passed
You're here at last

Chills run up and down my spine
Aladdin's lamp is mine
The dream I dreamed was not denied me

Just one look and then I knew
That all I longed for long ago was you

Just one look and then I knew
That all I longed for long ago
Was you",Long Ago And Far Away,
Matt Coleman,"Attitude
Gotta get an attitude
Ya gotta get attitude
Gotta get an attitude
Ya gotta get

Ya gotta get
Ya gotta get
Ya gotta get
Ya gotta get

Attitude
Gotta get an attitude
Ya gotta get attitude
Gotta get an attitude

Put your hand on your hip
You got to over
Gotta get attitude

Put your hand on your hip
You got to over
Gotta get attitude

Ya gotta get attitude
Gotta get an attitude

Put your hand on your hip
You got to over
Gotta get attitude

Put your hand on your hip
You got to over
Gotta get attitude

Attitude
Ya gotta get

Put your hand on your hip
You got to over
Gotta get an attitude

Put your hand on your hip
You got to over
Gotta get an attitude

Put your hand on your hip
You got to
Gotta get an attitude

Put your hand on your hip
You got to
Gotta get an attitude
",Attitude,2001
Matt Coleman,"I don't know you as I should, no
To be here talking, love love
This may not be what I need, but
I think I'm way past reasoning

Some say that love unreturned
Ain't nothing more than a obsession, but
I believe you're feelin' me, 'cause
This attraction is just too strong
You got me in them

Crazy love, love
I don't know what to do
But I know that it's true, true
Crazy love, love
(Crazy)
Crazy love

Boy, I know you're holding back, oh
Your sheepishness is a thin disguise
You could tell a thousand lies, but
Hell, I can see it in your eyes

Why're you so afraid of love, did
Somebody hurt you and break your heart' 
Well love's a gamble, sometimes lost, but you never give in, 'cause
This time may be your time to win, to miss, it could be

Crazy love, love
I don't know what you'll do
But I know that it's true, true
Crazy love
(Crazy)

Keeps me up through the night
You're just there on my mind
Crazy love, love
Crazy love, crazy love
(Crazy)

Boy I get so lonely, need a one and only, please
Don't leave me lonely
Boy I get so lonely, need a one and only, please
Don't leave me lonely

Crazy love, love
I don't know what to do
But I know that it's true, true
Crazy love, love
(Crazy)

Keeps me up through the night
You're just there on my mind
Crazy love, love
(Crazy)
Crazy love, love, love, love, love, love
Crazy love
(Crazy)
And It's crazy love
Crazy

Crazy, love, love
Crazy, over yeah

Crazy, love, love
(Crazy)
Crazy, love, love
Crazy, crazy, crazy, crazy love

Crazy, love, love
(Crazy)
Crazy, love, love
Oh, I'm crazy 'bout you, boy
Crazy, love, love

Crazy, love, love
Crazy, love, love",Crazy Love,2001
Matt Coleman,"Take a ride
On the wild side
Let’s take a ride
On the wild side

Be sincere
Don’t do it
Be sincere
I’m crazy
Don’t do it

Don’t do it
I’m crazy
Don’t do it
Don’t do it
I’m crazy

Be sincere

",Introduction,2001
Matt Coleman,"Let's take a ride
On the wild side

Just look what he's done for me
My eyes are on you
So special
Just look what he's done for me
Baby
My eyes are on you
Feelings

Don't do it
Be sincere
I'm crazy
Don't do it
Be sincere
Be sincere
Be sincere (oh)

Caress me
I want you tonight
I love you, you
Caress me
I want you tonight
I love you, you
You're

Don't do it
Be sincere
I'm crazy
Don't do it
Be sincere
Be sincere (oh)

Let's take a ride
Let's take a ride
On the wild side
Love tonight
Be sincere
Love tonight
Be sincere

Caress me
I want you tonight
I love you, you

Just look what he's done for me
My eyes are on you
So special

Don't do it
Be sincere
I'm crazy
Don't do it
Be sincere
Be sincere (oh)

Be sincere",Sincere,2001
