Band,Lyrics,Song,Year
Ana Laura,"All this time
All this trying to beat human nature
It's still holding on to me
I'm made to run
But I was meant to be free
But still I'm broken
In need of someone to rescue me

Sometimes I burn
Sometimes I lose my way
But when I fall
That's not where I'll stay
Sometimes I burn
Sometimes I make mistakes
I will fall
But when I fall
I fall into grace

I'll let you down
If you're looking to me
To be perfection
This side of eternity
So hear me now
Here the words that I speak
I see redemption
But i'm not yet complete

Sometimes I burn
Sometimes I lose my way
But when I fall
That's not where I'll stay
Sometimes I burn
Sometimes I make mistakes
I will fall
But when I fall
I fall into a gaze

I need a saviour
I need a saviour

I need a saviour

Sometimes I burn
Sometimes I lose my way
But when I fall
That's not where I'll stay
Sometimes I burn
Sometimes I make mistakes
I will fall
But when I fall
I fall into a gaze

I need a saviour
I need a saviour

I need a saviour",Sometimes,2006
Ana Laura,"Like a drop that falls on to my lips
Just to see a little bit
Cause the sun is blazing in the sky
I'm thirsty but the world is dry
I run to You
I come to You
You got what i need to be renewed
I run to you
I come to you
Cause there's no other place i can get that taste of

Water, water
Pour on me
And pour on me
Water, water
To my soul
Don't let me go
Don't let me go
Without water

(Don't ever let me go)
Without water

Like a desert is my life
All this tears from my eyes
I cry but it's just never enough
Cause nothing cleanses like your love
No reason to clean my face in the sand
Then i look and i reach for your hand
Is it just my imagination
Seeing you is so amazing
I reach for you
I reach for you
You're holding the cup that can fill me up

Water, water
Pour on me
And wash me clean
Wash me clean
Water, water
To my soul
Don't let me go
Don't let me go
Without water

Water, water
Pour on me
And wash me clean
Wash me clean
Water, water
To my soul
Don't let me go
Don't let me go
Without water

Pour it out
Pour it down on me
Open up you're sky on me

Pour it out
Pour it down on me
Open up you're sky on me

Let you're living water aim all around me
Wash over me
Wash over me

Water, water
Pour on me
And wash me clean
Wash me clean
Water, water
To my soul
Don't let me go
Don't let me go
Without water

Let it pour on me
And wash me clean
Wash me clean
Water, water
To my soul
Don't let me go
Don't let me go
Without water

Pour it out
Pour it down on me
Open up you're sky on me",Water,2006
Ana Lucia,"Eu quis amar mais tive medo
E quis salvar meu coração
Mas o amor sabe um segredo
O medo pode matar o seu coração

Água de beber
Água de beber camará
Água de beber
Água de beber camará

Eu nunca fiz coisa tão certa
Entrei pra escola do perdão
A minha casa vive aberta
Abri todas as portas do coração

Água de beber
Água de beber camará
Água de beber
Água de beber camará

Eu sempre tive uma certeza
Que só me deu desilusão
É que o amor é uma tristeza
Muita mágoa demais para um coração

Água de beber
Água de beber camará
Água de beber
Água de beber camará",Agua de Beber,2000
Ana Margarita Martinez-Casado,"Hey, Venus, oh, Venus
Venus, if you will
Please send a little girl for me to thrill
A girl who wants my kisses and my arms
A girl with all the charms of you

Venus, make her fair
A lovely girl with sunlight in her hair
And take the brightest stars up in the skies
And place them in her eyes for me

Venus, goddess of love that you are
Surely the things I ask
Can't be too great a task

Venus, if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live

Venus, goddess of love that you are
Surely the things I ask
Can't be too great a task

Venus, if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live

Hey, Venus, oh, Venus
Make my wish come true",Venus,2000
Ana Maria Martinez,"Quando sono sola
Sogno all'orizzonte
E mancan le parole
Sì lo so che non c'è luce
In una stanza quando manca il sole
Se non ci sei tu con me, con me
Su le finestre
Mostra a tutti il mio cuore
Che hai accesso
Chiudi dentro me
La luce che
Hai incontrato per strada

Time to say goodbye
Paesi che non ho mai
Veduto e vissuto con te
Adesso sì li vivrò
Con te partirò
Su navi per mari
Che, io lo so
No, no, non esistono più
It's time to say goodbye

Quando sei lontana
Sogno all'orizzonte
E mancan le parole
E io sì lo so
Che sei con me, con me
Tu mia luna tu sei qui con me
Mio sole tu sei qui con me
Con me, con me, con me

Time to say goodbye
Paesi che non ho mai
Veduto e vissuto con te
Adesso sì li vivrò
Con te partirò
Su navi per mari
Che, io lo so
No, no, non esistono più

Con te io li rivivrò
Con te partirò
Su navi per mari
Che, io lo so
No, no, non esistono più
Con te io li rivivrò
Con te partirò

Io con te","Time To Say Goodbye (Con te partirò) [Live At Central Park, New York/20",
Ana Martins,"Why do birds suddenly appear?
Every time you are near
Just like me, they long to be
Close to you

Why do stars fall down from the sky?
Every time you walk by
Just like me, they long to be
Close to you

On the day that you were born
And the angels got together
And decided to create a dream come true

So they sprinkled moon dust
In your hair of gold
And starlight in your eyes of blue
That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you

On the day that you were born
And the angels got together
And decided to create a dream come true

So they sprinkled moon dust
In your hair of gold
And starlight in your eyes of blue
That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you
Just like me, they long to be
Close to you",(They Long to Be) Close to You,2008
Ana Matronic,"It's only one more day

Can you wait my plane will be arriving shortly
Right there at the gate, I pray that you'll be waiting right there for me
This time could be what we've both been searching for
Our whole lives waking up, I'm coming back for more

Leave your baggage behind
You won't need it tonight
Enjoy your flight

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

We're so high, I'm watching all the clouds drift by below me
We should try, it's been so long since I made you cry
Long live love, I just can't get enough of you
I need that engines push, it's gonna take me home to you

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

You were meant to be
(We will be dimming the lights, for this evening's entertainment, enjoy)
Home with me

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

J E T
(J E T)
You are so good for me
(You are so good for me)
You are my jet stream lover
You're how I wanna be
(Just how I wanna be baby)

You are so good for me
(You are so good for me)
You are so good for me
(Just how I wanna be baby)

But you're gone
(But you're gone)
Don't let it go
(Don't let it go)
If you don't try
(If you don't try)
How will you know?
(How will you know?)",Jetstream [Jacques Lu Cont Remix],2005
Ana Matronic,"(It's only one more day)

Can you wait
My plane will be arriving shortly
Right there at the gate
I pray that you'll be waiting right there for me

This time could be what
We've both been searching for
Our whole lives waking up
I'm coming back for more

(Leave your baggage behind, you won't need it tonight, enjoy your flight)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

We're so high
I'm watching all the clouds drift by below me
We should try
It's been so long since I made you cry

Long Live Love
I just can't get enough of you
I need that engine's push
It's gonna take me home to you

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

You were You were meant to be

(We will be dimming the lights for this evening's entertainment. Enjoy Enjoy Enjoy Enjoy)

Home with me

Da da da(...)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

You are so good for me (You are so good for me)
You are so good for me (Just how I want to be baby)

But you're gone
But you're gone
Don't let it go
Don't let it go
If you don't try
If you don't try
How will you know
How will you know

Da da da da (...)",Jetstream [Richard X Remix],2005
Ana Matronic,"(It's only one more day)

Can you wait
My plane will be arriving shortly
Right there at the gate
I pray that you'll be waiting right there for me

This time could be what
We've both been searching for
Our whole lives waking up
I'm coming back for more

(Leave your baggage behind, you won't need it tonight, enjoy your flight)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

We're so high
I'm watching all the clouds drift by below me
We should try
It's been so long since I made you cry

Long Live Love
I just can't get enough of you
I need that engine's push
It's gonna take me home to you

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

You were You were meant to be

(We will be dimming the lights for this evening's entertainment. Enjoy enjoy enjoy enjoy)

Home with me

Da da da

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

J-E-T (J-E-T)
You are so good for me (You are so good for me)
You are my jetstream lover
You're how I want to be (Just how I want to be baby)

You are so good for me (You are so good for me)
You are so good for me (Just how I want to be baby)

But you're gone
But you're gone
Don't let it go
Don't let it go
If you don't try
If you don't try
How will you know
How will you know

Da da da da",Jetstream,2005
Ana Matronic,"(Talk to me)
(Talk to me)
(Talk to me)

Someone broke your heart, I will never do that to you
I’d fall apart before I watch the light in your eyes slip into dark
You know I’ll never leave you (I only want to please you)

So if it feels like we’re getting ordinary
And we’re in pieces such ordinary pieces 
No need to close your eyes and think of someone else
I’ll never leave you, I only want to please you

I only want, I only want, I only want to please you (I only want to please you)
I only want, I only want, I only want to please you (I only want to please you)
I only want, I only want, I only want to please you
I only want, I only want, I only want to please you

Every minute of the day
I wanna follow you into the night (I only want to please you)
I wanna hear you when you call my name 
Till I finally believe you
I only want, I only want to please you

Kiss me in the dark, and I swear I’ll never leave you
As fickle as I am I’ll let your name burn down into my heart
You know I’ll never leave you (I only want to please you)

So if it feels like we’re running out of heat 
And we’re just people such ordinary people
No need to close your eyes and think of someone else
I’ll never leave you, I only want to please you

I only want, I only want, I only want to please you (I only want to please you)
I only want, I only want, I only want to please you (I only want to please you)
I only want, I only want, I only want to please you
I only want, I only want, I only want to please you

Every minute of the day
I wanna follow you into the night (I only want to please you)
I wanna hear you when you call my name 
Till I finally believe you
I only want, I only want to please you

(Talk to me)
(Talk to me)
I only want to please you
(Talk to me)

You talk to me like someone who's got time to let me see
That everything you do is to be good to me
When others say they're waiting for me
They don't call me
You get up and run
I know that every minute, every hour
I got you, it's one on one and that's why

You’ve never been this certain, it’s ever been this right
Kiss me, I’ll follow you out this door and into the night
You’ve never been so certain that nothing could go wrong
Kiss me I promise that I’ll take you on

Every minute of the day (only want to please you)
I wanna follow you into the night (I only want to please you)
I wanna hear you when you call my name (I only want to please you)  
Till I finally believe you, till I finally believe you

Every minute of the day (I only want to please you)
I wanna follow you into the night (I only want to please you)
Wanna hear you when you call my name (I only want to please you)
Till I finally believe you, till I finally believe you

Every minute of the day 
I wanna follow you into the night (I only want to please you)
Wanna hear you when you call my name
Till I finally believe you

I only want, I only want, I only want to please you
I only want, I only want to please you 
I only want, I only want, I only want to please you
(I only want to please you)",I Only Want to Please You,2016
