Band,Lyrics,Song,Year
Laura Cantrell,"See the sign of the old hotel
We used to stay there
Empty and threadbare
Water running cold

Searched the streets for old friends
Met only strangers
None who remember
None who would take me home

I miss the bees, I miss the honey
I miss them humming by the flowered vine
My time is short now, I feel it coming
I'll see you darling in the morning light

Spent an hour
In the waiting room
Of our old headquarters
None brought my orders

I rode on alone with my portrait
Missing from their hall of honor
No frame to claim me
In silver black and gold

Lost in the afternoon
Missing an hour or two
Turn the crystal set
Never failed me yet

No voice to say goodbye
Tears on my face have dried
I'll be coming through
On that wavelength a heart can tune

I miss the bees, I miss the honey
I miss them humming by the flowered vine
My time is short now, I feel it coming
I'll see you darling in the morning light

No voice to say goodbye
Tears on my face have dried
I'll be coming through
On that wavelength a heart can tune

I miss the bees I miss the honey
I miss them humming by the flowered vine
My time is short now, I feel it coming
I'll see you darling on the other side

",Bees,2005
Laura Cantrell,"Your mama wasn't one to mess around with
Had a fleet of cars and all those flashy clothes
Taught you the discipline of doing what she told
Kept her fist around the money tightly closed

She had all you kids to think of
One more precious than the rest big brothers running wild
You learned to kick your heels in style
Did you have it worst or have it best

When you grew like a California Rose
The color of your clothes
Blooming even when the earth was cracked and dry
You sang easy and so sweet, dust under your feet
Opened your heart as natural as can be

Mama never suffered any in-laws
Ran them all away eventually had a plan to keep you near
And a soldier boy who took her deal
To city hall you went teenage bride to be

Next came along the baby carriage
Blessed event came unforeseen
No child in mamas eyes, circumstance easy to hide
Where did you put your loyalty

When you cry like a California Rose?
Scarlet Crimson Robes
Fading even as you reached to the sky
You sang heavy and so sweet, your heart it barely beat
From the hurting it would carry from now on

No one would ever say
You'd hesitate to take the blame
I'm still wondering today
Where is your name in that hall of fame?

When you grew like a California Rose
The color of your clothes
Blooming even when the earth was cracked and dry
You sang easy and so sweet, dust under your feet
Opened your heart as natural as can be

",California Rose,2005
Laura Cantrell,"Khaki & corduroy, leather jackets on the boys
Denim with a worn out place on the pocket
Open faces with knowing looks
Your heavy satchel full of books
Smiles tucked away in mamas lockets

Sometimes, I see their faces in the most unlikely places

You play it straight most of the time
But you're looking for the perfect crime
Find your mark and make your move
Nothing harmed and nothing proved

One night spent on that cold tile floor
Then you creep home guilty like before
Learning how to break or bend
Broken now but sure to bend

Sometimes, I see their faces in the most unlikely places

Late hours in the Spanish clubs
With your arms around the one you love
Find the beat slow and sweet
Neon glow and dance floor heat

Walk by that river in the dark midnight
With that water reflecting in your eyes
Wild currents pulling you away
Standing still I have to stay

Sometimes, I see their faces in the most unlikely places

",Khaki & Corduroy,2005
Laura Cantrell,"I went for a walk in my old downtown
To the top of the hill and I turned around
Train yard's not what it used to be
The station's still standing by the factories
Wendell's serving up the meat and three
The tower lights read L & C

Stood by the stone for the president
Saw the bullet holes where the armies met
Walked for a while with the suffragettes
You know mama's still growing those roses yet
Heard the echo of Bryan in the old court case
And I thought as I walked about love and hate

Passed a soldier boy with a gun of bronze
Made a film of his life said he had a cause
Didn't want to kill, didn't want to die
Felt the lightening flash took it as a sign
That God is love and Jesus saves
And our soldier does participate

Alvin came to New York with his fortune made
And he walked for a mile in the ticker tape
The mayor smiled while Alvin prayed
""Sir, I'd like to ride that subway train""
Shimmers on film like a summer day
Silver black and white, watch it fade away

I left this place at a tender age
In the family book you know I turned the page
Never could describe all the energy
Wakes me up at night with the memory
Mama don't you call me I'm good as gone
You know your daughter loves you but she heard this song

Church bells ringing in the old downtowns
Ancient sadness tumbles down
The heavy veil of tragedy
Makes it hard to breathe, hard to see
You can trace these scars along the ground
When you're out for a walk in your old downtown

I went for a walk in my old downtown

",Old Downtown,2005
Laura Cantrell,"Come all you people my story to hear
What happened to me in June of last year
Oh, its poor Ellen Smith, how was she found?
Shot through the heart, lying dead on the ground

Its true I'm in jail a prisoner now
God is here with me and hears every vow
So I do promise the truth to relate
I'll tell you all that I know of Ellen's sad fate

I saw her on Monday before that sad day
Found her body lying and took it away
That she had been murdered never entered my mind
Till a bullet through the heart they happened to find

Who is so cruel, so heartless, so base
To murder my poor Ellen in such a lonesome place?
I seen her laid out so still and so cold
I heard the wild stories the witnesses told

I choked back the tears as the people all said
""It was you Peter Degraph, shot our Ellen Smith dead""
Ellen lies sleeping with her hand on her breast
The bloodhounds and the sheriff won't give me no rest

They got their Winchesters and hunted me down
I stole away to Mt. Airy town
I laid off a year and I prayed the whole time
The man could be found what committed the crime

I prayed I'd come back and my character save
But the flowers faded round poor Ellen's grave
So I came back to Winston my trial to stand
I'll live or I'll die as the law might command

Ellen lies sleeping in that lonesome churchyard
I stare through the bars, God knows it's hard
I know they will hang me at least if they can
But I swear to you, I'll die as an innocent man

My soul will be free when I stand at the bar
Where God tries his cross, then there like a star
That shines in the night will my innocence shine
And I'll make my appeal to the justice of time

",Poor Ellen Smith,2005
Laura Cantrell,"Wishing I could see you again dear
That the flame of love would burn once more
But I guess that's wishful thinking
And too much to be wishing for

Just thinking how you once kissed me
Wishing that it hadn't meant goodbye
But I guess that's wishful thinking
Now I know why some people cry

I'll just live my life in dreams
And I long for your love
It's you I'm wishing for
And it's you I'm thinking of

My heart echoes the love words you spoken
How I wish I could hear them from you
Won't you answer a heart that is broken
And make my wishful thinking come true

I'll just live my life in dreams
And I long for your love
It's you I'm wishing for
And it's you I'm thinking of

My heart echoes the love words you spoken
How I wish I could hear them from you
Won't you answer a heart that is broken
And make my wishful thinking come true

",Wishful Thinking,2005
Laura Cantrell,"Oh, I've just come from the land of the sun
From a war that must be won in the name of truth
With our soldiers so brave your freedom we will save
With our rifles and grenades and some help from God

I want to see my family
My wife and child are waiting for me
I've got to go home
I've been so alone, you see

You just can't believe the joy I did receive
When I finally got my leave and I was going home
Oh, I flew through the sky, my convictions could not lie
For my country I would die, and I will see it soon

And I want to see my family
My wife and child are waiting for me
I've got to go home
I've been so alone, you see

When I walked through the door my wife she lay upon the floor
And with tears her eyes did soar, I did not know why
Then I looked into her hand and I saw the telegram
Said that I was a brave, brave man, but that I was dead

I want to see my family
My wife and child are waiting for me
I've got to go home
I've been so alone, you see

I want to see my family
My wife and child are waiting for me
I've got to go home
I've been so alone, you see",Love Vigilantes,2008
Laura Cantrell,"Tonight they're singing in the villas
Tomorrow you'll be gone so far
Hold me close and say you love me
While Amigo plays his blue guitar

Aye-aye, aye-aye, the moon is lonely
Tomorrow I'll wonder where you are
Manana morning, my darling
I'll be blue as Amigo's guitar

They've hushed their sing in the villas
All is quiet beneath the stars
Amigo plays 'Hasta Luego'
Upon his lonely blue guitar

Aye-aye, aye-aye, the moon is lonely
Tomorrow I'll wonder where you are
Manana morning, my darling
I'll be blue as Amigo's guitar

Aye-aye, aye-aye, the moon is lonely
Tomorrow I'll wonder where you are
Manana morning, my darling
I'll be blue as Amigo's guitar",Amigo's Guitar,2011
Laura Cantrell,"I don't claim to be an angel
My life's been full of sin
But when I met you, darling
That all came to an end

Never doubt my love, dear
No matter what you do
I don't claim to be an angel
But my love for you is true

You'll hear talk around this town
Of the things I used to do
Some folks will try to poison your mind
That my love can't be true

Many nights I lay awake, dear
Hoping our love will last
Wondering if your love is strong enough
To forget about my past

I don't claim to be an angel
My life's been full of sin
But when I met you, darling
That all came to an end

Never doubt my love, dear
No matter what you do
I don't claim to be an angel
But my love for you is true

I never knew what real love was
'Til you came along
You changed my outlook on life
Made me regret my wrong

Why should my past keep haunting me
All through the years
When I've paid for each mistake, dear
With millions of bitter tears?

I don't claim to be an angel
My life's been full of sin
But when I met you, darling
That all came to an end

Never doubt my love, dear
No matter what you do
I don't claim to be an angel
But my love for you is true",I Don't Claim to Be an Angel,2011
Laura Cantrell,"Tomorrow was to be my wedding day
But I gave my wedding dress away
Another will be holding my bouquet
So I gave my wedding dress away

My baby sister wanted him
And so she took my place
It's worth a broken heart
To see the smile upon her face
I've cared for her since Mother went away
So I gave my wedding dress away

If I could win him back again
Our love would be divine
But I could never break her heart
The way that she broke mine
I'll worship him until my dying day
But I gave my wedding dress away",I Gave My Wedding Dress Away,2011
