Band,Lyrics,Song,Year
Y,"Identity
Identity is the crisis canÂ´t you see
Identity, identity
Oh when you look in the mirror 
Do you see yourself [Repeat: x1]
On the TV screen
Do you see yourself in the magazine
When you see yourself
Does it make you scream
Identity is the crisis canÂ´t you see
Identity identity, yeah
Identity is the crisis canÂ´t you see
Identity identity
Oh when you look in the mirror 
Do you smash it quick
Do you take the glass
And slash your wrists
Did you do it for fame 
Did you do it in a fit
Did you do it before
You read about it",Identity,2000
Y Kant Tori Read,"You went away
Why did you leave me
You know I believed you
Nothing explained
Where are the answers
I know I need you
Tell me is your city paved with gold
Is there hunger
Do your people grow old
Do your governments have secrets that they've sold

Every night I wait take me away
To your floating city
By my window at night
I see the lights to your floating city
Come and take me away
I want to play in your floating city
Floating city

T.V. turns off
Any of us that
Say that we've seen you
Tell me are we
The only planet
That can conceive you
Will we be like Atlantis long ago
So assured that we're advanced
With what we know
That our spirit never had time to grow

Is it weak to look for
Saviors out in space
Little Earth she tries so hard
To change our ways
Sometimes she must get
Sick of this place",Floating City,1988
Y Kant Tori Read,"You Said You Wanted
Safer Ground
But You Got Caught Up
In The River
I Was There To
Save You Boy
But You'd rather Drown

You Said You Were
Unhappy
But That Was Alright
Better Than Not Knowin'
What's On
The Other Side

And You Know
I Was Always There
For You
And You Know
I Always Believed
In You
I Guess That Wasn't
Enough

CHORUS:
On The Boundary
On The Boundary Baby
On the Boundary
Don't You Need My Love
You Won't Even Let Me
Keep You From Fallin'
From The Boundary
That Divides Our Love

I Gave You
A Kingdom
That You Could Be
Lord In
And We Both Know
You Loved
The Taste Of My World
But You Ran Back
To Your Corner
Where You Trip
Over Your Lines
Look Left, Look Right,
No Room To Hide

REPEAT CHORUS

I Guess That Wasn't Enough
I Guess I Wasn't Enough

REPEAT CHORUS",On the Boundary,1988
Y Kim,"All I hear is gun shots
Can I touch something? 
What the blood claat! 
Niggaz want tical  make it happen
You know my fuckin' style  fuck the rappin'  
We can take it back to eighty five if you want to start actin' like you live 
It's all good, I'm rollin' with my clique  
Owls  Packwoods & Phillies  smokin' sess blunts  mixed with illy 
Got me bustin'  now the whole world looks dusted  
I'm in the area with the skill that never rusted
For real, nigga, touch it & you burn, when will motherfuckers learn 
What be spreadin' like a germ? Ha ha, it's Meth, word
I be that early bird that got the worm & if you check it 
I'm on point, like a fax machine you get the message
It be no question & them bust the second guessin's
Keep your thoughts on your lessons 
What the blood claat! 
To tell the truth, you don't amaze me Killa Hill project
A Star Trek phaser couldn't phase me what
Check the Raderuckus fuck this
Smoke a Dutchmaster, have 'em screamin' for the duchess 
Yeah, I gotta have it, so I strive to stick my piece 
If I don't do it for mydelf, I'm a do it for Kase
'Cause that's my peoples, I'm giving you injections that be Lethal 
Weapon, when niggaz start the half steppin'
Then I get evil. But don't let that negative vibe right there 
Mislead you, I'm humble, a fucking Killer Bee
Far from bumble, I sting you BZT and I bring you 
Thirty-six chambers of head banger, bitch
Why I deal with? I think the mic is on the fritz
Faggot soundmen! They be sabotagin' shit
Look up in the sky, it's a bird, it's a plane
Methical, let the whole world know my fuckin' name
What the blood claat!",What the Blood Clot,1994
Y La Bamba,"(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
Mr. Sandman, bring me a dream (bung, bung, bung, bung)
Make him the cutest that I've ever seen (bung, bung, bung, bung)
Give him two lips like roses and clover (bung, bung, bung, bung)
Then tell him that his lonesome nights are over
Sandman, I'm so alone (bung, bung, bung, bung)
Don't have nobody to call my own (bung, bung, bung, bung)
Please turn on your magic beam
Mr. Sandman, bring me a dream

(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
Mr. Sandman, bring me a dream
Make him the cutest that I've ever seen
Give him the word that I'm not a rover
Then tell him that his lonesome nights are over
Sandman, I'm so alone
Don't have nobody to call my own
Please turn on your magic beam
Mr. Sandman, bring me a dream

(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)
Mr. Sandman (yes) bring us a dream
Give him a pair of eyes with a ""come-hither"" gleam
Give him a lonely heart like Pagliacci
And lots of wavy hair like Liberace
Mr Sandman, someone to hold (someone to hold)
Would be so peachy before we're too old
So please turn on your magic beam
Mr Sandman, bring us, please, please, please
Mr Sandman, bring us a dream

(Bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung, bung)",Señor Santa [Mister Santa],2012
Y&T,"Up against the ropes, I've been there before
I've been hit by the best but never hit the floor
Toe to toe, you know, you should have thought twice
'Cause I've got what it takes
If you wanna stand up and fight

I'm gonna knock you out
Already picked the round
Oh, when you step in my ring
You know you're standing on my ground

I'm gonna knock you out
Ain't gonna hold back
Upper cut, left, right, yeah
I'm gonna knock you out tonight

Got power, feel what I've done
I've seen a lot like you on the way to number one
Don't expect me to turn the other cheek
Get in my way and you will hear me speak

I'm gonna knock you out
Already picked the round
Oh, when you step in my ring
You know you're standing on my ground

I'm gonna knock you out
Ain't gonna hold back
Upper cut, left and right, yeah
I'm gonna knock you out tonight

I'm gonna knock you
Said, I'm gonna knock you
You know gonna knock you out

",Knock You Out,1981
Y&T,"Talk to me, you can talk to me
Oh, can't you see I've fallen in love with you?
So, warm inside, you took me by surprise
And I need to hear you tell me, that you feel it too

Darling, I've been so afraid
To share what's on my mind
But I believe you're just like me
And I can trust in you this time, this time

So patiently, I've been waiting patiently
For a thousand years I lay alone
But now you're here with me

And with you each night
I feel the passion start to rise
I know the power of love my love
Is like a flame that never dies

The past is full of fallen stars
Of love that I've denied
But somehow I know we won't make
The same mistake this time

This time I don't have to be afraid
This time all the magic finally came
I surrender 'cause it's right this time

This time I don't have to make believe
Love is what we have and all we need
Warm and tender 'cause it's you and me this time

Enfolded in my loving arms
Is right where you belong
'Cause I could never run away
From a love that feels so strong
From a love that feels so strong

This time I don't have to be afraid
This time all the magic finally came
I surrender 'cause it's right this time

This time I don't have to make believe
Love is what we have and all we need
Warm and tender 'cause it's you and me this time

It's right this time and I surrender
'Cause it's you and me this time",This Time,1984
Y&T,"Oye como va
Me  ritmo
Bueno pa gozar
Mulatta",Armed and Dangerous,1987
Y&T,"I've been wait'n girl to get you alone
And slip into your sexual zone
For so long we've been only friends
For so long had to just pretend

But this is the time, this is the place
This could be our magic moment
So give me your love, give me your touch
And Look in the eyes of a stranger

In the eyes
Eyes of a stranger
In the eyes
Eyes of a stranger

Your body's so hot in my hands
Gonna do it to ya, slide it in
I'll show you every inch I'm a man
Then I'll get it up and do it again

This is the time, this is the place
This is what dreams should be made of
So give me your love, give me your touch
And look in the eyes of a stranger

In the eyes
Eyes of a stranger
In the eyes
Eyes of a stranger

",Eyes of a Stranger,1987
Y&T,"Burn' up the street
Hip lock body talk
Groovn' to the beat
And shakn'

Red Hot slip shot
Polka dot bikini top
Don't need no invitation

Headphone stereo
Puttin' on a free show
Drivn' all the fellas crazy

L.A. Rocks
Moves non-stop
Turn up the music
And let's get crazy

It's Boy's night out
In the city
Boy's night out
Oh, you look so cool

California chic
Tick tock no clock
Sneak a little peek
Sensation

Juke box coin slot
Tried to peek - got caught
I need a reservation

Cool shades lemonade
Margaritas in the shade
Who said liv'ns easy

L.A. Rocks
Moves non-stop
Turn up the music
And let's get crazy

It's Boy's night out
In the city
Boy's night out
Oh, you look so cool
It's Boy's night out
Get down and dirty
Boy's night out
No there ain't no rules

She's a rocker - non stopper
Ballroom queena real show stopper
She's got it - can't knock it
Oh no - you got it all baby

SOLO: Dave Meniketti

Got a long Island ice tea
Private room her and me
Ooh I must be dream'n
She's got big dreams - big bucks
Nice tan - look don't touch
That's my Mercedes

Two tone full blown
Techni-colour Kodachrome
You oughta be in pictures

L.A. Rocks
Moves non-stop
Turn up the music
And let's get crazy

It's Boy's night out
In the city
Boy's night out
Oh, you look so cool
It's Boy's night out
Get down and dirty
Boy's night out
No there ain't no rules",L.A. Rocks,1987
